year,week_num,start_date,end_date,rank,music,singer,album
2016,01,2015.12.27,2016.01.02,1,또 하루 (Feat. 개코),Gary (개리),또 하루
2016,01,2015.12.27,2016.01.02,2,어땠을까,김나영,어땠을까
2016,01,2015.12.27,2016.01.02,3,소녀,오혁,응답하라 1988 OST Part 3
2016,01,2015.12.27,2016.01.02,4,걱정말아요 그대,이적,응답하라 1988 OST Part 2
2016,01,2015.12.27,2016.01.02,5,함께,노을,응답하라 1988 OST Part 7
2016,01,2015.12.27,2016.01.02,6,DADDY (Feat. CL of 2NE1),싸이 (Psy),칠집싸이다
2016,01,2015.12.27,2016.01.02,7,사랑이 맞을거야,윤미래 (T),사랑이 맞을거야
2016,01,2015.12.27,2016.01.02,8,매일 그대와,소진 (걸스데이),응답하라 1988 OST Part 8
2016,02,2016.01.03,2016.01.09,1,Dream,"수지, 백현 (BAEKHYUN)",Dream
2016,01,2015.12.27,2016.01.02,9,DADDY (Feat. CL of 2NE1),싸이 (Psy),칠집싸이다
2016,02,2016.01.03,2016.01.09,2,또 하루 (Feat. 개코),Gary (개리),또 하루
2016,01,2015.12.27,2016.01.02,10,유레카 (Feat. Zion.T),지코 (ZICO),GALLERY
2016,02,2016.01.03,2016.01.09,3,니가 하면 로맨스 (feat.다비치),케이윌 (K.Will),니가 하면 로맨스
2016,01,2015.12.27,2016.01.02,11,OOH-AHH하게,TWICE,THE STORY BEGINS
2016,02,2016.01.03,2016.01.09,4,어땠을까,김나영,어땠을까
2016,01,2015.12.27,2016.01.02,12,청춘 (Feat. 김창완),김필,응답하라 1988 OST Part 1
2016,02,2016.01.03,2016.01.09,5,소녀,오혁,응답하라 1988 OST Part 3
2016,01,2015.12.27,2016.01.02,13,혜화동 (혹은 쌍문동),박보람,응답하라 1988 OST Part 4
2016,02,2016.01.03,2016.01.09,6,걱정말아요 그대,이적,응답하라 1988 OST Part 2
2016,01,2015.12.27,2016.01.02,14,사랑이 맞을거야,윤미래 (T),사랑이 맞을거야
2016,02,2016.01.03,2016.01.09,7,함께,노을,응답하라 1988 OST Part 7
2016,01,2015.12.27,2016.01.02,15,나팔바지,싸이 (Psy),칠집싸이다
2016,03,2016.01.10,2016.01.16,1,Dream,"수지, 백현 (BAEKHYUN)",Dream
2016,02,2016.01.03,2016.01.09,8,어땠을까,김나영,어땠을까
2016,01,2015.12.27,2016.01.02,16,잘 지내고 있니,"윤미래 (T), 펀치 (Punch)",잘 지내고 있니
2016,03,2016.01.10,2016.01.16,2,니가 하면 로맨스 (feat.다비치),케이윌 (K.Will),니가 하면 로맨스
2016,02,2016.01.03,2016.01.09,9,함께,노을,응답하라 1988 OST Part 7
2016,01,2015.12.27,2016.01.02,17,네게 줄 수 있는건 오직 사랑뿐,디셈버 (December),응답하라 1988 OST Part 5
2016,03,2016.01.10,2016.01.16,3,또 하루 (Feat. 개코),Gary (개리),또 하루
2016,02,2016.01.03,2016.01.09,10,세월이 가면,기현(Kihyun),응답하라 1988 OST Part 9
2016,01,2015.12.27,2016.01.02,18,나팔바지,싸이 (Psy),칠집싸이다
2016,03,2016.01.10,2016.01.16,4,걱정말아요 그대,이적,응답하라 1988 OST Part 2
2016,02,2016.01.03,2016.01.09,11,OOH-AHH하게,TWICE,THE STORY BEGINS
2016,01,2015.12.27,2016.01.02,19,또 다시 사랑,임창정,또 다시 사랑
2016,03,2016.01.10,2016.01.16,5,소녀,오혁,응답하라 1988 OST Part 3
2016,02,2016.01.03,2016.01.09,12,청춘 (Feat. 김창완),김필,응답하라 1988 OST Part 1
2016,01,2015.12.27,2016.01.02,20,로코 드라마,신혜성,delight
2016,03,2016.01.10,2016.01.16,6,이젠 잊기로 해요,여은 (멜로디데이),응답하라 1988 OST Part 10
2016,02,2016.01.03,2016.01.09,13,혜화동 (혹은 쌍문동),박보람,응답하라 1988 OST Part 4
2016,01,2015.12.27,2016.01.02,21,사랑이 맞을거야,윤미래 (T),사랑이 맞을거야
2016,03,2016.01.10,2016.01.16,7,"사랑가시 (민호, 태현)",위너(WINNER),ENTRY SINGLE `사랑가시`
2016,02,2016.01.03,2016.01.09,14,DADDY (Feat. CL of 2NE1),싸이 (Psy),칠집싸이다
2016,01,2015.12.27,2016.01.02,22,Hello,Adele,Hello
2016,03,2016.01.10,2016.01.16,8,어땠을까,김나영,어땠을까
2016,04,2016.01.17,2016.01.23,1,Dream,"수지, 백현 (BAEKHYUN)",Dream
2016,02,2016.01.03,2016.01.09,15,이젠 잊기로 해요,여은 (멜로디데이),응답하라 1988 OST Part 10
2016,01,2015.12.27,2016.01.02,23,Hello,Adele,Hello
2016,03,2016.01.10,2016.01.16,9,함께,노을,응답하라 1988 OST Part 7
2016,04,2016.01.17,2016.01.23,2,잊어버리지마 (Feat.태연),크러쉬 (CRUSH),잊어버리지마
2016,02,2016.01.03,2016.01.09,16,유레카 (Feat. Zion.T),지코 (ZICO),GALLERY
2016,01,2015.12.27,2016.01.02,24,사랑이 맞을거야,윤미래 (T),사랑이 맞을거야
2016,03,2016.01.10,2016.01.16,10,OOH-AHH하게,TWICE,THE STORY BEGINS
2016,04,2016.01.17,2016.01.23,3,걱정말아요 그대,이적,응답하라 1988 OST Part 2
2016,02,2016.01.03,2016.01.09,17,기억날 그날이 와도,앤씨아 (NC.A),응답하라 1988 OST Part 11
2016,01,2015.12.27,2016.01.02,25,Boys And Girls (Feat. Babylon),지코 (ZICO),Boys And Girls
2016,03,2016.01.10,2016.01.16,11,어땠을까,김나영,어땠을까
2016,04,2016.01.17,2016.01.23,4,니가 하면 로맨스 (feat.다비치),케이윌 (K.Will),니가 하면 로맨스
2016,02,2016.01.03,2016.01.09,18,네게 줄 수 있는건 오직 사랑뿐,디셈버 (December),응답하라 1988 OST Part 5
2016,01,2015.12.27,2016.01.02,26,매일 그대와,소진 (걸스데이),응답하라 1988 OST Part 8
2016,03,2016.01.10,2016.01.16,12,세월이 가면,기현(Kihyun),응답하라 1988 OST Part 9
2016,04,2016.01.17,2016.01.23,5,또 하루 (Feat. 개코),Gary (개리),또 하루
