year,week_num,start_date,end_date,rank,music,singer,album
2019,01,2018.12.30,2019.01.05,1,180도,벤 (Ben),180˚
2019,01,2018.12.30,2019.01.05,2,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
2019,01,2018.12.30,2019.01.05,3,SOLO,제니 (JENNIE),SOLO
2019,01,2018.12.30,2019.01.05,4,신용재,하은,신용재
2019,01,2018.12.30,2019.01.05,5,벌써 12시,청하,벌써 12시
2019,01,2018.12.30,2019.01.05,6,MILLIONS,위너(WINNER),MILLIONS
2019,01,2018.12.30,2019.01.05,7,아낙네,MINO (송민호),XX
2019,02,2019.01.06,2019.01.12,1,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
2019,01,2018.12.30,2019.01.05,8,너를 만나,폴킴,너를 만나
2019,02,2019.01.06,2019.01.12,2,벌써 12시,청하,벌써 12시
2019,01,2018.12.30,2019.01.05,9,YES or YES,TWICE,YES or YES
2019,02,2019.01.06,2019.01.12,3,180도,벤 (Ben),180˚
2019,01,2018.12.30,2019.01.05,10,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2019,02,2019.01.06,2019.01.12,4,SOLO,제니 (JENNIE),SOLO
2019,01,2018.12.30,2019.01.05,11,첫눈에,헤이즈 (Heize),첫눈에
2019,02,2019.01.06,2019.01.12,5,신용재,하은,신용재
2019,01,2018.12.30,2019.01.05,12,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4
2019,02,2019.01.06,2019.01.12,6,아낙네,MINO (송민호),XX
2019,01,2018.12.30,2019.01.05,13,Love Shot,EXO,LOVE SHOT - The 5th Album Repackage
2019,02,2019.01.06,2019.01.12,7,MILLIONS,위너(WINNER),MILLIONS
2019,01,2018.12.30,2019.01.05,14,가을 타나 봐,바이브 (Vibe),가을 타나 봐
2019,03,2019.01.13,2019.01.19,1,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
2019,02,2019.01.06,2019.01.12,8,너를 만나,폴킴,너를 만나
2019,01,2018.12.30,2019.01.05,15,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4
2019,03,2019.01.13,2019.01.19,2,벌써 12시,청하,벌써 12시
2019,02,2019.01.06,2019.01.12,9,MILLIONS,위너(WINNER),MILLIONS
2019,01,2018.12.30,2019.01.05,16,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼
2019,03,2019.01.13,2019.01.19,3,띵 (Prod. By 기리보이),"Jvcki Wai, Young B, Osshun Gum, 한요한",Dingo X Indigo Music
2019,02,2019.01.06,2019.01.12,10,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2019,01,2018.12.30,2019.01.05,17,첫눈에,헤이즈 (Heize),첫눈에
2019,03,2019.01.13,2019.01.19,4,180도,벤 (Ben),180˚
2019,02,2019.01.06,2019.01.12,11,YES or YES,TWICE,YES or YES
2019,01,2018.12.30,2019.01.05,18,삐삐,아이유 (IU),삐삐
2019,04,2019.01.20,2019.01.26,1,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
2019,03,2019.01.13,2019.01.19,5,180도,벤 (Ben),180˚
2019,02,2019.01.06,2019.01.12,12,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2019,01,2018.12.30,2019.01.05,19,가을 타나 봐,바이브 (Vibe),가을 타나 봐
2019,04,2019.01.20,2019.01.26,2,벌써 12시,청하,벌써 12시
2019,03,2019.01.13,2019.01.19,6,띵 (Prod. By 기리보이),"Jvcki Wai, Young B, Osshun Gum, 한요한",Dingo X Indigo Music
2019,02,2019.01.06,2019.01.12,13,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼
2019,01,2018.12.30,2019.01.05,20,"길 (Song by 아이유, 헨리, 조현아, 양다일)",god,THEN & NOW
2019,04,2019.01.20,2019.01.26,3,신청곡 (Feat. SUGA of BTS),이소라,신청곡
2019,03,2019.01.13,2019.01.19,7,신용재,하은,신용재
2019,02,2019.01.06,2019.01.12,14,YES or YES,TWICE,YES or YES
