year,week_num,start_date,end_date,rank,music,singer,album
2023,06,2023.02.05,2023.02.11,1,Ditto,NewJeans,NewJeans `OMG`
2023,06,2023.02.05,2023.02.11,2,OMG,NewJeans,NewJeans `OMG`
2023,06,2023.02.05,2023.02.11,3,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`
2023,06,2023.02.05,2023.02.11,4,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`
2023,06,2023.02.05,2023.02.11,5,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album `SECOND WIND`
2023,06,2023.02.05,2023.02.11,6,VIBE (feat. Jimin of BTS),태양,VIBE
2023,06,2023.02.05,2023.02.11,7,Attention,NewJeans,NewJeans 1st EP `New Jeans`
2023,07,2023.02.12,2023.02.18,1,Ditto,NewJeans,NewJeans `OMG`
2023,06,2023.02.05,2023.02.11,8,VIBE (feat. Jimin of BTS),태양,VIBE
2023,07,2023.02.12,2023.02.18,2,OMG,NewJeans,NewJeans `OMG`
2023,06,2023.02.05,2023.02.11,9,After LIKE,IVE (아이브),After LIKE
2023,07,2023.02.12,2023.02.18,3,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`
2023,06,2023.02.05,2023.02.11,10,Candy,NCT DREAM,Candy - Winter Special Mini Album
2023,07,2023.02.12,2023.02.18,4,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`
2023,06,2023.02.05,2023.02.11,11,LOVE DIVE,IVE (아이브),LOVE DIVE
2023,07,2023.02.12,2023.02.18,5,Attention,NewJeans,NewJeans 1st EP `New Jeans`
2023,06,2023.02.05,2023.02.11,12,Nxde,(여자)아이들,I love
2023,07,2023.02.12,2023.02.18,6,파이팅 해야지 (Feat. 이영지),부석순 (SEVENTEEN),부석순 1st Single Album `SECOND WIND`
2023,06,2023.02.05,2023.02.11,13,NOT SORRY (Feat. pH-1) (Prod. by Slom),이영지,쇼미더머니 11 Episode 3
2023,07,2023.02.12,2023.02.18,7,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE
2023,06,2023.02.05,2023.02.11,14,Monologue,테이 (Tei),Monologue
2023,08,2023.02.19,2023.02.25,1,Ditto,NewJeans,NewJeans `OMG`
2023,07,2023.02.12,2023.02.18,8,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE
2023,06,2023.02.05,2023.02.11,15,I Don`t Think That I Like Her,Charlie Puth,CHARLIE
2023,08,2023.02.19,2023.02.25,2,OMG,NewJeans,NewJeans `OMG`
