year,week_num,start_date,end_date,rank,music,singer,album
2014,10,2014.03.02,2014.03.08,1,Mr.Mr.,소녀시대,The 4th Mini Album “Mr.Mr.”
2014,10,2014.03.02,2014.03.08,2,Come Back Home,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`
2014,10,2014.03.02,2014.03.08,3,Can’t Stop,씨엔블루 (CNBLUE),Can`t Stop
2014,10,2014.03.02,2014.03.08,4,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸
2014,10,2014.03.02,2014.03.08,5,너 아님 안돼,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`
2014,10,2014.03.02,2014.03.08,6,보름달 (Feat. Lena),선미,Full Moon
2014,10,2014.03.02,2014.03.08,7,Crush,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`
2014,11,2014.03.09,2014.03.15,1,Come Back Home,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`
2014,10,2014.03.02,2014.03.08,8,살아 봤으면 해,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`
2014,11,2014.03.09,2014.03.15,2,썸 (Feat. 릴보이 Of 긱스),"소유 (SOYOU), 정기고",썸
2014,10,2014.03.02,2014.03.08,9,너의 모든 순간,성시경,별에서 온 그대 OST Part 7
2014,11,2014.03.09,2014.03.15,3,너 아님 안돼,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`
2014,10,2014.03.02,2014.03.08,10,씨스루,권진아,K팝 스타 시즌3 TOP 10 Part 1
2014,11,2014.03.09,2014.03.15,4,Mr.Mr.,소녀시대,The 4th Mini Album “Mr.Mr.”
2014,10,2014.03.02,2014.03.08,11,지구가 태양을 네 번,넬 (Nell),Newton`s Apple
2014,11,2014.03.09,2014.03.15,5,Can’t Stop,씨엔블루 (CNBLUE),Can`t Stop
2014,10,2014.03.02,2014.03.08,12,그대라구요,정은지,쓰리데이즈 OST Part 2
2014,12,2014.03.16,2014.03.22,1,Come Back Home,2NE1 (투애니 원),2NE1 NEW ALBUM `CRUSH`
