year,week_num,start_date,end_date,rank,music,singer,album
2017,50,2017.12.10,2017.12.16,1,Heart Shaker,TWICE,Merry & Happy
2017,50,2017.12.10,2017.12.16,2,This Christmas,태연 (TAEYEON),This Christmas Winter is Coming
2017,50,2017.12.10,2017.12.16,3,기억의 빈자리,나얼,기억의 빈자리
2017,50,2017.12.10,2017.12.16,4,눈 (Feat. 이문세),자이언티(Zion.T),눈
2017,50,2017.12.10,2017.12.16,5,Beautiful,Wanna One (워너원),1-1=0 (NOTHING WITHOUT YOU)
2017,50,2017.12.10,2017.12.16,6,선물,멜로망스(Melomance),Moonlight
2017,50,2017.12.10,2017.12.16,7,좋아,"윤종신, 민서",2017 월간 윤종신 11월호
2017,51,2017.12.17,2017.12.23,1,Lonely (Feat. 태연),종현 (JONGHYUN),종현 소품집 `이야기 Op.2`
2017,50,2017.12.10,2017.12.16,8,비행운,문문 (MoonMoon),LIFE IS BEAUTY FULL
2017,51,2017.12.17,2017.12.23,2,Heart Shaker,TWICE,Merry & Happy
2017,50,2017.12.10,2017.12.16,9,좋아,"윤종신, 민서",2017 월간 윤종신 11월호
2017,51,2017.12.17,2017.12.23,3,선물,멜로망스(Melomance),Moonlight
2017,50,2017.12.10,2017.12.16,10,밤이 되니까,펀치 (Punch),밤이 되니까
2017,51,2017.12.17,2017.12.23,4,기억의 빈자리,나얼,기억의 빈자리
2017,50,2017.12.10,2017.12.16,11,피카부 (Peek-A-Boo),레드벨벳(Red Velvet),Perfect Velvet - The 2nd Album
2017,51,2017.12.17,2017.12.23,5,한숨,이하이,SEOULITE
2017,50,2017.12.10,2017.12.16,12,This Christmas,태연 (TAEYEON),This Christmas Winter is Coming
2017,51,2017.12.17,2017.12.23,6,눈 (Feat. 이문세),자이언티(Zion.T),눈
2017,50,2017.12.10,2017.12.16,13,좋니,윤종신,LISTEN 010 좋니
2017,51,2017.12.17,2017.12.23,7,하루의 끝 (End of a day),종현 (JONGHYUN),종현 소품집 `이야기 Op.1`
2017,50,2017.12.10,2017.12.16,14,"그때의 나, 그때의 우리",어반 자카파 (Urban Zakapa),"그때의 나, 그때의 우리"
2017,52,2017.12.24,2017.12.30,1,instagram,DEAN,instagram
2017,51,2017.12.17,2017.12.23,8,Santa Tell Me,Ariana Grande,Santa Tell Me
2017,50,2017.12.10,2017.12.16,15,LIKEY,TWICE,twicetagram
2017,52,2017.12.24,2017.12.30,2,Universe,EXO,"Universe - 겨울 스페셜 앨범, 2017"
2017,51,2017.12.17,2017.12.23,9,밤이 되니까,펀치 (Punch),밤이 되니까
2017,50,2017.12.10,2017.12.16,16,"그때의 나, 그때의 우리",어반 자카파 (Urban Zakapa),"그때의 나, 그때의 우리"
2017,52,2017.12.24,2017.12.30,3,Heart Shaker,TWICE,Merry & Happy
2017,51,2017.12.17,2017.12.23,10,좋아,"윤종신, 민서",2017 월간 윤종신 11월호
2017,50,2017.12.10,2017.12.16,17,Havana (Feat. Young Thug),Camila Cabello,Camila
2017,52,2017.12.24,2017.12.30,4,비행운,문문 (MoonMoon),LIFE IS BEAUTY FULL
2017,51,2017.12.17,2017.12.23,11,눈 (Feat. 이문세),자이언티(Zion.T),눈
2017,50,2017.12.10,2017.12.16,18,Beautiful,Wanna One (워너원),1-1=0 (NOTHING WITHOUT YOU)
2017,52,2017.12.24,2017.12.30,5,선물,멜로망스(Melomance),Moonlight
2017,51,2017.12.17,2017.12.23,12,좋니,윤종신,LISTEN 010 좋니
2017,50,2017.12.10,2017.12.16,19,지나갈 테니 (Been Through),EXO,"Universe - 겨울 스페셜 앨범, 2017"
2017,52,2017.12.24,2017.12.30,6,Lonely (Feat. 태연),종현 (JONGHYUN),종현 소품집 `이야기 Op.2`
