year,week_num,start_date,end_date,rank,music,singer,album
2020,43,2020.10.18,2020.10.24,1,DON`T TOUCH ME,환불원정대,DON`T TOUCH ME
2020,43,2020.10.18,2020.10.24,2,Dynamite,방탄소년단,Dynamite
2020,43,2020.10.18,2020.10.24,3,Lovesick Girls,BLACKPINK,THE ALBUM
2020,43,2020.10.18,2020.10.24,4,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2020,43,2020.10.18,2020.10.24,5,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다
2020,43,2020.10.18,2020.10.24,6,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed - Siren Beat) (BTS Remix)
2020,43,2020.10.18,2020.10.24,7,When We Disco (Duet with 선미),박진영,When We Disco
2020,44,2020.10.25,2020.10.31,1,Dynamite,방탄소년단,Dynamite
2020,43,2020.10.18,2020.10.24,8,오래된 노래,스탠딩 에그(Standing Egg),오래된 노래
2020,44,2020.10.25,2020.10.31,2,DON`T TOUCH ME,환불원정대,DON`T TOUCH ME
2020,43,2020.10.18,2020.10.24,9,놓아줘 (with 태연),크러쉬 (CRUSH),with HER
2020,44,2020.10.25,2020.10.31,3,Lovesick Girls,BLACKPINK,THE ALBUM
2020,43,2020.10.18,2020.10.24,10,When We Disco (Duet with 선미),박진영,When We Disco
2020,44,2020.10.25,2020.10.31,4,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다
2020,43,2020.10.18,2020.10.24,11,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2020,44,2020.10.25,2020.10.31,5,취기를 빌려 (취향저격 그녀 X 산들),산들,취기를 빌려 (취향저격 그녀 X 산들) OST
2020,43,2020.10.18,2020.10.24,12,딩가딩가 (Dingga),마마무 (Mamamoo),딩가딩가 (Dingga)
2020,45,2020.11.01,2020.11.07,1,Dynamite,방탄소년단,Dynamite
2020,44,2020.10.25,2020.10.31,6,잠이 오질 않네요,장범준,잠이 오질 않네요
2020,43,2020.10.18,2020.10.24,13,내 마음이 움찔했던 순간 (취향저격 그녀 X 규현),규현 (KYUHYUN),내 마음이 움찔했던 순간 (취향저격 그녀 X 규현) OST
2020,45,2020.11.01,2020.11.07,2,Lovesick Girls,BLACKPINK,THE ALBUM
2020,44,2020.10.25,2020.10.31,7,HERO,임영웅,HERO
2020,43,2020.10.18,2020.10.24,14,눈누난나 (NUNU NANA),제시(Jessi),NUNA
2020,45,2020.11.01,2020.11.07,3,힘든 건 사랑이 아니다,임창정,힘든 건 사랑이 아니다
2020,44,2020.10.25,2020.10.31,8,Savage Love (Laxed - Siren Beat) (BTS Remix),"Jawsh 685, Jason Derulo, BTS",Savage Love (Laxed - Siren Beat) (BTS Remix)
2020,43,2020.10.18,2020.10.24,15,놓아줘 (with 태연),크러쉬 (CRUSH),with HER
