year,week_num,start_date,end_date,rank,music,singer,album
2022,17,2022.04.17,2022.04.23,1,우리들의 블루스,임영웅,IM HERO
2022,17,2022.04.17,2022.04.23,2,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life)
2022,17,2022.04.17,2022.04.23,3,LOVE DIVE,IVE (아이브),LOVE DIVE
2022,17,2022.04.17,2022.04.23,4,TOMBOY,(여자)아이들,I NEVER DIE
2022,17,2022.04.17,2022.04.23,5,Feel My Rhythm,레드벨벳(Red Velvet),`The ReVe Festival 2022 - Feel My Rhythm`
2022,17,2022.04.17,2022.04.23,6,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙)
2022,17,2022.04.17,2022.04.23,7,GANADARA (Feat. 아이유),박재범,GANADARA
2022,18,2022.04.24,2022.04.30,1,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life)
2022,17,2022.04.17,2022.04.23,8,취중고백,김민석,취중고백
2022,18,2022.04.24,2022.04.30,2,LOVE DIVE,IVE (아이브),LOVE DIVE
2022,17,2022.04.17,2022.04.23,9,LOVE me,BE`O (비오),LOVE me
2022,18,2022.04.24,2022.04.30,3,TOMBOY,(여자)아이들,I NEVER DIE
2022,17,2022.04.17,2022.04.23,10,INVU,태연 (TAEYEON),INVU - The 3rd Album
2022,18,2022.04.24,2022.04.30,4,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙)
2022,17,2022.04.17,2022.04.23,11,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2
2022,18,2022.04.24,2022.04.30,5,Feel My Rhythm,레드벨벳(Red Velvet),`The ReVe Festival 2022 - Feel My Rhythm`
2022,17,2022.04.17,2022.04.23,12,듣고 싶을까,MSG워너비(M.O.M),듣고 싶을까
2022,18,2022.04.24,2022.04.30,6,우리들의 블루스,임영웅,IM HERO
2022,17,2022.04.17,2022.04.23,13,With you,"지민, 하성운",우리들의 블루스 OST Part 4
2022,18,2022.04.24,2022.04.30,7,GANADARA (Feat. 아이유),박재범,GANADARA
2022,17,2022.04.17,2022.04.23,14,ELEVEN,IVE (아이브),ELEVEN
2022,19,2022.05.01,2022.05.07,1,다시 만날 수 있을까,임영웅,IM HERO
2022,18,2022.04.24,2022.04.30,8,우리들의 블루스,임영웅,IM HERO
2022,17,2022.04.17,2022.04.23,15,아버지,임영웅,IM HERO
2022,19,2022.05.01,2022.05.07,2,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life)
2022,18,2022.04.24,2022.04.30,9,GANADARA (Feat. 아이유),박재범,GANADARA
2022,17,2022.04.17,2022.04.23,16,사랑해 진짜,임영웅,IM HERO
2022,19,2022.05.01,2022.05.07,3,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9
2022,18,2022.04.24,2022.04.30,10,LOVE me,BE`O (비오),LOVE me
2022,17,2022.04.17,2022.04.23,17,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자
2022,19,2022.05.01,2022.05.07,4,LOVE DIVE,IVE (아이브),LOVE DIVE
2022,18,2022.04.24,2022.04.30,11,취중고백,김민석,취중고백
2022,17,2022.04.17,2022.04.23,18,ZOOM,제시(Jessi),ZOOM
2022,19,2022.05.01,2022.05.07,5,TOMBOY,(여자)아이들,I NEVER DIE
2022,18,2022.04.24,2022.04.30,12,무지개,임영웅,IM HERO
2022,17,2022.04.17,2022.04.23,19,손이 참 곱던 그대,임영웅,IM HERO
2022,20,2022.05.08,2022.05.14,1,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9
2022,19,2022.05.01,2022.05.07,6,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙)
2022,18,2022.04.24,2022.04.30,13,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2
2022,17,2022.04.17,2022.04.23,20,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2022,20,2022.05.08,2022.05.14,2,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life)
2022,19,2022.05.01,2022.05.07,7,Feel My Rhythm,레드벨벳(Red Velvet),`The ReVe Festival 2022 - Feel My Rhythm`
2022,18,2022.04.24,2022.04.30,14,나의 X에게,경서,나의 X에게
2022,17,2022.04.17,2022.04.23,21,Stay,"The Kid LAROI, Justin Bieber",Stay
2022,20,2022.05.08,2022.05.14,3,다시 만날 수 있을까,임영웅,IM HERO
2022,19,2022.05.01,2022.05.07,8,LOVE me,BE`O (비오),LOVE me
2022,18,2022.04.24,2022.04.30,15,INVU,태연 (TAEYEON),INVU - The 3rd Album
2022,17,2022.04.17,2022.04.23,22,MY BAG,(여자)아이들,I NEVER DIE
2022,20,2022.05.08,2022.05.14,4,LOVE DIVE,IVE (아이브),LOVE DIVE
2022,19,2022.05.01,2022.05.07,9,GANADARA (Feat. 아이유),박재범,GANADARA
2022,18,2022.04.24,2022.04.30,16,우리들의 블루스,임영웅,IM HERO
2022,17,2022.04.17,2022.04.23,23,Celeb,싸이 (Psy),싸다9
2022,20,2022.05.08,2022.05.14,5,TOMBOY,(여자)아이들,I NEVER DIE
2022,19,2022.05.01,2022.05.07,10,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자
2022,18,2022.04.24,2022.04.30,17,신호등,이무진,신호등
2022,17,2022.04.17,2022.04.23,24,SMILEY (Feat. BIBI),YENA(최예나),SMiLEY
2022,22,2022.05.22,2022.05.28,1,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9
2022,20,2022.05.08,2022.05.14,6,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙)
2022,19,2022.05.01,2022.05.07,11,LOVE me,BE`O (비오),LOVE me
2022,18,2022.04.24,2022.04.30,18,HOT,세븐틴,4th Album `Face the Sun`
2022,17,2022.04.17,2022.04.23,25,Stay,"The Kid LAROI, Justin Bieber",Stay
2022,22,2022.05.22,2022.05.28,2,Upside Down,강다니엘,The Story
2022,20,2022.05.08,2022.05.14,7,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자
2022,19,2022.05.01,2022.05.07,12,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS
2022,18,2022.04.24,2022.04.30,19,INVU,태연 (TAEYEON),INVU - The 3rd Album
2022,17,2022.04.17,2022.04.23,26,That`s Hilarious,Charlie Puth,That`s Hilarious
2022,22,2022.05.22,2022.05.28,3,TOMBOY,(여자)아이들,I NEVER DIE
2022,20,2022.05.08,2022.05.14,8,나의 X에게,경서,나의 X에게
2022,19,2022.05.01,2022.05.07,13,취중고백,김민석,취중고백
2022,18,2022.04.24,2022.04.30,20,ELEVEN,IVE (아이브),ELEVEN
2022,17,2022.04.17,2022.04.23,27,SMILEY (Feat. BIBI),YENA(최예나),SMiLEY
2022,21,2022.05.15,2022.05.21,1,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9
2022,22,2022.05.22,2022.05.28,4,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life)
2022,20,2022.05.08,2022.05.14,9,나의 X에게,경서,나의 X에게
2022,19,2022.05.01,2022.05.07,14,ZOOM,제시(Jessi),ZOOM
2022,18,2022.04.24,2022.04.30,21,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호)
2022,17,2022.04.17,2022.04.23,28,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2
2022,21,2022.05.15,2022.05.21,2,LOVE DIVE,IVE (아이브),LOVE DIVE
2022,22,2022.05.22,2022.05.28,5,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙)
2022,20,2022.05.08,2022.05.14,10,Candy Sugar Pop,아스트로(ASTRO),Drive to the Starry Road
2022,19,2022.05.01,2022.05.07,15,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2
2022,18,2022.04.24,2022.04.30,22,우리들의 블루스,임영웅,IM HERO
2022,17,2022.04.17,2022.04.23,29,Seoul,볼빨간사춘기,Seoul
2022,24,2022.06.05,2022.06.11,1,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9
2022,21,2022.05.15,2022.05.21,3,LOVE DIVE,IVE (아이브),LOVE DIVE
2022,22,2022.05.22,2022.05.28,6,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life)
2022,20,2022.05.08,2022.05.14,11,Feel My Rhythm,레드벨벳(Red Velvet),`The ReVe Festival 2022 - Feel My Rhythm`
2022,19,2022.05.01,2022.05.07,16,GANADARA (Feat. 아이유),박재범,GANADARA
2022,18,2022.04.24,2022.04.30,23,듣고 싶을까,MSG워너비(M.O.M),듣고 싶을까
2022,17,2022.04.17,2022.04.23,30,Next Level,aespa,Next Level
2022,24,2022.06.05,2022.06.11,2,TOMBOY,(여자)아이들,I NEVER DIE
2022,21,2022.05.15,2022.05.21,4,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙)
2022,22,2022.05.22,2022.05.28,7,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자
2022,20,2022.05.08,2022.05.14,12,취중고백,김민석,취중고백
2022,19,2022.05.01,2022.05.07,17,신호등,이무진,신호등
