year,week_num,start_date,end_date,rank,music,singer,album
2018,18,2018.04.29,2018.05.05,1,주지마,"로꼬 (LOCO), 화사",건반 위의 하이에나 Part.4
2018,18,2018.04.29,2018.05.05,2,지나오다,닐로 (Nilo),About You
2018,18,2018.04.29,2018.05.05,3,What is Love?,TWICE,What is Love?
2018,18,2018.04.29,2018.05.05,4,You,멜로망스(Melomance),투유 프로젝트 - 슈가맨2 Part.2
2018,18,2018.04.29,2018.05.05,5,별 시 (別 時),박효신,별 시 (別 時)
2018,18,2018.04.29,2018.05.05,6,욕심,멜로망스(Melomance),욕심
2018,18,2018.04.29,2018.05.05,7,붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON),고등래퍼2 Final
2018,19,2018.05.06,2018.05.12,1,주지마,"로꼬 (LOCO), 화사",건반 위의 하이에나 Part.4
2018,18,2018.04.29,2018.05.05,8,사랑을 했다 (LOVE SCENARIO),iKON,Return
2018,19,2018.05.06,2018.05.12,2,지나오다,닐로 (Nilo),About You
2018,18,2018.04.29,2018.05.05,9,별이 빛나는 밤,마마무 (Mamamoo),Yellow Flower
2018,19,2018.05.06,2018.05.12,3,잊을만하면,크러쉬 (CRUSH),잊을만하면
2018,18,2018.04.29,2018.05.05,10,욕심,멜로망스(Melomance),욕심
2018,19,2018.05.06,2018.05.12,4,You,멜로망스(Melomance),투유 프로젝트 - 슈가맨2 Part.2
2018,18,2018.04.29,2018.05.05,11,뿜뿜,모모랜드 (MOMOLAND),GREAT!
2018,19,2018.05.06,2018.05.12,5,What is Love?,TWICE,What is Love?
2018,18,2018.04.29,2018.05.05,12,My Way,이수,돈꽃 OST Part 1
2018,19,2018.05.06,2018.05.12,6,밤 (Time for the moon night),여자친구 (GFRIEND),여자친구 The 6th Mini Album `Time for the moon night`
2018,18,2018.04.29,2018.05.05,13,그날처럼,장덕철,그날처럼
2018,19,2018.05.06,2018.05.12,7,붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON),고등래퍼2 Final
2018,18,2018.04.29,2018.05.05,14,꽃 길,BIGBANG (빅뱅),꽃 길
2018,20,2018.05.13,2018.05.19,1,주지마,"로꼬 (LOCO), 화사",건반 위의 하이에나 Part.4
2018,19,2018.05.06,2018.05.12,8,붕붕 (Feat. Sik-K) (Prod. GroovyRoom),김하온 (HAON),고등래퍼2 Final
2018,18,2018.04.29,2018.05.05,15,욕심,멜로망스(Melomance),욕심
2018,20,2018.05.13,2018.05.19,2,밤 (Time for the moon night),여자친구 (GFRIEND),여자친구 The 6th Mini Album `Time for the moon night`
2018,19,2018.05.06,2018.05.12,9,사랑을 했다 (LOVE SCENARIO),iKON,Return
2018,18,2018.04.29,2018.05.05,16,그때 헤어지면 돼,로이킴,그때 헤어지면 돼
2018,20,2018.05.13,2018.05.19,3,지나오다,닐로 (Nilo),About You
2018,19,2018.05.06,2018.05.12,10,별이 빛나는 밤,마마무 (Mamamoo),Yellow Flower
2018,18,2018.04.29,2018.05.05,17,EVERYDAY,위너(WINNER),EVERYD4Y
2018,20,2018.05.13,2018.05.19,4,You,멜로망스(Melomance),투유 프로젝트 - 슈가맨2 Part.2
2018,19,2018.05.06,2018.05.12,11,뿜뿜,모모랜드 (MOMOLAND),GREAT!
2018,18,2018.04.29,2018.05.05,18,꽃 길,BIGBANG (빅뱅),꽃 길
2018,21,2018.05.20,2018.05.26,1,FAKE LOVE,방탄소년단,LOVE YOURSELF 轉 `Tear`
2018,20,2018.05.13,2018.05.19,5,지나오다,닐로 (Nilo),About You
2018,19,2018.05.06,2018.05.12,12,별이 빛나는 밤,마마무 (Mamamoo),Yellow Flower
2018,18,2018.04.29,2018.05.05,19,꽃 길,BIGBANG (빅뱅),꽃 길
2018,21,2018.05.20,2018.05.26,2,밤 (Time for the moon night),여자친구 (GFRIEND),여자친구 The 6th Mini Album `Time for the moon night`
2018,20,2018.05.13,2018.05.19,6,You,멜로망스(Melomance),투유 프로젝트 - 슈가맨2 Part.2
2018,19,2018.05.06,2018.05.12,13,My Way,이수,돈꽃 OST Part 1
2018,18,2018.04.29,2018.05.05,20,EVERYDAY,위너(WINNER),EVERYD4Y
2018,21,2018.05.20,2018.05.26,3,여행,볼빨간사춘기,Red Diary Page.2
2018,20,2018.05.13,2018.05.19,7,전하지 못한 진심 (Feat. Steve Aoki),방탄소년단,LOVE YOURSELF 轉 `Tear`
2018,19,2018.05.06,2018.05.12,14,잊을만하면,크러쉬 (CRUSH),잊을만하면
2018,18,2018.04.29,2018.05.05,21,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
2018,21,2018.05.20,2018.05.26,4,주지마,"로꼬 (LOCO), 화사",건반 위의 하이에나 Part.4
2018,20,2018.05.13,2018.05.19,8,What is Love?,TWICE,What is Love?
2018,19,2018.05.06,2018.05.12,15,그날처럼,장덕철,그날처럼
2018,18,2018.04.29,2018.05.05,22,욕심,멜로망스(Melomance),욕심
