,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2019,09,2019.02.24,2019.03.02,1,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`,,
1,2019,09,2019.02.24,2019.03.02,2,멍청이(twit),화사(Hwa Sa),멍청이(twit),,
2,2019,09,2019.02.24,2019.03.02,3,달라달라,ITZY (있지),IT`z Different,,
3,2019,09,2019.02.24,2019.03.02,4,이 노래가 클럽에서 나온다면,우디(Woody),이 노래가 클럽에서 나온다면,,
4,2019,09,2019.02.24,2019.03.02,5,그때가 좋았어,케이시 (Kassy),그때가 좋았어,,
5,2019,09,2019.02.24,2019.03.02,6,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular,,
6,2019,09,2019.02.24,2019.03.02,7,벌써 12시,청하,벌써 12시,,
7,2019,09,2019.02.24,2019.03.02,8,신청곡 (Feat. SUGA of BTS),이소라,신청곡,,
8,2019,09,2019.02.24,2019.03.02,9,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼,,
9,2019,09,2019.02.24,2019.03.02,10,띵 (Prod. By 기리보이),"Jvcki Wai, Young B, Osshun Gum, 한요한",Dingo X Indigo Music,,
10,2019,09,2019.02.24,2019.03.02,11,신용재,하은,신용재,,
11,2019,09,2019.02.24,2019.03.02,12,180도,벤 (Ben),180˚,,
12,2019,09,2019.02.24,2019.03.02,13,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
13,2019,09,2019.02.24,2019.03.02,14,너를 만나,폴킴,너를 만나,,
14,2019,09,2019.02.24,2019.03.02,15,초록빛,폴킴,초록빛,,
15,2019,09,2019.02.24,2019.03.02,16,SOLO,제니 (JENNIE),SOLO,,
16,2019,09,2019.02.24,2019.03.02,17,"미운 날 (The day, I hate myself)",닐로 (Nilo),29,,
17,2019,09,2019.02.24,2019.03.02,18,아낙네,MINO (송민호),XX,,
18,2019,09,2019.02.24,2019.03.02,19,YES or YES,TWICE,YES or YES,,
19,2019,09,2019.02.24,2019.03.02,20,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4,,
20,2019,09,2019.02.24,2019.03.02,21,MILLIONS,위너(WINNER),MILLIONS,,
21,2019,09,2019.02.24,2019.03.02,22,Way Back Home,숀 (SHAUN),Take,,
22,2019,09,2019.02.24,2019.03.02,23,"thank u, next",Ariana Grande,"thank u, next",,
23,2019,09,2019.02.24,2019.03.02,24,오랜만이야 (Feat. Zion.T),로꼬 (LOCO),HELLO,,
24,2019,09,2019.02.24,2019.03.02,25,삐삐,아이유 (IU),삐삐,,
25,2019,09,2019.02.24,2019.03.02,26,고백,양다일,고백,,
26,2019,09,2019.02.24,2019.03.02,27,7 rings,Ariana Grande,7 rings,,
27,2019,09,2019.02.24,2019.03.02,28,가을 타나 봐,바이브 (Vibe),가을 타나 봐,,
28,2019,09,2019.02.24,2019.03.02,29,열애중,벤 (Ben),RECIPE,,
29,2019,09,2019.02.24,2019.03.02,30,Senorita,(여자)아이들,I made,,
30,2019,09,2019.02.24,2019.03.02,31,이별하러 가는 길,임한별,이별하러 가는 길,,
31,2019,09,2019.02.24,2019.03.02,32,흔한 이별,허각,흔한 이별,,
32,2019,09,2019.02.24,2019.03.02,33,지나오다,닐로 (Nilo),About You,,
33,2019,09,2019.02.24,2019.03.02,34,IDOL,방탄소년단,LOVE YOURSELF 結 `Answer`,,
34,2019,09,2019.02.24,2019.03.02,35,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다,,
