,year,week_num,start_date,end_date,rank,music,singer,album
0,2019,39,2019.09.22,2019.09.28,1,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
1,2019,39,2019.09.22,2019.09.28,2,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
2,2019,39,2019.09.22,2019.09.28,3,워커홀릭,볼빨간사춘기,Two Five
3,2019,39,2019.09.22,2019.09.28,4,안녕,폴킴,호텔 델루나 OST Part.10
4,2019,39,2019.09.22,2019.09.28,5,가끔 이러다,펀치 (Punch),가끔 이러다
5,2019,39,2019.09.22,2019.09.28,6,조금 취했어 (Prod. 2soo),임재현,조금 취했어
6,2019,39,2019.09.22,2019.09.28,7,가을밤 떠난 너,케이시 (Kassy),Rewind
7,2019,39,2019.09.22,2019.09.28,8,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
8,2019,39,2019.09.22,2019.09.28,9,Feel Special,TWICE,Feel Special
9,2019,39,2019.09.22,2019.09.28,10,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯
10,2019,39,2019.09.22,2019.09.28,11,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7
11,2019,39,2019.09.22,2019.09.28,12,헤어지자 (Prod. 정키),휘인 (Whee In),soar
12,2019,39,2019.09.22,2019.09.28,13,니 소식,송하예,니 소식
13,2019,39,2019.09.22,2019.09.28,14,포장마차,황인욱,포장마차
14,2019,39,2019.09.22,2019.09.28,15,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3
15,2019,39,2019.09.22,2019.09.28,16,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어
16,2019,39,2019.09.22,2019.09.28,17,술이 문제야,"장혜진, 윤민수",술이 문제야
17,2019,39,2019.09.22,2019.09.28,18,2002,Anne-Marie,Speak Your Mind (Deluxe)
18,2019,39,2019.09.22,2019.09.28,19,달,AKMU (악뮤),항해
19,2019,39,2019.09.22,2019.09.28,20,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면
20,2019,39,2019.09.22,2019.09.28,21,Done For Me,펀치 (Punch),호텔 델루나 OST Part.12
21,2019,39,2019.09.22,2019.09.28,22,Senorita,"Shawn Mendes, Camila Cabello",Senorita
22,2019,39,2019.09.22,2019.09.28,23,나만 아픈 일,이해리,나만 아픈 일
23,2019,39,2019.09.22,2019.09.28,24,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
24,2019,39,2019.09.22,2019.09.28,25,내 목소리 들리니,벤 (Ben),호텔 델루나 OST Part.9
25,2019,39,2019.09.22,2019.09.28,26,헤어져줘서 고마워,벤 (Ben),헤어져줘서 고마워
26,2019,39,2019.09.22,2019.09.28,27,날라리 (LALALAY),선미,날라리 (LALALAY)
27,2019,39,2019.09.22,2019.09.28,28,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
28,2019,39,2019.09.22,2019.09.28,29,나의 어깨에 기대어요,10cm,호텔 델루나 OST Part.2
29,2019,39,2019.09.22,2019.09.28,30,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
30,2019,39,2019.09.22,2019.09.28,31,뱃노래,AKMU (악뮤),항해
31,2019,39,2019.09.22,2019.09.28,32,내 맘을 볼 수 있나요,헤이즈 (Heize),호텔 델루나 OST Part.5
32,2019,39,2019.09.22,2019.09.28,33,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA
33,2019,39,2019.09.22,2019.09.28,34,FREEDOM,AKMU (악뮤),항해
34,2019,39,2019.09.22,2019.09.28,35,물 만난 물고기,AKMU (악뮤),항해
35,2019,39,2019.09.22,2019.09.28,36,나빠(NAPPA),크러쉬 (CRUSH),나빠(NAPPA)
36,2019,39,2019.09.22,2019.09.28,37,Speechless (Full),Naomi Scott,Aladdin (Original Motion Picture Soundtrack) OST
37,2019,39,2019.09.22,2019.09.28,38,너를 만나,폴킴,너를 만나
38,2019,39,2019.09.22,2019.09.28,39,ICY,ITZY (있지),IT`z ICY
39,2019,39,2019.09.22,2019.09.28,40,솔직하게 말해서 나,김나영,솔직하게 말해서 나
40,2019,39,2019.09.22,2019.09.28,41,밤 끝없는 밤,AKMU (악뮤),항해
41,2019,39,2019.09.22,2019.09.28,42,벗,닐로 (Nilo),벗
42,2019,39,2019.09.22,2019.09.28,43,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",BAND
43,2019,39,2019.09.22,2019.09.28,44,그때가 좋았어,케이시 (Kassy),그때가 좋았어
44,2019,39,2019.09.22,2019.09.28,45,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은
45,2019,39,2019.09.22,2019.09.28,46,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
46,2019,39,2019.09.22,2019.09.28,47,다시 만날까 봐,V.O.S,다시 만날까 봐
47,2019,39,2019.09.22,2019.09.28,48,XX,볼빨간사춘기,Two Five
48,2019,39,2019.09.22,2019.09.28,49,더 사랑해줄걸,AKMU (악뮤),항해
49,2019,39,2019.09.22,2019.09.28,50,인사,멜로망스(Melomance),인사
50,2019,39,2019.09.22,2019.09.28,51,노래방에서,장범준,장범준 3집
51,2019,39,2019.09.22,2019.09.28,52,Another Day,"먼데이 키즈 (Monday Kiz), 펀치 (Punch)",호텔 델루나 OST Part.1
52,2019,39,2019.09.22,2019.09.28,53,고래,AKMU (악뮤),항해
53,2019,39,2019.09.22,2019.09.28,54,Snapping,청하,Flourishing
54,2019,39,2019.09.22,2019.09.28,55,25,볼빨간사춘기,Two Five
55,2019,39,2019.09.22,2019.09.28,56,음파음파 (Umpah Umpah),레드벨벳(Red Velvet),`The ReVe Festival` Day 2
56,2019,39,2019.09.22,2019.09.28,57,Paris In The Rain,Lauv,I met you when I was 18. (the playlist)
57,2019,39,2019.09.22,2019.09.28,58,작별 인사,AKMU (악뮤),항해
58,2019,39,2019.09.22,2019.09.28,59,시간을 갖자,AKMU (악뮤),항해
59,2019,39,2019.09.22,2019.09.28,60,남아있는 노래처럼,핑클,핑클 싱글 앨범 ″남아있는 노래처럼″
60,2019,39,2019.09.22,2019.09.28,61,주저하는 연인들을 위해,잔나비,전설
61,2019,39,2019.09.22,2019.09.28,62,"담아 (Feat. 염따, pH-1) (Prod. BOYCOLD)","스윙스(Swings), Kid Milli, 매드 클라운",쇼미더머니 8 Episode 1
62,2019,39,2019.09.22,2019.09.28,63,내 안부,이우,내 안부
63,2019,39,2019.09.22,2019.09.28,64,FANCY,TWICE,FANCY YOU
64,2019,39,2019.09.22,2019.09.28,65,가라사대,비와이(BewhY),The Movie Star
65,2019,39,2019.09.22,2019.09.28,66,달라달라,ITZY (있지),IT`z Different
66,2019,39,2019.09.22,2019.09.28,67,비,폴킴,비
67,2019,39,2019.09.22,2019.09.28,68,FLASH,X1 (엑스원),비상 : QUANTUM LEAP
68,2019,39,2019.09.22,2019.09.28,69,We don`t talk together (Feat. 기리보이) (Prod. SUGA),헤이즈 (Heize),We don`t talk together
69,2019,39,2019.09.22,2019.09.28,70,Destiny (나의 지구),오마이걸 (OH MY GIRL),퀸덤 Part. 2
70,2019,39,2019.09.22,2019.09.28,71,그 끝에 그대,청하,호텔 델루나 OST Part.6
71,2019,39,2019.09.22,2019.09.28,72,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이(Giriboy),100년제전문대학
72,2019,39,2019.09.22,2019.09.28,73,비가 내리는 날에는,윤하,STABLE MINDSET
73,2019,39,2019.09.22,2019.09.28,74,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운
74,2019,39,2019.09.22,2019.09.28,75,Way Back Home,숀 (SHAUN),Take
75,2019,39,2019.09.22,2019.09.28,76,Believer,Imagine Dragons,Evolve
76,2019,39,2019.09.22,2019.09.28,77,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`
77,2019,39,2019.09.22,2019.09.28,78,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album"
78,2019,39,2019.09.22,2019.09.28,79,사계 (하루살이),엠씨더맥스 (M.C The Max),Circular
79,2019,39,2019.09.22,2019.09.28,80,Goodbye,박효신,Goodbye
80,2019,39,2019.09.22,2019.09.28,81,괜찮아도 괜찮아 (That`s okay),디오 (D.O.),괜찮아도 괜찮아 (That`s okay) - SM STATION
81,2019,39,2019.09.22,2019.09.28,82,문제 (Feat. 쿠기 (Coogie)),서동현,쇼미더머니 8 Episode 4
82,2019,39,2019.09.22,2019.09.28,83,벌써 12시,청하,벌써 12시
83,2019,39,2019.09.22,2019.09.28,84,Say Goodbye,송하예,호텔 델루나 OST Part.11
