,year,week_num,start_date,end_date,rank,music,singer,album
0,2019,48,2019.11.24,2019.11.30,1,Blueming,아이유 (IU),Love poem
1,2019,48,2019.11.24,2019.11.30,2,늦은 밤 너의 집 앞 골목길에서,노을,늦은 밤 너의 집 앞 골목길에서
2,2019,48,2019.11.24,2019.11.30,3,Love poem,아이유 (IU),Love poem
3,2019,48,2019.11.24,2019.11.30,4,HIP,마마무 (Mamamoo),reality in BLACK
4,2019,48,2019.11.24,2019.11.30,5,Into the Unknown,"Idina Menzel, AURORA",Frozen 2 (겨울왕국 2 OST)
5,2019,48,2019.11.24,2019.11.30,6,이 번호로 전화해줘,바이브 (Vibe),이 번호로 전화해줘
6,2019,48,2019.11.24,2019.11.30,7,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해
7,2019,48,2019.11.24,2019.11.30,8,시간의 바깥,아이유 (IU),Love poem
8,2019,48,2019.11.24,2019.11.30,9,흔들리는 꽃들 속에서 네 샴푸향이 느껴진거야,장범준,멜로가 체질 OST Part 3
9,2019,48,2019.11.24,2019.11.30,10,새 사랑,송하예,새 사랑
10,2019,48,2019.11.24,2019.11.30,11,조금 취했어 (Prod. 2soo),임재현,조금 취했어
11,2019,48,2019.11.24,2019.11.30,12,"인기 (Feat. 송가인, 챈슬러)",MC몽,CHANNEL 8
12,2019,48,2019.11.24,2019.11.30,13,Obsession,EXO,OBSESSION - The 6th Album
13,2019,48,2019.11.24,2019.11.30,14,Show Yourself,"Idina Menzel, Evan Rachel Wood",Frozen 2 (겨울왕국 2 OST)
14,2019,48,2019.11.24,2019.11.30,15,unlucky,아이유 (IU),Love poem
15,2019,48,2019.11.24,2019.11.30,16,사랑이란 멜로는 없어,전상근,사랑이란 멜로는 없어
16,2019,48,2019.11.24,2019.11.30,17,불티 (Spark),태연 (TAEYEON),Purpose - The 2nd Album
17,2019,48,2019.11.24,2019.11.30,18,안녕,폴킴,호텔 델루나 OST Part.10
18,2019,48,2019.11.24,2019.11.30,19,있어줘요,장덕철,있어줘요
19,2019,48,2019.11.24,2019.11.30,20,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
20,2019,48,2019.11.24,2019.11.30,21,시든 꽃에 물을 주듯,HYNN(박혜원),시든 꽃에 물을 주듯
21,2019,48,2019.11.24,2019.11.30,22,그 사람,아이유 (IU),Love poem
22,2019,48,2019.11.24,2019.11.30,23,니 소식,송하예,니 소식
23,2019,48,2019.11.24,2019.11.30,24,포장마차,황인욱,포장마차
24,2019,48,2019.11.24,2019.11.30,25,자장가,아이유 (IU),Love poem
25,2019,48,2019.11.24,2019.11.30,26,2002,Anne-Marie,Speak Your Mind (Deluxe)
26,2019,48,2019.11.24,2019.11.30,27,워커홀릭,볼빨간사춘기,Two Five
27,2019,48,2019.11.24,2019.11.30,28,숨겨진 세상 (Into the Unknown End Credit Ver.) (겨울왕국 2),태연 (TAEYEON),겨울왕국 2 (한국어 버전)
28,2019,48,2019.11.24,2019.11.30,29,이별주,황인욱,이별주
29,2019,48,2019.11.24,2019.11.30,30,차가워진 이 바람엔 우리가 써있어(Bad Love),HYNN(박혜원),차가워진 이 바람엔 우리가 써있어(Bad Love)
30,2019,48,2019.11.24,2019.11.30,31,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면
31,2019,48,2019.11.24,2019.11.30,32,기억해줘요 내 모든 날과 그때를,거미,호텔 델루나 OST Part.7
32,2019,48,2019.11.24,2019.11.30,33,LION,(여자)아이들,퀸덤 [FINAL 컴백 싱글]
33,2019,48,2019.11.24,2019.11.30,34,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
34,2019,48,2019.11.24,2019.11.30,35,샤넬 (Feat. 박봄),MC몽,CHANNEL 8
35,2019,48,2019.11.24,2019.11.30,36,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
36,2019,48,2019.11.24,2019.11.30,37,가을밤 떠난 너,케이시 (Kassy),Rewind
37,2019,48,2019.11.24,2019.11.30,38,Senorita,"Shawn Mendes, Camila Cabello",Senorita
38,2019,48,2019.11.24,2019.11.30,39,허전해,폴킴,"정규 2집 `마음, 하나`"
39,2019,48,2019.11.24,2019.11.30,40,술이 문제야,"장혜진, 윤민수",술이 문제야
40,2019,48,2019.11.24,2019.11.30,41,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
41,2019,48,2019.11.24,2019.11.30,42,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA
42,2019,48,2019.11.24,2019.11.30,43,다시 만날까 봐,V.O.S,다시 만날까 봐
43,2019,48,2019.11.24,2019.11.30,44,그대라는 시,태연 (TAEYEON),호텔 델루나 OST Part.3
44,2019,48,2019.11.24,2019.11.30,45,너를 만나,폴킴,너를 만나
45,2019,48,2019.11.24,2019.11.30,46,Feel Special,TWICE,Feel Special
46,2019,48,2019.11.24,2019.11.30,47,헤어지자 (Prod. 정키),휘인 (Whee In),soar
47,2019,48,2019.11.24,2019.11.30,48,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
48,2019,48,2019.11.24,2019.11.30,49,영화 속에 나오는 주인공처럼,펀치 (Punch),동백꽃 필 무렵 OST Part.6
49,2019,48,2019.11.24,2019.11.30,50,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",BAND
50,2019,48,2019.11.24,2019.11.30,51,날 보러 와요 (Come See Me),AOA,NEW MOON
51,2019,48,2019.11.24,2019.11.30,52,떨어지는 낙엽까지도,헤이즈 (Heize),만추
52,2019,48,2019.11.24,2019.11.30,53,Paris In The Rain,Lauv,I met you when I was 18. (the playlist)
53,2019,48,2019.11.24,2019.11.30,54,5월의 밤,자이언티(Zion.T),5월의 밤
54,2019,48,2019.11.24,2019.11.30,55,헤어져줘서 고마워,벤 (Ben),헤어져줘서 고마워
55,2019,48,2019.11.24,2019.11.30,56,Speechless (Full),Naomi Scott,Aladdin (Original Motion Picture Soundtrack) OST
56,2019,48,2019.11.24,2019.11.30,57,그때가 좋았어,케이시 (Kassy),그때가 좋았어
57,2019,48,2019.11.24,2019.11.30,58,벗,닐로 (Nilo),벗
58,2019,48,2019.11.24,2019.11.30,59,Some Things Never Change,"Kristen Bell, Idina Menzel, Josh Gad, Jonathan Groff, Cast of Frozen 2",Frozen 2 (겨울왕국 2 OST)
59,2019,48,2019.11.24,2019.11.30,60,나의 어깨에 기대어요,10cm,호텔 델루나 OST Part.2
60,2019,48,2019.11.24,2019.11.30,61,우리 어떻게 할까요,첸 (CHEN),사랑하는 그대에게 - The 2nd Mini Album
61,2019,48,2019.11.24,2019.11.30,62,솔직하게 말해서 나,김나영,솔직하게 말해서 나
62,2019,48,2019.11.24,2019.11.30,63,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은
63,2019,48,2019.11.24,2019.11.30,64,꿈속에 너 (Feat. 전상근),에이치코드 (H:CODE),두 번째 이야기
64,2019,48,2019.11.24,2019.11.30,65,이별은 늘 그렇게 (Duet. 정은지),허각,이별은 늘 그렇게
65,2019,48,2019.11.24,2019.11.30,66,노래방에서,장범준,장범준 3집
66,2019,48,2019.11.24,2019.11.30,67,"천둥벌거숭이 (Feat. Jvcki Wai, 염따)",지코 (ZICO),THINKING Part 1
67,2019,48,2019.11.24,2019.11.30,68,내 생애 가장 행복한 시간 Part.2 (Feat. 양다일),MC몽,CHANNEL 8
68,2019,48,2019.11.24,2019.11.30,69,FLOWER SHOWER,현아 (HyunA),FLOWER SHOWER
69,2019,48,2019.11.24,2019.11.30,70,주저하는 연인들을 위해,잔나비,전설
70,2019,48,2019.11.24,2019.11.30,71,TOUCHIN`,강다니엘,TOUCHIN`
71,2019,48,2019.11.24,2019.11.30,72,All Is Found,Evan Rachel Wood,Frozen 2 (겨울왕국 2 OST)
72,2019,48,2019.11.24,2019.11.30,73,이별행동,이우,이별행동
73,2019,48,2019.11.24,2019.11.30,74,운명이 내게 말해요,헤이즈 (Heize),동백꽃 필 무렵 OST Part.9
74,2019,48,2019.11.24,2019.11.30,75,가끔 이러다,펀치 (Punch),가끔 이러다
75,2019,48,2019.11.24,2019.11.30,76,Done For Me,펀치 (Punch),호텔 델루나 OST Part.12
76,2019,48,2019.11.24,2019.11.30,77,All I Want For Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition)
77,2019,48,2019.11.24,2019.11.30,78,내 목소리 들리니,벤 (Ben),호텔 델루나 OST Part.9
78,2019,48,2019.11.24,2019.11.30,79,Believer,Imagine Dragons,Evolve
79,2019,48,2019.11.24,2019.11.30,80,맵고짜고단거 (Feat. 페노메코),다이나믹 듀오 (Dynamic Duo),OFF DUTY
80,2019,48,2019.11.24,2019.11.30,81,내 안부,이우,내 안부
81,2019,48,2019.11.24,2019.11.30,82,비,폴킴,비
82,2019,48,2019.11.24,2019.11.30,83,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album"
83,2019,48,2019.11.24,2019.11.30,84,The Next Right Thing,Kristen Bell,Frozen 2 (겨울왕국 2 OST)
84,2019,48,2019.11.24,2019.11.30,85,Trouble,EXO,OBSESSION - The 6th Album
85,2019,48,2019.11.24,2019.11.30,86,봄날,방탄소년단,YOU NEVER WALK ALONE
