,year,week_num,start_date,end_date,rank,music,singer,album
0,2019,26,2019.06.23,2019.06.29,1,술이 문제야,"장혜진, 윤민수",술이 문제야
1,2019,26,2019.06.23,2019.06.29,2,솔직하게 말해서 나,김나영,솔직하게 말해서 나
2,2019,26,2019.06.23,2019.06.29,3,2002,Anne-Marie,Speak Your Mind (Deluxe)
3,2019,26,2019.06.23,2019.06.29,4,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면
4,2019,26,2019.06.23,2019.06.29,5,Snapping,청하,Flourishing
5,2019,26,2019.06.23,2019.06.29,6,Speechless (Full),Naomi Scott,Aladdin (Original Motion Picture Soundtrack) OST
6,2019,26,2019.06.23,2019.06.29,7,너에게 못했던 내 마지막 말은,다비치,너에게 못했던 내 마지막 말은
7,2019,26,2019.06.23,2019.06.29,8,bad guy,Billie Eilish,"WHEN WE ALL FALL ASLEEP, WHERE DO WE GO?"
8,2019,26,2019.06.23,2019.06.29,9,니 소식,송하예,니 소식
9,2019,26,2019.06.23,2019.06.29,10,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA
10,2019,26,2019.06.23,2019.06.29,11,짐살라빔 (Zimzalabim),레드벨벳(Red Velvet),`The ReVe Festival` Day 1
11,2019,26,2019.06.23,2019.06.29,12,서울 밤 (Feat. 빈지노),어반 자카파 (Urban Zakapa),서울 밤
12,2019,26,2019.06.23,2019.06.29,13,A Whole New World,"Mena Massoud, Naomi Scott",Aladdin (Original Motion Picture Soundtrack)
13,2019,26,2019.06.23,2019.06.29,14,누구 없소 (NO ONE) (Feat. B.I of iKON),이하이,24℃
14,2019,26,2019.06.23,2019.06.29,15,주저하는 연인들을 위해,잔나비,전설
15,2019,26,2019.06.23,2019.06.29,16,사랑이 식었다고 말해도 돼,먼데이 키즈 (Monday Kiz),사랑이 식었다고 말해도 돼
16,2019,26,2019.06.23,2019.06.29,17,FANCY,TWICE,FANCY YOU
17,2019,26,2019.06.23,2019.06.29,18,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons)
18,2019,26,2019.06.23,2019.06.29,19,노래방에서,장범준,장범준 3집
19,2019,26,2019.06.23,2019.06.29,20,그때가 좋았어,케이시 (Kassy),그때가 좋았어
20,2019,26,2019.06.23,2019.06.29,21,Goodbye,박효신,Goodbye
21,2019,26,2019.06.23,2019.06.29,22,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운
22,2019,26,2019.06.23,2019.06.29,23,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3
23,2019,26,2019.06.23,2019.06.29,24,너를 만나,폴킴,너를 만나
24,2019,26,2019.06.23,2019.06.29,25,BIRTHDAY,전소미,BIRTHDAY
25,2019,26,2019.06.23,2019.06.29,26,포장마차,황인욱,포장마차
26,2019,26,2019.06.23,2019.06.29,27,대충 입고 나와,우디(Woody),대충 입고 나와
27,2019,26,2019.06.23,2019.06.29,28,사계 (하루살이),엠씨더맥스 (M.C The Max),Circular
28,2019,26,2019.06.23,2019.06.29,29,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album"
29,2019,26,2019.06.23,2019.06.29,30,Kill This Love,BLACKPINK,KILL THIS LOVE
30,2019,26,2019.06.23,2019.06.29,31,Paris In The Rain,Lauv,I met you when I was 18. (the playlist)
31,2019,26,2019.06.23,2019.06.29,32,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`
32,2019,26,2019.06.23,2019.06.29,33,"아퍼 (Feat. Kid Milli, Lil tachi, 김승민, NO:EL, C JAMM)",기리보이(Giriboy),100년제전문대학
33,2019,26,2019.06.23,2019.06.29,34,오늘도 빛나는 너에게 (To You My Light) (Feat.이라온),마크툽 (Maktub),Red Moon : To You My Light
34,2019,26,2019.06.23,2019.06.29,35,달라달라,ITZY (있지),IT`z Different
35,2019,26,2019.06.23,2019.06.29,36,AH YEAH (아예),위너(WINNER),WE
36,2019,26,2019.06.23,2019.06.29,37,벌써 12시,청하,벌써 12시
37,2019,26,2019.06.23,2019.06.29,38,넘쳐흘러,엠씨더맥스 (M.C The Max),Circular
38,2019,26,2019.06.23,2019.06.29,39,별 보러 갈래?,볼빨간사춘기,사춘기집Ⅰ 꽃기운
39,2019,26,2019.06.23,2019.06.29,40,Arabian Nights (2019),Will Smith,Aladdin (Original Motion Picture Soundtrack)
40,2019,26,2019.06.23,2019.06.29,41,당신과는 천천히,장범준,장범준 3집
41,2019,26,2019.06.23,2019.06.29,42,Way Back Home,숀 (SHAUN),Take
42,2019,26,2019.06.23,2019.06.29,43,오늘 밤에,홍진영,Lots of Love
43,2019,26,2019.06.23,2019.06.29,44,Prince Ali,Will Smith,Aladdin (Original Motion Picture Soundtrack)
44,2019,26,2019.06.23,2019.06.29,45,봄날,방탄소년단,YOU NEVER WALK ALONE
45,2019,26,2019.06.23,2019.06.29,46,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA
46,2019,26,2019.06.23,2019.06.29,47,교통정리 (Feat. 헤이즈),기리보이(Giriboy),교통정리
47,2019,26,2019.06.23,2019.06.29,48,돈 Call Me (Prod. BRLLNT),염따 (YumDDa),Dingo X 염따
48,2019,26,2019.06.23,2019.06.29,49,진심이 담긴 노래 (True Song),케이시 (Kassy),진심이 담긴 노래 (True Song)
49,2019,26,2019.06.23,2019.06.29,50,이 노래가 클럽에서 나온다면,우디(Woody),이 노래가 클럽에서 나온다면
50,2019,26,2019.06.23,2019.06.29,51,그건 아마 우리의 잘못은 아닐 거야,백예린,Our love is great
51,2019,26,2019.06.23,2019.06.29,52,비,폴킴,비
52,2019,26,2019.06.23,2019.06.29,53,비가 오잖아,"소유 (SOYOU), 오반 (OVAN)",비가 오잖아
53,2019,26,2019.06.23,2019.06.29,54,180도,벤 (Ben),180˚
54,2019,26,2019.06.23,2019.06.29,55,7 rings,Ariana Grande,7 rings
55,2019,26,2019.06.23,2019.06.29,56,신용재,하은,신용재
56,2019,26,2019.06.23,2019.06.29,57,멍청이(twit),화사(Hwa Sa),멍청이(twit)
57,2019,26,2019.06.23,2019.06.29,58,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL
58,2019,26,2019.06.23,2019.06.29,59,이별하러 가는 길,임한별,이별하러 가는 길
59,2019,26,2019.06.23,2019.06.29,60,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,봉춤을 추네
60,2019,26,2019.06.23,2019.06.29,61,IDOL,방탄소년단,LOVE YOURSELF 結 `Answer`
61,2019,26,2019.06.23,2019.06.29,62,Uh-Oh,(여자)아이들,Uh-Oh
62,2019,26,2019.06.23,2019.06.29,63,초록빛,폴킴,초록빛
63,2019,26,2019.06.23,2019.06.29,64,비올레타,IZ*ONE (아이즈원),HEART*IZ
64,2019,26,2019.06.23,2019.06.29,65,BAND,"창모, Hash Swan, ASH ISLAND, 김효은",BAND
65,2019,26,2019.06.23,2019.06.29,66,"thank u, next",Ariana Grande,"thank u, next"
66,2019,26,2019.06.23,2019.06.29,67,YES or YES,TWICE,YES or YES
67,2019,26,2019.06.23,2019.06.29,68,내 생에 아름다운,케이윌 (K.Will),뷰티 인사이드 OST Part.4
68,2019,26,2019.06.23,2019.06.29,69,comethru,Jeremy Zucker,"summer,"
69,2019,26,2019.06.23,2019.06.29,70,지나오다,닐로 (Nilo),About You
70,2019,26,2019.06.23,2019.06.29,71,다섯 번째 계절 (SSFWL),오마이걸 (OH MY GIRL),THE FIFTH SEASON
71,2019,26,2019.06.23,2019.06.29,72,고백,양다일,고백
72,2019,26,2019.06.23,2019.06.29,73,밤편지,아이유 (IU),밤편지
73,2019,26,2019.06.23,2019.06.29,74,Make It Right,방탄소년단,MAP OF THE SOUL : PERSONA
74,2019,26,2019.06.23,2019.06.29,75,신청곡 (Feat. SUGA of BTS),이소라,신청곡
75,2019,26,2019.06.23,2019.06.29,76,고고베베 (gogobebe),마마무 (Mamamoo),White Wind
76,2019,26,2019.06.23,2019.06.29,77,술이 달다 (Feat. 크러쉬),에픽하이 (EPIK HIGH),sleepless in __________
77,2019,26,2019.06.23,2019.06.29,78,Dance The Night Away,TWICE,Summer Nights
78,2019,26,2019.06.23,2019.06.29,79,Believer,Imagine Dragons,Evolve
79,2019,26,2019.06.23,2019.06.29,80,눈 (Prod. GIRIBOY),"강현준 (Lil tachi), 김호진 (HOTCHKISS)",고등래퍼3 팀대항전 Part 1
80,2019,26,2019.06.23,2019.06.29,81,삐삐,아이유 (IU),삐삐
81,2019,26,2019.06.23,2019.06.29,82,너는 어땠을까,노을,별
82,2019,26,2019.06.23,2019.06.29,83,너도 그냥 날 놓아주면 돼,윤건,너도 그냥 날 놓아주면 돼
83,2019,26,2019.06.23,2019.06.29,84,불나방 (I`M ON FIRE) (Feat. Blue.D),은지원,G1
84,2019,26,2019.06.23,2019.06.29,85,흔한 이별,허각,흔한 이별
85,2019,26,2019.06.23,2019.06.29,86,I Don`t Care,"Ed Sheeran, Justin Bieber",I Don`t Care
86,2019,26,2019.06.23,2019.06.29,87,띵 (Prod. By 기리보이),"Jvcki Wai, Young B, Osshun Gum, 한요한",Dingo X Indigo Music
87,2019,26,2019.06.23,2019.06.29,88,안녕하세요,김재환,Another
88,2019,26,2019.06.23,2019.06.29,89,Dionysus,방탄소년단,MAP OF THE SOUL : PERSONA
89,2019,26,2019.06.23,2019.06.29,90,Love Shot,EXO,LOVE SHOT - The 5th Album Repackage
90,2019,26,2019.06.23,2019.06.29,91,Chica,청하,Flourishing
91,2019,26,2019.06.23,2019.06.29,92,여행,볼빨간사춘기,Red Diary Page.2
92,2019,26,2019.06.23,2019.06.29,93,SOLO,제니 (JENNIE),SOLO
93,2019,26,2019.06.23,2019.06.29,94,봄 (Feat. 산다라박),박봄,Spring
94,2019,26,2019.06.23,2019.06.29,95,HOME,방탄소년단,MAP OF THE SOUL : PERSONA
95,2019,26,2019.06.23,2019.06.29,96,Friend Like Me,Will Smith,Aladdin (Original Motion Picture Soundtrack)
96,2019,26,2019.06.23,2019.06.29,97,열애중,벤 (Ben),RECIPE
97,2019,26,2019.06.23,2019.06.29,98,"Gloomy Star (Feat. 1ho, Chan)",공기남,Airman Morning Diaries #4
98,2019,26,2019.06.23,2019.06.29,99,오월의 어느 봄날 (Feat. 첸(CHEN)),임한별,오월의 어느 봄날
99,2019,26,2019.06.23,2019.06.29,100,Dream Glow (BTS WORLD OST Part.1),"방탄소년단, Charli XCX",Dream Glow (BTS WORLD OST Part.1)
100,2019,26,2019.06.23,2019.06.29,101,사랑에 연습이 있었다면 (답가),히키(Hickee),사랑에 연습이 있었다면 (답가)
101,2019,26,2019.06.23,2019.06.29,102,All Night (BTS WORLD OST Part.3),"방탄소년단, Juice WRLD",All Night (BTS WORLD OST Part.3)
102,2019,26,2019.06.23,2019.06.29,103,FRIENDS,"Marshmello, Anne-Marie",Speak Your Mind (Deluxe)
103,2019,26,2019.06.23,2019.06.29,104,Jamais Vu,방탄소년단,MAP OF THE SOUL : PERSONA
104,2019,26,2019.06.23,2019.06.29,105,Shape of You,Ed Sheeran,÷ (Deluxe)
105,2019,26,2019.06.23,2019.06.29,106,이 밤,양다일,skepticism
106,2019,26,2019.06.23,2019.06.29,107,아낙네,MINO (송민호),XX
107,2019,26,2019.06.23,2019.06.29,108,MILLIONS,위너(WINNER),MILLIONS
108,2019,26,2019.06.23,2019.06.29,109,하루도 그대를 사랑하지 않은 적이 없었다,임창정,하루도 그대를 사랑하지 않은 적이 없었다
109,2019,26,2019.06.23,2019.06.29,110,Attention,Charlie Puth,Voicenotes
110,2019,26,2019.06.23,2019.06.29,111,A Brand New Day (BTS WORLD OST Part.2),"방탄소년단, Zara Larsson",A Brand New Day (BTS WORLD OST Part.2)
111,2019,26,2019.06.23,2019.06.29,112,가을 타나 봐,바이브 (Vibe),가을 타나 봐
112,2019,26,2019.06.23,2019.06.29,113,Youth,Troye Sivan,Blue Neighbourhood (Deluxe)
113,2019,26,2019.06.23,2019.06.29,114,Tempo,EXO,DON`T MESS UP MY TEMPO - The 5th Album
114,2019,26,2019.06.23,2019.06.29,115,뚜두뚜두 (DDU-DU DDU-DU),BLACKPINK,SQUARE UP
115,2019,26,2019.06.23,2019.06.29,116,BREATHE,AB6IX (에이비식스),B:COMPLETE
116,2019,26,2019.06.23,2019.06.29,117,Good Day (Feat. 팔로알토) (Prod. 코드 쿤스트),"pH-1, Kid Milli, 루피 (Loopy)",쇼미더머니 777 Episode 1
117,2019,26,2019.06.23,2019.06.29,118,취하고 싶다 (Prod. By 전태익),황인욱,취하고 싶다
118,2019,26,2019.06.23,2019.06.29,119,미안해,양다일,inside
119,2019,26,2019.06.23,2019.06.29,120,If I Can`t Have You,Shawn Mendes,If I Can`t Have You
120,2019,26,2019.06.23,2019.06.29,121,Don`t Know What To Do,BLACKPINK,KILL THIS LOVE
121,2019,26,2019.06.23,2019.06.29,122,나의 사춘기에게,볼빨간사춘기,Red Diary Page.1
122,2019,26,2019.06.23,2019.06.29,123,She (Hidden Track No.V 1월 선정곡),잔나비,She (Hidden Track No.V 1월 선정곡)
123,2019,26,2019.06.23,2019.06.29,124,Roller Coaster,청하,Offset
