,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2019,18,2019.04.28,2019.05.04,1,작은 것들을 위한 시 (Boy With Luv) (Feat. Halsey),방탄소년단,MAP OF THE SOUL : PERSONA,,
1,2019,18,2019.04.28,2019.05.04,2,주저하는 연인들을 위해,잔나비,전설,,
2,2019,18,2019.04.28,2019.05.04,3,FANCY,TWICE,FANCY YOU,,
3,2019,18,2019.04.28,2019.05.04,4,"나만, 봄",볼빨간사춘기,사춘기집Ⅰ 꽃기운,,
4,2019,18,2019.04.28,2019.05.04,5,사계 (Four Seasons),태연 (TAEYEON),사계 (Four Seasons),,
5,2019,18,2019.04.28,2019.05.04,6,Kill This Love,BLACKPINK,KILL THIS LOVE,,
6,2019,18,2019.04.28,2019.05.04,7,노래방에서,장범준,장범준 3집,,
7,2019,18,2019.04.28,2019.05.04,8,그때가 좋았어,케이시 (Kassy),그때가 좋았어,,
8,2019,18,2019.04.28,2019.05.04,9,별 보러 갈래?,볼빨간사춘기,사춘기집Ⅰ 꽃기운,,
9,2019,18,2019.04.28,2019.05.04,10,당신과는 천천히,장범준,장범준 3집,,
10,2019,18,2019.04.28,2019.05.04,11,옥탑방,엔플라잉 (N.Flying),FLY HIGH PROJECT #2 `옥탑방`,,
11,2019,18,2019.04.28,2019.05.04,12,2002,Anne-Marie,Speak Your Mind (Deluxe),,
12,2019,18,2019.04.28,2019.05.04,13,달라달라,ITZY (있지),IT`z Different,,
13,2019,18,2019.04.28,2019.05.04,14,BET BET,뉴이스트 (NU`EST),The 6th Mini Album `Happily Ever After`,,
14,2019,18,2019.04.28,2019.05.04,15,사월이 지나면 우리 헤어져요 (Beautiful goodbye),첸 (CHEN),"사월, 그리고 꽃 - The 1st Mini Album",,
15,2019,18,2019.04.28,2019.05.04,16,소우주 (Mikrokosmos),방탄소년단,MAP OF THE SOUL : PERSONA,,
16,2019,18,2019.04.28,2019.05.04,17,뜨거운 여름밤은 가고 남은 건 볼품없지만,잔나비,MONKEY HOTEL,,
17,2019,18,2019.04.28,2019.05.04,18,사랑에 연습이 있었다면 (Prod. 2soo),임재현,사랑에 연습이 있었다면,,
18,2019,18,2019.04.28,2019.05.04,19,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
19,2019,18,2019.04.28,2019.05.04,20,사랑하긴 했었나요 스쳐가는 인연이었나요 짧지않은 우리 함께했던 시간들이 자꾸 내 마음을 가둬두네,잔나비,봉춤을 추네,,
