album,end_date,music,rank,singer,start_date,week_num,year
WINGS,2016.10.15,피 땀 눈물,1,방탄소년단,2016.10.09,42,2016
세 단어,2016.10.15,세 단어,2,젝스키스,2016.10.09,42,2016
구르미 그린 달빛 OST Part 11,2016.10.15,내 사람,3,박보검,2016.10.09,42,2016
Full Album RED PLANET,2016.10.15,우주를 줄게,4,볼빨간사춘기,2016.10.09,42,2016
50 X HALF,2016.10.15,내 옆에 그대인 걸,5,다비치,2016.10.09,42,2016
wonderlust,2016.10.15,어떻게 지내,6,크러쉬 (CRUSH),2016.10.09,42,2016
I am A Dreamer,2016.10.15,숨,7,박효신,2016.10.09,42,2016
I`M,2016.10.15,내가 저지른 사랑,8,임창정,2016.10.09,42,2016
이 소설의 끝을 다시 써보려 해,2016.10.15,이 소설의 끝을 다시 써보려 해,9,한동근,2016.10.09,42,2016
Russian Roulette - The 3rd Mini Album,2016.10.15,러시안 룰렛 (Russian Roulette),10,레드벨벳(Red Velvet),2016.10.09,42,2016
1 of 1 - The 5th Album,2016.10.15,1 of 1,11,샤이니 (SHINee),2016.10.09,42,2016
Full Album RED PLANET,2016.10.15,나만 안되는 연애,12,볼빨간사춘기,2016.10.09,42,2016
The 3rd Digital Single `그대라는 사치`,2016.10.15,그대라는 사치,13,한동근,2016.10.09,42,2016
50 X HALF,2016.10.15,받는 사랑이 주는 사랑에게,14,다비치,2016.10.09,42,2016
돌아오지마,2016.10.15,돌아오지마 (Feat. 용준형 of 비스트),15,헤이즈 (Heize),2016.10.09,42,2016
3.3,2016.10.15,길어야 5분,16,10cm,2016.10.09,42,2016
miss me?,2016.10.22,너무너무너무,1,아이오아이 (I.O.I),2016.10.16,43,2016
구르미 그린 달빛 OST Part 12,2016.10.15,그리워 그리워서 (이영Ver.),17,황치열,2016.10.09,42,2016
wonderlust,2016.10.22,어떻게 지내,2,크러쉬 (CRUSH),2016.10.16,43,2016
Red Pill Blues (Deluxe Edition),2016.10.15,Don`t Wanna Know (Feat. Kendrick Lamar),18,Maroon 5,2016.10.09,42,2016
50 X HALF,2016.10.22,내 옆에 그대인 걸,3,다비치,2016.10.16,43,2016
구르미 그린 달빛 OST Part.3,2016.10.15,구르미 그린 달빛,19,거미,2016.10.09,42,2016
WINGS,2016.10.22,피 땀 눈물,4,방탄소년단,2016.10.16,43,2016
Dancing King,2016.10.15,Dancing King,20,"유재석, EXO",2016.10.09,42,2016
Full Album RED PLANET,2016.10.22,우주를 줄게,5,볼빨간사춘기,2016.10.16,43,2016
50 X HALF,2016.10.15,받는 사랑이 주는 사랑에게,21,다비치,2016.10.09,42,2016
세 단어,2016.10.22,세 단어,6,젝스키스,2016.10.16,43,2016
목요일 밤,2016.10.15,목요일 밤 (Feat. 빈지노),22,어반 자카파 (Urban Zakapa),2016.10.09,42,2016
I`M,2016.10.22,내가 저지른 사랑,7,임창정,2016.10.16,43,2016
Pink Revolution,2016.10.15,내가 설렐 수 있게,23,에이핑크 (Apink),2016.10.09,42,2016
I am A Dreamer,2016.10.22,숨,8,박효신,2016.10.16,43,2016
스틸,2016.10.15,널 사랑하지 않아,24,어반 자카파 (Urban Zakapa),2016.10.09,42,2016
이 소설의 끝을 다시 써보려 해,2016.10.22,이 소설의 끝을 다시 써보려 해,9,한동근,2016.10.16,43,2016
The First Album `From The Heart`,2016.10.15,꺼내본다,25,김나영,2016.10.09,42,2016
miss me?,2016.10.22,잠깐만,10,아이오아이 (I.O.I),2016.10.16,43,2016
구르미 그린 달빛 OST Part.5,2016.10.15,"다정하게, 안녕히",26,성시경,2016.10.09,42,2016
Russian Roulette - The 3rd Mini Album,2016.10.22,러시안 룰렛 (Russian Roulette),11,레드벨벳(Red Velvet),2016.10.16,43,2016
SQUARE ONE,2016.10.15,휘파람,27,BLACKPINK,2016.10.09,42,2016
The 3rd Digital Single `그대라는 사치`,2016.10.22,그대라는 사치,12,한동근,2016.10.16,43,2016
TWICEcoaster : LANE 1,2016.10.29,TT,1,TWICE,2016.10.23,44,2016
50 X HALF,2016.10.15,받는 사랑이 주는 사랑에게,28,다비치,2016.10.09,42,2016
Full Album RED PLANET,2016.10.22,나만 안되는 연애,13,볼빨간사춘기,2016.10.16,43,2016
miss me?,2016.10.29,너무너무너무,2,아이오아이 (I.O.I),2016.10.23,44,2016
슈퍼스타K 2016 #5,2016.10.15,사랑 그렇게 보내네,29,"김영근 (슈퍼스타K 2016), 이지은 (슈퍼스타K 2016)",2016.10.09,42,2016
Russian Roulette - The 3rd Mini Album,2016.10.22,러시안 룰렛 (Russian Roulette),14,레드벨벳(Red Velvet),2016.10.16,43,2016
세 단어,2016.10.29,세 단어,3,젝스키스,2016.10.23,44,2016
miss me?,2016.10.15,잠깐만,30,아이오아이 (I.O.I),2016.10.09,42,2016
EMPATHY,2016.10.22,빌려줄게,15,신용재,2016.10.16,43,2016
Full Album RED PLANET,2016.10.29,우주를 줄게,4,볼빨간사춘기,2016.10.23,44,2016
네 생각,2016.10.15,네 생각,31,존 박,2016.10.09,42,2016
WELCOME 2 BASTARZ (Single),2016.10.22,이기적인 걸,16,블락비 바스타즈,2016.10.16,43,2016
50 X HALF,2016.10.29,내 옆에 그대인 걸,5,다비치,2016.10.23,44,2016
PAGE TWO,2016.10.15,CHEER UP,32,TWICE,2016.10.09,42,2016
구르미 그린 달빛 OST Part.3,2016.10.22,구르미 그린 달빛,17,거미,2016.10.16,43,2016
wonderlust,2016.10.29,어떻게 지내,6,크러쉬 (CRUSH),2016.10.23,44,2016
puzzle,2016.10.15,puzzle,33,"씨잼 (C Jamm), 비와이(BewhY)",2016.10.09,42,2016
목요일 밤,2016.10.22,목요일 밤 (Feat. 빈지노),18,어반 자카파 (Urban Zakapa),2016.10.16,43,2016
I`M,2016.10.29,내가 저지른 사랑,7,임창정,2016.10.23,44,2016
Pathos Tour Live Album,2016.10.15,그대 그대 그대,34,엠씨더맥스 (M.C The Max),2016.10.09,42,2016
Dancing King,2016.10.22,Dancing King,19,"유재석, EXO",2016.10.16,43,2016
I am A Dreamer,2016.10.29,숨,8,박효신,2016.10.23,44,2016
TWICEcoaster : LANE 1,2016.10.15,1 TO 10,35,TWICE,2016.10.09,42,2016
Love Like This,2016.10.22,Love Like This (Feat. Dok2),20,효린,2016.10.16,43,2016
WINGS,2016.10.29,피 땀 눈물,9,방탄소년단,2016.10.23,44,2016
TWICEcoaster : LANE 1,2016.11.05,TT,1,TWICE,2016.10.30,45,2016
If You,2016.10.15,If You,36,에일리 (Ailee),2016.10.09,42,2016
넌 살아있다,2016.10.22,넌 살아있다,21,버즈 (Buzz),2016.10.16,43,2016
SQUARE TWO,2016.10.29,STAY,10,BLACKPINK,2016.10.23,44,2016
11:11,2016.11.05,11:11,2,태연 (TAEYEON),2016.10.30,45,2016
Love Like This,2016.10.15,Love Like This (Feat. Dok2),37,효린,2016.10.09,42,2016
Hey Mama! - The 1st Mini Album,2016.10.22,The One,22,EXO-CBX (첸백시),2016.10.16,43,2016
남아있어,2016.10.29,남아있어 (Feat. Crush),11,로꼬 (LOCO),2016.10.23,44,2016
SQUARE TWO,2016.11.05,불장난,3,BLACKPINK,2016.10.30,45,2016
PAGE TWO,2016.10.15,CHEER UP,38,TWICE,2016.10.09,42,2016
Full Album RED PLANET,2016.10.22,나만 안되는 연애,23,볼빨간사춘기,2016.10.16,43,2016
I am A Dreamer,2016.10.29,숨,12,박효신,2016.10.23,44,2016
Hey Mama! - The 1st Mini Album,2016.11.05,Hey Mama!,4,EXO-CBX (첸백시),2016.10.30,45,2016
구르미 그린 달빛 OST Part.5,2016.10.15,"다정하게, 안녕히",39,성시경,2016.10.09,42,2016
돌아오지마,2016.10.22,돌아오지마 (Feat. 용준형 of 비스트),24,헤이즈 (Heize),2016.10.16,43,2016
I`M,2016.10.29,내가 저지른 사랑,13,임창정,2016.10.23,44,2016
U.F.O,2016.11.05,널 너무 사랑해서 (Feat. 정은지 of 에이핑크),5,MC몽,2016.10.30,45,2016
Red Pill Blues (Deluxe Edition),2016.10.15,Don`t Wanna Know (Feat. Kendrick Lamar),40,Maroon 5,2016.10.09,42,2016
Hey Mama! - The 1st Mini Album,2016.10.22,Cherish,25,EXO-CBX (첸백시),2016.10.16,43,2016
이 소설의 끝을 다시 써보려 해,2016.10.29,이 소설의 끝을 다시 써보려 해,14,한동근,2016.10.23,44,2016
miss me?,2016.11.05,너무너무너무,6,아이오아이 (I.O.I),2016.10.30,45,2016
Pink Revolution,2016.10.15,내가 설렐 수 있게,41,에이핑크 (Apink),2016.10.09,42,2016
Russian Roulette - The 3rd Mini Album,2016.10.22,러시안 룰렛 (Russian Roulette),26,레드벨벳(Red Velvet),2016.10.16,43,2016
wonderlust,2016.10.29,어떻게 지내,15,크러쉬 (CRUSH),2016.10.23,44,2016
Full Album RED PLANET,2016.11.05,우주를 줄게,7,볼빨간사춘기,2016.10.30,45,2016
구르미 그린 달빛 OST Part 11,2016.10.15,내 사람,42,박보검,2016.10.09,42,2016
Hey Mama! - The 1st Mini Album,2016.10.22,Juliet,27,EXO-CBX (첸백시),2016.10.16,43,2016
U.F.O,2016.10.29,블랙홀 (Feat. 에일리),16,MC몽,2016.10.23,44,2016
Kratos,2016.11.05,The Closer,8,빅스 (VIXX),2016.10.30,45,2016
One Step,2016.10.15,One Step (Feat. 박재범),43,효린,2016.10.09,42,2016
Hey Mama! - The 1st Mini Album,2016.10.22,Rhythm After Summer,28,EXO-CBX (첸백시),2016.10.16,43,2016
이별을 배웠어 (Always In My Heart),2016.10.29,이별을 배웠어 (Always In My Heart),17,"임슬옹, 조이",2016.10.23,44,2016
50 X HALF,2016.11.05,내 옆에 그대인 걸,9,다비치,2016.10.30,45,2016
TWICEcoaster : LANE 1,2016.11.12,TT,1,TWICE,2016.11.06,46,2016
130 mood TRBL,2016.10.15,D (half moon) (Feat. 개코),44,DEAN,2016.10.09,42,2016
SQUARE TWO,2016.10.22,STAY,29,BLACKPINK,2016.10.16,43,2016
"너를 기다린다(Waiting, Still) - The 3rd Mini Album",2016.10.29,블라블라(Prod.by 윤종신)(Blah Blah),18,규현 (KYUHYUN),2016.10.23,44,2016
이별을 배웠어 (Always In My Heart),2016.11.05,이별을 배웠어 (Always In My Heart),10,"임슬옹, 조이",2016.10.30,45,2016
MEMORY,2016.11.12,Decalcomanie (데칼코마니),2,마마무 (Mamamoo),2016.11.06,46,2016
Pink Revolution,2016.10.15,내가 설렐 수 있게,45,에이핑크 (Apink),2016.10.09,42,2016
EMPATHY,2016.10.22,빌려줄게,30,신용재,2016.10.16,43,2016
Full Album RED PLANET,2016.10.29,나만 안되는 연애,19,볼빨간사춘기,2016.10.23,44,2016
50 X HALF,2016.11.05,내 옆에 그대인 걸,11,다비치,2016.10.30,45,2016
11:11,2016.11.12,11:11,3,태연 (TAEYEON),2016.11.06,46,2016
쇼미더머니 5 Episode 4,2016.10.15,Day Day (Feat. 박재범) (Prod. by GRAY),46,비와이(BewhY),2016.10.09,42,2016
구르미 그린 달빛 OST Part.3,2016.10.22,구르미 그린 달빛,31,거미,2016.10.16,43,2016
돌아오지마,2016.10.29,돌아오지마 (Feat. 용준형 of 비스트),20,헤이즈 (Heize),2016.10.23,44,2016
이 소설의 끝을 다시 써보려 해,2016.11.05,이 소설의 끝을 다시 써보려 해,12,한동근,2016.10.30,45,2016
SQUARE TWO,2016.11.12,불장난,4,BLACKPINK,2016.11.06,46,2016
Kratos,2016.10.15,The Closer,47,빅스 (VIXX),2016.10.09,42,2016
SQUARE ONE,2016.10.22,휘파람,32,BLACKPINK,2016.10.16,43,2016
wonderlust,2016.10.29,어떻게 지내,21,크러쉬 (CRUSH),2016.10.23,44,2016
I`M,2016.11.05,내가 저지른 사랑,13,임창정,2016.10.30,45,2016
NEW MEN,2016.11.12,기도 (I`ll Be Your Man),5,비투비 (BTOB),2016.11.06,46,2016
달의 연인 - 보보경심 려 OST Part 1,2016.10.15,너를 위해,48,"첸, 백현, 시우민 (EXO)",2016.10.09,42,2016
Dancing King,2016.10.22,Dancing King,33,"유재석, EXO",2016.10.16,43,2016
WINGS,2016.10.29,피 땀 눈물,22,방탄소년단,2016.10.23,44,2016
Hey Mama! - The 1st Mini Album,2016.11.05,Hey Mama!,14,EXO-CBX (첸백시),2016.10.30,45,2016
남아있어,2016.11.12,남아있어 (Feat. Crush),6,로꼬 (LOCO),2016.11.06,46,2016
Full Album RED PLANET,2016.10.15,You(=I),49,볼빨간사춘기,2016.10.09,42,2016
세 단어,2016.10.22,세 단어,34,젝스키스,2016.10.16,43,2016
Russian Roulette - The 3rd Mini Album,2016.10.29,러시안 룰렛 (Russian Roulette),23,레드벨벳(Red Velvet),2016.10.23,44,2016
EVERYTHING YOU WANTED,2016.11.05,"All I Wanna Do (K) (Feat. Hoody, Loco)",15,박재범,2016.10.30,45,2016
miss me?,2016.11.12,너무너무너무,7,아이오아이 (I.O.I),2016.11.06,46,2016
구르미 그린 달빛 OST Part 11,2016.10.15,내 사람,50,박보검,2016.10.09,42,2016
또 오해영 OST Part 5,2016.10.22,너였다면,35,정승환,2016.10.16,43,2016
"너를 기다린다(Waiting, Still) - The 3rd Mini Album",2016.10.29,여전히 아늑해(Prod.by 성시경)(Still),24,규현 (KYUHYUN),2016.10.23,44,2016
I am A Dreamer,2016.11.05,숨,16,박효신,2016.10.30,45,2016
Full Album RED PLANET,2016.11.12,우주를 줄게,8,볼빨간사춘기,2016.11.06,46,2016
NEW MEN,2016.10.15,취해,51,비투비 (BTOB),2016.10.09,42,2016
PAGE TWO,2016.10.22,CHEER UP,36,TWICE,2016.10.16,43,2016
그녀풍의 9집,2016.10.29,사랑이 아니라 말하지 말아요,25,이소라,2016.10.23,44,2016
The 3rd Digital Single `그대라는 사치`,2016.11.05,그대라는 사치,17,한동근,2016.10.30,45,2016
U.F.O,2016.11.12,널 너무 사랑해서 (Feat. 정은지 of 에이핑크),9,MC몽,2016.11.06,46,2016
TWICEcoaster : LANE 1,2016.11.19,TT,1,TWICE,2016.11.13,47,2016
너 없이 행복할 수 있을까,2016.10.15,너 없이 행복할 수 있을까,52,박시환,2016.10.09,42,2016
SQUARE TWO,2016.10.22,STAY,37,BLACKPINK,2016.10.16,43,2016
Repeat & Slur,2016.10.29,외로운 놈,26,바이브 (Vibe),2016.10.23,44,2016
Full Album RED PLANET,2016.11.05,나만 안되는 연애,18,볼빨간사춘기,2016.10.30,45,2016
남아있어,2016.11.12,남아있어 (Feat. Crush),10,로꼬 (LOCO),2016.11.06,46,2016
가끔,2016.11.19,"가끔 (Feat. Crush, 기리보이)",2,긱스 (Geeks),2016.11.13,47,2016
Pink Revolution,2016.10.15,내가 설렐 수 있게,53,에이핑크 (Apink),2016.10.09,42,2016
Half Album RED ICKLE,2016.10.22,심술,38,볼빨간사춘기,2016.10.16,43,2016
스틸,2016.10.29,널 사랑하지 않아,27,어반 자카파 (Urban Zakapa),2016.10.23,44,2016
돌아오지마,2016.11.05,돌아오지마 (Feat. 용준형 of 비스트),19,헤이즈 (Heize),2016.10.30,45,2016
U.F.O,2016.11.12,널 너무 사랑해서 (Feat. 정은지 of 에이핑크),11,MC몽,2016.11.06,46,2016
SQUARE TWO,2016.11.19,불장난,3,BLACKPINK,2016.11.13,47,2016
달의 연인 - 보보경심 려 OST Part 1,2016.10.15,너를 위해,54,"첸, 백현, 시우민 (EXO)",2016.10.09,42,2016
Dancing King,2016.10.22,Dancing King,39,"유재석, EXO",2016.10.16,43,2016
푸른 바다의 전설 OST Part 1,2016.10.29,Love Story,28,린 (LYn),2016.10.23,44,2016
I am A Dreamer,2016.11.05,숨,20,박효신,2016.10.30,45,2016
이 소설의 끝을 다시 써보려 해,2016.11.12,이 소설의 끝을 다시 써보려 해,12,한동근,2016.11.06,46,2016
1 and 1 - The 5th Album Repackage,2016.11.19,Tell Me What To Do,4,샤이니 (SHINee),2016.11.13,47,2016
VOICE,2016.10.15,VOICE,55,스탠딩 에그(Standing Egg),2016.10.09,42,2016
If You,2016.10.22,If You,40,에일리 (Ailee),2016.10.16,43,2016
NEW MEN,2016.10.29,기도 (I`ll Be Your Man),29,비투비 (BTOB),2016.10.23,44,2016
wonderlust,2016.11.05,어떻게 지내,21,크러쉬 (CRUSH),2016.10.30,45,2016
I`M,2016.11.12,내가 저지른 사랑,13,임창정,2016.11.06,46,2016
11:11,2016.11.19,11:11,5,태연 (TAEYEON),2016.11.13,47,2016
The 1st Album `LOL`,2016.10.15,너 그리고 나 (NAVILLERA),56,여자친구 (GFRIEND),2016.10.09,42,2016
And July,2016.10.22,"And July (Feat. DEAN, DJ Friz)",41,헤이즈 (Heize),2016.10.16,43,2016
목요일 밤,2016.10.29,목요일 밤 (Feat. 빈지노),30,어반 자카파 (Urban Zakapa),2016.10.23,44,2016
Russian Roulette - The 3rd Mini Album,2016.11.05,러시안 룰렛 (Russian Roulette),22,레드벨벳(Red Velvet),2016.10.30,45,2016
The 3rd Digital Single `그대라는 사치`,2016.11.12,그대라는 사치,14,한동근,2016.11.06,46,2016
MEMORY,2016.11.19,Decalcomanie (데칼코마니),6,마마무 (Mamamoo),2016.11.13,47,2016
pathos,2016.10.15,어디에도,57,엠씨더맥스 (M.C The Max),2016.10.09,42,2016
puzzle,2016.10.22,puzzle,42,"씨잼 (C Jamm), 비와이(BewhY)",2016.10.16,43,2016
SQUARE ONE,2016.10.29,휘파람,31,BLACKPINK,2016.10.23,44,2016
WINGS,2016.11.05,피 땀 눈물,23,방탄소년단,2016.10.30,45,2016
이별을 배웠어 (Always In My Heart),2016.11.12,이별을 배웠어 (Always In My Heart),15,"임슬옹, 조이",2016.11.06,46,2016
Full Album RED PLANET,2016.11.19,우주를 줄게,7,볼빨간사춘기,2016.11.13,47,2016
또 다시 사랑,2016.10.15,또 다시 사랑,58,임창정,2016.10.09,42,2016
쇼미더머니 5 Episode 4,2016.10.22,Day Day (Feat. 박재범) (Prod. by GRAY),43,비와이(BewhY),2016.10.16,43,2016
"너를 기다린다(Waiting, Still) - The 3rd Mini Album",2016.10.29,여전히 아늑해(Prod.by 성시경)(Still),32,규현 (KYUHYUN),2016.10.23,44,2016
Hey Mama! - The 1st Mini Album,2016.11.05,Hey Mama!,24,EXO-CBX (첸백시),2016.10.30,45,2016
50 X HALF,2016.11.12,내 옆에 그대인 걸,16,다비치,2016.11.06,46,2016
이번 주 아내가 바람을 핍니다 OST Part.3,2016.11.19,그런 밤,8,어반 자카파 (Urban Zakapa),2016.11.13,47,2016
나비잠 (Sweet Dream),2016.11.26,나비잠 (Sweet Dream),1,"희철, 민경훈",2016.11.20,48,2016
"너를 기다린다(Waiting, Still) - The 3rd Mini Album",2016.10.15,여전히 아늑해(Prod.by 성시경)(Still),59,규현 (KYUHYUN),2016.10.09,42,2016
And July,2016.10.22,"And July (Feat. DEAN, DJ Friz)",44,헤이즈 (Heize),2016.10.16,43,2016
힙알못 프로젝트,2016.10.29,힙합이 뭔데?,33,"홍대광, 키썸 (Kisum)",2016.10.23,44,2016
이별을 배웠어 (Always In My Heart),2016.11.05,이별을 배웠어 (Always In My Heart),25,"임슬옹, 조이",2016.10.30,45,2016
I`M,2016.11.12,내가 저지른 사랑,17,임창정,2016.11.06,46,2016
miss me?,2016.11.19,너무너무너무,9,아이오아이 (I.O.I),2016.11.13,47,2016
Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정,2016.11.26,꽃길 (Prod. By ZICO),2,세정,2016.11.20,48,2016
pathos,2016.10.15,어디에도,60,엠씨더맥스 (M.C The Max),2016.10.09,42,2016
If You,2016.10.22,If You,45,에일리 (Ailee),2016.10.16,43,2016
목요일 밤,2016.10.29,목요일 밤 (Feat. 빈지노),34,어반 자카파 (Urban Zakapa),2016.10.23,44,2016
I am A Dreamer,2016.11.05,숨,26,박효신,2016.10.30,45,2016
Full Album RED PLANET,2016.11.12,나만 안되는 연애,18,볼빨간사춘기,2016.11.06,46,2016
푸른 바다의 전설 OST Part 2,2016.11.19,그대라는 세상,10,윤미래 (T),2016.11.13,47,2016
TWICEcoaster : LANE 1,2016.11.26,TT,3,TWICE,2016.11.20,48,2016
The 1st Album `LOL`,2016.10.15,너 그리고 나 (NAVILLERA),61,여자친구 (GFRIEND),2016.10.09,42,2016
1/24,2016.10.22,노력,46,박원,2016.10.16,43,2016
1 and 1 - The 5th Album Repackage,2016.10.29,Tell Me What To Do,35,샤이니 (SHINee),2016.10.23,44,2016
WINGS,2016.11.05,피 땀 눈물,27,방탄소년단,2016.10.30,45,2016
U.F.O,2016.11.12,널 너무 사랑해서 (Feat. 정은지 of 에이핑크),19,MC몽,2016.11.06,46,2016
EVERYTHING YOU WANTED,2016.11.19,"All I Wanna Do (K) (Feat. Hoody, Loco)",11,박재범,2016.11.13,47,2016
나쁜X (BAD YEAR),2016.11.26,나쁜X (BAD YEAR),4,산이 (San E),2016.11.20,48,2016
쇼미더머니 5 Episode 3,2016.10.15,Forever (Prod. by GRAY),62,비와이(BewhY),2016.10.09,42,2016
puzzle,2016.10.22,puzzle,47,"씨잼 (C Jamm), 비와이(BewhY)",2016.10.16,43,2016
NEW MEN,2016.10.29,기도 (I`ll Be Your Man),36,비투비 (BTOB),2016.10.23,44,2016
Russian Roulette - The 3rd Mini Album,2016.11.05,러시안 룰렛 (Russian Roulette),28,레드벨벳(Red Velvet),2016.10.30,45,2016
돌아오지마,2016.11.12,돌아오지마 (Feat. 용준형 of 비스트),20,헤이즈 (Heize),2016.11.06,46,2016
가끔,2016.11.19,"가끔 (Feat. Crush, 기리보이)",12,긱스 (Geeks),2016.11.13,47,2016
MEMORY,2016.11.26,Decalcomanie (데칼코마니),5,마마무 (Mamamoo),2016.11.20,48,2016
달의 연인 - 보보경심 려 OST Part 1,2016.10.15,너를 위해,63,"첸, 백현, 시우민 (EXO)",2016.10.09,42,2016
SQUARE TWO,2016.10.22,STAY,48,BLACKPINK,2016.10.16,43,2016
EMPATHY,2016.10.29,빌려줄게,37,신용재,2016.10.23,44,2016
wonderlust,2016.11.05,어떻게 지내,29,크러쉬 (CRUSH),2016.10.30,45,2016
푸른 바다의 전설 OST Part 1,2016.11.12,Love Story,21,린 (LYn),2016.11.06,46,2016
이 소설의 끝을 다시 써보려 해,2016.11.19,이 소설의 끝을 다시 써보려 해,13,한동근,2016.11.13,47,2016
SQUARE TWO,2016.11.26,불장난,6,BLACKPINK,2016.11.20,48,2016
저 별,2016.12.10,저 별,1,헤이즈 (Heize),2016.12.04,50,2016
Full Album RED PLANET,2016.10.15,You(=I),64,볼빨간사춘기,2016.10.09,42,2016
SQUARE ONE,2016.10.22,휘파람,49,BLACKPINK,2016.10.16,43,2016
Real,2016.10.29,미리 메리 크리스마스 (Feat. 천둥),38,아이유 (IU),2016.10.23,44,2016
스틸,2016.11.05,널 사랑하지 않아,30,어반 자카파 (Urban Zakapa),2016.10.30,45,2016
Love you on Christmas,2016.11.12,Love you on Christmas,22,백예린,2016.11.06,46,2016
11:11,2016.11.19,11:11,14,태연 (TAEYEON),2016.11.13,47,2016
TWICEcoaster : LANE 1,2016.11.26,TT,7,TWICE,2016.11.20,48,2016
2016 Re-ALBUM,2016.12.10,커플 (2016),2,젝스키스,2016.12.04,50,2016
pathos,2016.10.15,어디에도,65,엠씨더맥스 (M.C The Max),2016.10.09,42,2016
130 mood TRBL,2016.10.22,D (half moon) (Feat. 개코),50,DEAN,2016.10.16,43,2016
푸른 바다의 전설 OST Part 1,2016.10.29,Love Story,39,린 (LYn),2016.10.23,44,2016
I am A Dreamer,2016.11.05,숨,31,박효신,2016.10.30,45,2016
GOOD TIMING,2016.11.12,거짓말이야,23,비원에이포 (B1A4),2016.11.06,46,2016
EVERYTHING YOU WANTED,2016.11.19,"All I Wanna Do (K) (Feat. Hoody, Loco)",15,박재범,2016.11.13,47,2016
나비잠 (Sweet Dream),2016.11.26,나비잠 (Sweet Dream),8,"희철, 민경훈",2016.11.20,48,2016
도깨비 OST Part 1,2016.12.10,Stay With Me,3,"찬열 (CHANYEOL), 펀치 (Punch)",2016.12.04,50,2016
목소리,2016.12.03,이 바보야,1,정승환,2016.11.27,49,2016
네 생각,2016.10.15,네 생각,66,존 박,2016.10.09,42,2016
EMPATHY,2016.10.22,빌려줄게,51,신용재,2016.10.16,43,2016
목소리,2016.10.29,목소리,40,정승환,2016.10.23,44,2016
푸른 바다의 전설 OST Part 1,2016.11.05,Love Story,32,린 (LYn),2016.10.30,45,2016
돌아오지마,2016.11.12,돌아오지마 (Feat. 용준형 of 비스트),24,헤이즈 (Heize),2016.11.06,46,2016
푸른 바다의 전설 OST Part 2,2016.11.19,그대라는 세상,16,윤미래 (T),2016.11.13,47,2016
SQUARE TWO,2016.11.26,불장난,9,BLACKPINK,2016.11.20,48,2016
2016 Re-ALBUM,2016.12.10,커플 (2016),4,젝스키스,2016.12.04,50,2016
BERMUDA TRIANGLE,2016.12.03,"BERMUDA TRIANGLE (Feat. Crush, DEAN)",2,지코 (ZICO),2016.11.27,49,2016
Hey Mama! - The 1st Mini Album,2016.10.15,Hey Mama!,67,EXO-CBX (첸백시),2016.10.09,42,2016
구르미 그린 달빛 OST Part.3,2016.10.22,구르미 그린 달빛,52,거미,2016.10.16,43,2016
wonderlust,2016.10.29,어떻게 지내,41,크러쉬 (CRUSH),2016.10.23,44,2016
이별을 배웠어 (Always In My Heart),2016.11.05,이별을 배웠어 (Always In My Heart),33,"임슬옹, 조이",2016.10.30,45,2016
I`M,2016.11.12,내가 저지른 사랑,25,임창정,2016.11.06,46,2016
EVERYTHING YOU WANTED,2016.11.19,"All I Wanna Do (K) (Feat. Hoody, Loco)",17,박재범,2016.11.13,47,2016
거짓말,2016.11.26,거짓말 (Feat. 이해리 of 다비치),10,매드 클라운 (Mad Clown),2016.11.20,48,2016
나비잠 (Sweet Dream),2016.12.10,나비잠 (Sweet Dream),5,"희철, 민경훈",2016.12.04,50,2016
MEMORY,2016.12.03,Decalcomanie (데칼코마니),3,마마무 (Mamamoo),2016.11.27,49,2016
힙알못 프로젝트,2016.10.15,힙합이 뭔데?,68,"홍대광, 키썸 (Kisum)",2016.10.09,42,2016
Half Album RED ICKLE,2016.10.22,심술,53,볼빨간사춘기,2016.10.16,43,2016
UNCHANGING PART 1,2016.10.29,오렌지,42,신화,2016.10.23,44,2016
WINGS,2016.11.05,피 땀 눈물,34,방탄소년단,2016.10.30,45,2016
가끔,2016.11.12,"가끔 (Feat. Crush, 기리보이)",26,긱스 (Geeks),2016.11.06,46,2016
술 한잔해요 오늘,2016.11.19,술 한잔해요 오늘,18,지아 (Zia),2016.11.13,47,2016
나쁜X (BAD YEAR),2016.11.26,나쁜X (BAD YEAR),11,산이 (San E),2016.11.20,48,2016
Jelly box 꽃길 (Prod. By 지코(ZICO)) 세정,2016.12.10,꽃길 (Prod. By ZICO),6,세정,2016.12.04,50,2016
2016 Re-ALBUM,2016.12.03,커플 (2016),4,젝스키스,2016.11.27,49,2016
SQUARE TWO,2016.10.15,STAY,69,BLACKPINK,2016.10.09,42,2016
And July,2016.10.22,"And July (Feat. DEAN, DJ Friz)",54,헤이즈 (Heize),2016.10.16,43,2016
SQUARE ONE,2016.10.29,휘파람,43,BLACKPINK,2016.10.23,44,2016
이번 주 아내가 바람을 핍니다 OST Part.3,2016.11.05,그런 밤,35,어반 자카파 (Urban Zakapa),2016.10.30,45,2016
남아있어,2016.11.12,남아있어 (Feat. Crush),27,로꼬 (LOCO),2016.11.06,46,2016
miss me?,2016.11.19,너무너무너무,19,아이오아이 (I.O.I),2016.11.13,47,2016
그냥 한번,2016.11.26,그냥 한번 (Feat. JB Of GOT7),12,백아연,2016.11.20,48,2016
TWICEcoaster : LANE 1,2016.12.10,TT,7,TWICE,2016.12.04,50,2016
