album,end_date,music,rank,singer,start_date,week_num,year
Loving U,2023.04.15,Loving U (러빙유),1,씨스타 (Sistar),2023.04.09,28,2012
신사의 품격 OST Part 3,2023.03.04,가슴이 시린 게,7,이현 (에이트),2023.02.26,29,2012
I Love You,2023.04.08,I Love You,2,2NE1 (투애니 원),2023.04.02,28,2012
버스커 버스커 1집 마무리,2023.02.25,그댈 마주하는건 힘들어 (그마힘),8,버스커 버스커 (Busker Busker),2023.02.19,29,2012
Day By Day,2023.04.01,Day By Day,3,티아라 (T-ara),2023.03.26,28,2012
방구석 날라리,2023.02.18,방구석 날라리,9,처진 달팽이,2023.02.12,29,2012
버스커 버스커 1집 마무리,2023.03.25,정말로 사랑한다면,4,버스커 버스커 (Busker Busker),2023.03.19,28,2012
버스커 버스커 1집 마무리,2023.04.15,정말로 사랑한다면,1,버스커 버스커 (Busker Busker),2023.04.09,27,2012
신사의 품격 OST Part 3,2023.03.18,가슴이 시린 게,5,이현 (에이트),2023.03.12,28,2012
한사람 (빅 OST),2023.04.08,한사람,2,허각,2023.04.02,27,2012
10년동안의오독I,2023.03.11,충분히 예뻐,6,버벌진트 (Verbal Jint),2023.03.05,28,2012
버스커 버스커 1집 마무리,2023.04.01,그댈 마주하는건 힘들어 (그마힘),3,버스커 버스커 (Busker Busker),2023.03.26,27,2012
버스커 버스커 1집 마무리,2023.03.04,소나기 (주르르루),7,버스커 버스커 (Busker Busker),2023.02.26,28,2012
Loving U,2023.03.25,Loving U (러빙유),4,씨스타 (Sistar),2023.03.19,27,2012
`Electric Shock` The 2nd Mini Album,2023.02.25,Electric Shock,8,f(x),2023.02.19,28,2012
신사의 품격 OST Part 3,2023.03.18,가슴이 시린 게,5,이현 (에이트),2023.03.12,27,2012
Wonder Party,2023.02.18,Like this,9,원더걸스 (Wonder Girls),2023.02.12,28,2012
10년동안의오독I,2023.03.11,충분히 예뻐,6,버벌진트 (Verbal Jint),2023.03.05,27,2012
버스커 버스커 1집 마무리,2023.04.15,정말로 사랑한다면,1,버스커 버스커 (Busker Busker),2023.04.09,26,2012
BigBang Special Edition `Still Alive`,2023.03.04,Monster,7,BIGBANG (빅뱅),2023.02.26,27,2012
`Electric Shock` The 2nd Mini Album,2023.04.08,Electric Shock,2,f(x),2023.04.02,26,2012
버스커 버스커 1집 마무리,2023.02.25,네온사인,8,버스커 버스커 (Busker Busker),2023.02.19,27,2012
버스커 버스커 1집 마무리,2023.04.01,그댈 마주하는건 힘들어 (그마힘),3,버스커 버스커 (Busker Busker),2023.03.26,26,2012
껭스타랩 볼륨1,2023.02.18,안좋을때 들으면 더 안좋은 노래,9,형돈이와 대준이,2023.02.12,27,2012
신사의 품격 OST Part 3,2023.03.25,가슴이 시린 게,4,이현 (에이트),2023.03.19,26,2012
`Electric Shock` The 2nd Mini Album,2023.04.15,Electric Shock,1,f(x),2023.04.09,25,2012
굿모닝,2023.03.18,굿모닝 (Feat. 권정열),5,버벌진트 (Verbal Jint),2023.03.12,26,2012
Wonder Party,2023.04.08,Like this,2,원더걸스 (Wonder Girls),2023.04.02,25,2012
지금처럼 (We Never Go Alone),2023.03.11,지금처럼 (We Never Go Alone),6,케이윌 (K.Will),2023.03.05,26,2012
BigBang Special Edition `Still Alive`,2023.04.01,Monster,3,BIGBANG (빅뱅),2023.03.26,25,2012
각시탈 OST Part 1,2023.03.04,굿바이데이,7,울랄라세션,2023.02.26,26,2012
껭스타랩 볼륨1,2023.03.25,안좋을때 들으면 더 안좋은 노래,4,형돈이와 대준이,2023.03.19,25,2012
BigBang Special Edition `Still Alive`,2023.02.25,STILL ALIVE,8,BIGBANG (빅뱅),2023.02.19,26,2012
굿모닝,2023.03.18,굿모닝 (Feat. 권정열),5,버벌진트 (Verbal Jint),2023.03.12,25,2012
`비스트 - 미운사람` 빅 OST,2023.02.18,미운사람,9,비스트 (Beast),2023.02.12,26,2012
지금처럼 (We Never Go Alone),2023.03.11,지금처럼 (We Never Go Alone),6,케이윌 (K.Will),2023.03.05,25,2012
BigBang Special Edition `Still Alive`,2023.04.15,Monster,1,BIGBANG (빅뱅),2023.04.09,24,2012
껭스타랩 볼륨1,2023.03.04,안좋을때 들으면 더 안좋은 노래,7,형돈이와 대준이,2023.02.26,25,2012
Wonder Party,2023.04.08,Like this,2,원더걸스 (Wonder Girls),2023.04.02,24,2012
Wonder Party,2023.02.25,Girlfriend,8,원더걸스 (Wonder Girls),2023.02.19,25,2012
BigBang Special Edition `Still Alive`,2023.04.01,STILL ALIVE,3,BIGBANG (빅뱅),2023.03.26,24,2012
BLOOM,2023.02.18,2HOT,9,지나(G.NA),2023.02.12,25,2012
BigBang Special Edition `Still Alive`,2023.03.25,EGO,4,BIGBANG (빅뱅),2023.03.19,24,2012
`Twinkle` Mini Album,2023.04.15,Twinkle,1,소녀시대-태티서(Girls` Generation-TTS),2023.04.09,23,2012
GOOD BOY,2023.03.18,Good Boy (Feat. 용준형 of 비스트),5,백지영,2023.03.12,24,2012
BLOOM,2023.04.08,2HOT,2,지나(G.NA),2023.04.02,23,2012
용감한 녀석들,2023.03.11,I 돈 Care (Feat. 서수민PD),6,용감한 녀석들,2023.03.05,24,2012
스무 살의 봄,2023.04.01,하루 끝,3,아이유 (IU),2023.03.26,23,2012
Unplugged,2023.03.04,Someday (피쳐링. 윤도현 of YB),7,리쌍,2023.02.26,24,2012
Unplugged,2023.03.25,너에게 배운다 (My Love),4,리쌍,2023.03.19,23,2012
껭스타랩 볼륨1,2023.02.25,올림픽대로 (Feat. MC날유),8,형돈이와 대준이,2023.02.19,24,2012
GOOD BOY,2023.03.18,Good Boy (Feat. 용준형 of 비스트),5,백지영,2023.03.12,23,2012
Good Boy,2023.02.18,목소리 (Feat. 개리),9,백지영,2023.02.12,24,2012
용감한 녀석들,2023.03.11,I 돈 Care (Feat. 서수민PD),6,용감한 녀석들,2023.03.05,23,2012
스무 살의 봄,2023.04.15,하루 끝,1,아이유 (IU),2023.04.09,22,2012
Good Boy,2023.03.04,목소리 (Feat. 개리),7,백지영,2023.02.26,23,2012
BLOOM,2023.04.08,2HOT,2,지나(G.NA),2023.04.02,22,2012
`Twinkle` Mini Album,2023.02.25,Twinkle,8,소녀시대-태티서(Girls` Generation-TTS),2023.02.19,23,2012
GOOD BOY,2023.04.01,Good Boy (Feat. 용준형 of 비스트),3,백지영,2023.03.26,22,2012
Ulala Sensation Part 1,2023.02.18,아름다운 밤,9,울랄라세션,2023.02.12,23,2012
Unplugged,2023.03.25,너에게 배운다 (My Love),4,리쌍,2023.03.19,22,2012
스무 살의 봄,2023.04.15,하루 끝,1,아이유 (IU),2023.04.09,21,2012
`Twinkle` Mini Album,2023.03.18,Twinkle,5,소녀시대-태티서(Girls` Generation-TTS),2023.03.12,22,2012
용감한 녀석들,2023.04.08,I 돈 Care (Feat. 서수민PD),2,용감한 녀석들,2023.04.02,21,2012
GOOD BOY,2023.03.11,Good Boy (Feat. 용준형 of 비스트),6,백지영,2023.03.05,22,2012
Good Boy,2023.04.01,목소리 (Feat. 개리),3,백지영,2023.03.26,21,2012
Infinitize,2023.03.04,추격자,7,인피니트 (Infinite),2023.02.26,22,2012
Ulala Sensation Part 1,2023.03.25,아름다운 밤,4,울랄라세션,2023.03.19,21,2012
나쁜놈,2023.02.25,나쁜놈 (Feat. 소야),8,마이티 마우스 (Mighty Mouth),2023.02.19,22,2012
`Twinkle` Mini Album,2023.03.18,Twinkle,5,소녀시대-태티서(Girls` Generation-TTS),2023.03.12,21,2012
Spring 새로운 사랑에게 보내는 다섯곡의 노래,2023.02.18,너뿐이야 (You`re The One),9,박진영,2023.02.12,22,2012
GOOD BOY,2023.03.11,Good Boy (Feat. 용준형 of 비스트),6,백지영,2023.03.05,21,2012
Good Boy,2023.04.15,목소리 (Feat. 개리),1,백지영,2023.04.09,20,2012
Spring 새로운 사랑에게 보내는 다섯곡의 노래,2023.03.04,너뿐이야 (You`re The One),7,박진영,2023.02.26,21,2012
스무 살의 봄,2023.04.08,복숭아,2,아이유 (IU),2023.04.02,20,2012
She`s Gone,2023.02.25,She`s Gone,8,디셈버 (December),2023.02.19,21,2012
`Twinkle` Mini Album,2023.04.01,Twinkle,3,소녀시대-태티서(Girls` Generation-TTS),2023.03.26,20,2012
버스커 버스커 1집,2023.02.18,벚꽃 엔딩,9,버스커 버스커 (Busker Busker),2023.02.12,21,2012
스무 살의 봄,2023.03.25,하루 끝,4,아이유 (IU),2023.03.19,20,2012
`Twinkle` Mini Album,2023.04.15,Twinkle,1,소녀시대-태티서(Girls` Generation-TTS),2023.04.09,19,2012
스무 살의 봄,2023.03.18,복숭아,5,아이유 (IU),2023.03.12,20,2012
Alone,2023.04.08,나혼자 (Alone),2,씨스타 (Sistar),2023.04.02,19,2012
버스커 버스커 1집,2023.03.11,벚꽃 엔딩,6,버스커 버스커 (Busker Busker),2023.03.05,20,2012
Spring 새로운 사랑에게 보내는 다섯곡의 노래,2023.04.01,너뿐이야 (You`re The One),3,박진영,2023.03.26,19,2012
Spring 새로운 사랑에게 보내는 다섯곡의 노래,2023.03.04,다른 사람 품에 안겨서 (Someone else) Duet with 가인,7,박진영,2023.02.26,20,2012
INTERVIEW,2023.03.25,찢긴 가슴,4,아이비 (Ivy),2023.03.19,19,2012
Volume Up,2023.02.25,Volume Up,8,포미닛 (4minute),2023.02.19,20,2012
스무 살의 봄,2023.03.18,복숭아,5,아이유 (IU),2023.03.12,19,2012
She`s Gone,2023.02.18,She`s Gone,9,디셈버 (December),2023.02.12,20,2012
버스커 버스커 1집,2023.03.11,벚꽃 엔딩,6,버스커 버스커 (Busker Busker),2023.03.05,19,2012
Alone,2023.04.15,나혼자 (Alone),1,씨스타 (Sistar),2023.04.09,18,2012
버스커 버스커 1집,2023.03.04,첫사랑,7,버스커 버스커 (Busker Busker),2023.02.26,19,2012
Spring 새로운 사랑에게 보내는 다섯곡의 노래,2023.04.08,다른 사람 품에 안겨서 (Someone else) Duet with 가인,2,박진영,2023.04.02,18,2012
버스커 버스커 1집,2023.02.25,여수 밤바다,8,버스커 버스커 (Busker Busker),2023.02.19,19,2012
버스커 버스커 1집,2023.04.01,벚꽃 엔딩,3,버스커 버스커 (Busker Busker),2023.03.26,18,2012
LACRIMOSO,2023.02.18,나를 사랑했던 사람아,9,허각,2023.02.12,19,2012
Volume Up,2023.03.25,Volume Up,4,포미닛 (4minute),2023.03.19,18,2012
Alone,2023.04.15,나혼자 (Alone),1,씨스타 (Sistar),2023.04.09,17,2012
버스커 버스커 1집,2023.03.18,여수 밤바다,5,버스커 버스커 (Busker Busker),2023.03.12,18,2012
버스커 버스커 1집,2023.04.08,벚꽃 엔딩,2,버스커 버스커 (Busker Busker),2023.04.02,17,2012
LACRIMOSO,2023.03.11,나를 사랑했던 사람아,6,허각,2023.03.05,18,2012
Volume Up,2023.04.01,Volume Up,3,포미닛 (4minute),2023.03.26,17,2012
Payphone (Single),2023.03.04,Payphone (Feat. Wiz Khalifa),7,Maroon 5,2023.02.26,18,2012
버스커 버스커 1집,2023.03.25,첫사랑,4,버스커 버스커 (Busker Busker),2023.03.19,17,2012
Slip Away,2023.02.25,"그리고, 남겨진 것들",8,넬 (Nell),2023.02.19,18,2012
버스커 버스커 1집,2023.03.18,여수 밤바다,5,버스커 버스커 (Busker Busker),2023.03.12,17,2012
버스커 버스커 1집,2023.02.18,꽃송이가,9,버스커 버스커 (Busker Busker),2023.02.12,18,2012
LACRIMOSO,2023.03.11,나를 사랑했던 사람아,6,허각,2023.03.05,17,2012
버스커 버스커 1집,2023.04.15,벚꽃 엔딩,1,버스커 버스커 (Busker Busker),2023.04.09,16,2012
LACRIMOSO,2023.03.04,나를 사랑했던 사람아,7,허각,2023.02.26,17,2012
Volume Up,2023.04.08,Volume Up,2,포미닛 (4minute),2023.04.02,16,2012
Together,2023.02.25,사랑은 다 그런거래요,8,"양파, 다비치, HANNA",2023.02.19,17,2012
Slip Away,2023.04.01,"그리고, 남겨진 것들",3,넬 (Nell),2023.03.26,16,2012
더킹 투하츠 OST Part 1,2023.02.18,미치게 보고싶은,9,태연 (TAEYEON),2023.02.12,17,2012
Alone,2023.03.25,나혼자 (Alone),4,씨스타 (Sistar),2023.03.19,16,2012
버스커 버스커 1집,2023.04.15,벚꽃 엔딩,1,버스커 버스커 (Busker Busker),2023.04.09,15,2012
더킹 투하츠 OST Part 1,2023.03.18,미치게 보고싶은,5,태연 (TAEYEON),2023.03.12,16,2012
버스커 버스커 1집,2023.04.08,첫사랑,2,버스커 버스커 (Busker Busker),2023.04.02,15,2012
버스커 버스커 1집,2023.03.11,외로움 증폭장치 (브래드 드럼 한판 쉬기),6,버스커 버스커 (Busker Busker),2023.03.05,16,2012
버스커 버스커 1집,2023.04.01,여수 밤바다,3,버스커 버스커 (Busker Busker),2023.03.26,15,2012
버스커 버스커 1집,2023.03.04,이상형,7,버스커 버스커 (Busker Busker),2023.02.26,16,2012
LACRIMOSO,2023.03.25,나를 사랑했던 사람아,4,허각,2023.03.19,15,2012
버스커 버스커 1집,2023.02.25,꽃송이가,8,버스커 버스커 (Busker Busker),2023.02.19,16,2012
더킹 투하츠 OST Part 1,2023.03.18,미치게 보고싶은,5,태연 (TAEYEON),2023.03.12,15,2012
EAR FUN,2023.02.18,Hey You,9,씨엔블루 (CNBLUE),2023.02.12,16,2012
버스커 버스커 1집,2023.03.11,외로움 증폭장치 (브래드 드럼 한판 쉬기),6,버스커 버스커 (Busker Busker),2023.03.05,15,2012
EAR FUN,2023.04.15,Hey You,1,씨엔블루 (CNBLUE),2023.04.09,14,2012
`Sherlock` SHINee The 4th Mini Album,2023.03.04,Sherlock.셜록 (Clue + Note),7,샤이니 (SHINee),2023.02.26,15,2012
더킹 투하츠 OST Part 1,2023.04.08,미치게 보고싶은,2,태연 (TAEYEON),2023.04.02,14,2012
버스커 버스커 1집,2023.02.25,이상형,8,버스커 버스커 (Busker Busker),2023.02.19,15,2012
버스커 버스커 1집,2023.04.01,벚꽃 엔딩,3,버스커 버스커 (Busker Busker),2023.03.26,14,2012
SBS K팝 스타 Top 7,2023.02.18,Over The Rainbow,9,박지민,2023.02.12,15,2012
F.Scott Fitzgerald`s Way Of Love,2023.03.25,너도 나처럼,4,2am,2023.03.19,14,2012
`Sherlock` SHINee The 4th Mini Album,2023.04.15,Sherlock.셜록 (Clue + Note),1,샤이니 (SHINee),2023.04.09,13,2012
LoveFiction,2023.03.18,곰인형 (Feat. 해금),5,린 (LYn),2023.03.12,14,2012
F.Scott Fitzgerald`s Way Of Love,2023.04.08,너도 나처럼,2,2am,2023.04.02,13,2012
해를 품은 달 OST Part 6,2023.03.11,그대 한 사람,6,김수현,2023.03.05,14,2012
EAR FUN,2023.04.01,아직 사랑한다,3,씨엔블루 (CNBLUE),2023.03.26,13,2012
버스커 버스커 1집,2023.03.04,이상형,7,버스커 버스커 (Busker Busker),2023.02.26,14,2012
빅뱅 미니앨범 5집 Alive,2023.03.25,FANTASTIC BABY,4,BIGBANG (빅뱅),2023.03.19,13,2012
윤일상 작곡가 21주년 기념 앨범 I`m 21 Part 4,2023.02.25,너만은 모르길,8,가인,2023.02.19,14,2012
LoveFiction,2023.03.18,곰인형 (Feat. 해금),5,린 (LYn),2023.03.12,13,2012
빅뱅 미니앨범 5집 Alive,2023.02.18,Blue,9,BIGBANG (빅뱅),2023.02.12,14,2012
해를 품은 달 OST Part 6,2023.03.11,그대 한 사람,6,김수현,2023.03.05,13,2012
F.Scott Fitzgerald`s Way Of Love,2023.04.15,너도 나처럼,1,2am,2023.04.09,12,2012
빅뱅 미니앨범 5집 ALIVE,2023.03.04,BAD BOY,7,BIGBANG (빅뱅),2023.02.26,13,2012
해를 품은 달 OST Part 6,2023.04.08,그대 한 사람,2,김수현,2023.04.02,12,2012
`A Cube` For Season # Green,2023.02.25,Love Day,8,"양요섭, 정은지",2023.02.19,13,2012
빅뱅 미니앨범 5집 Alive,2023.04.01,FANTASTIC BABY,3,BIGBANG (빅뱅),2023.03.26,12,2012
F.Scott Fitzgerald`s Way Of Love,2023.02.18,잘 이별하기,9,2am,2023.02.12,13,2012
F.Scott Fitzgerald`s Way Of Love,2023.03.25,내꺼였는데,4,2am,2023.03.19,12,2012
빅뱅 미니앨범 5집 Alive,2023.04.15,Blue,1,BIGBANG (빅뱅),2023.04.09,11,2012
Heaven,2023.03.18,Heaven,5,에일리 (Ailee),2023.03.12,12,2012
빅뱅 미니앨범 5집 ALIVE,2023.04.08,BAD BOY,2,BIGBANG (빅뱅),2023.04.02,11,2012
Touch,2023.03.11,Touch,6,miss A,2023.03.05,12,2012
빅뱅 미니앨범 5집 Alive,2023.04.01,FANTASTIC BABY,3,BIGBANG (빅뱅),2023.03.26,11,2012
비를 내려줘요,2023.03.04,비를 내려줘요,7,린 (LYn),2023.02.26,12,2012
빅뱅 미니앨범 5집 ALIVE,2023.03.25,사랑먼지,4,BIGBANG (빅뱅),2023.03.19,11,2012
빅뱅 미니앨범 5집 ALIVE,2023.02.25,재미없어,8,BIGBANG (빅뱅),2023.02.19,12,2012
Heaven,2023.03.18,Heaven,5,에일리 (Ailee),2023.03.12,11,2012
Knock,2023.02.18,Falling,9,존 박,2023.02.12,12,2012
Touch,2023.03.11,Touch,6,miss A,2023.03.05,11,2012
빅뱅 미니앨범 5집 Alive,2023.04.15,Blue,1,BIGBANG (빅뱅),2023.04.09,10,2012
Heaven,2023.03.04,Heaven,7,에일리 (Ailee),2023.02.26,11,2012
빅뱅 미니앨범 5집 ALIVE,2023.04.08,BAD BOY,2,BIGBANG (빅뱅),2023.04.02,10,2012
빅뱅 미니앨범 5집 ALIVE,2023.02.25,날개 (대성 SOLO),8,BIGBANG (빅뱅),2023.02.19,11,2012
빅뱅 미니앨범 5집 ALIVE,2023.04.01,사랑먼지,3,BIGBANG (빅뱅),2023.03.26,10,2012
Knock,2023.02.18,Falling,9,존 박,2023.02.12,11,2012
빅뱅 미니앨범 5집 Alive,2023.03.25,FANTASTIC BABY,4,BIGBANG (빅뱅),2023.03.19,10,2012
빅뱅 미니앨범 5집 Alive,2023.04.15,Blue,1,BIGBANG (빅뱅),2023.04.09,9,2012
Touch,2023.03.18,Touch,5,miss A,2023.03.12,10,2012
빅뱅 미니앨범 5집 ALIVE,2023.04.08,BAD BOY,2,BIGBANG (빅뱅),2023.04.02,9,2012
빅뱅 미니앨범 5집 ALIVE,2023.03.11,재미없어,6,BIGBANG (빅뱅),2023.03.05,10,2012
빅뱅 미니앨범 5집 ALIVE,2023.04.01,사랑먼지,3,BIGBANG (빅뱅),2023.03.26,9,2012
Heaven,2023.03.04,Heaven,7,에일리 (Ailee),2023.02.26,10,2012
빅뱅 미니앨범 5집 Alive,2023.03.25,FANTASTIC BABY,4,BIGBANG (빅뱅),2023.03.19,9,2012
빅뱅 미니앨범 5집 ALIVE,2023.02.25,날개 (대성 SOLO),8,BIGBANG (빅뱅),2023.02.19,10,2012
Touch,2023.03.18,Touch,5,miss A,2023.03.12,9,2012
Knock,2023.02.18,Falling,9,존 박,2023.02.12,10,2012
빅뱅 미니앨범 5집 ALIVE,2023.03.11,재미없어,6,BIGBANG (빅뱅),2023.03.05,9,2012
빅뱅 미니앨범 5집 Alive,2023.04.15,Blue,1,BIGBANG (빅뱅),2023.04.09,8,2012
윤일상 작곡가 21주년 기념 앨범 I`m 21 Part 3,2023.03.04,애인 있어요,7,김범수,2023.02.26,9,2012
Touch,2023.04.08,Touch,2,miss A,2023.04.02,8,2012
Grown-Up,2023.02.25,지독하게,8,FTISLAND (FT 아일랜드),2023.02.19,9,2012
Heaven,2023.04.01,Heaven,3,에일리 (Ailee),2023.03.26,8,2012
해를 품은 달 OST Part 2,2023.02.18,시간을 거슬러,9,린 (LYn),2023.02.12,9,2012
Knock,2023.03.25,Falling,4,존 박,2023.03.19,8,2012
니가 필요해 (I Need You),2023.04.15,니가 필요해 (I Need You),1,케이윌 (K.Will),2023.04.09,7,2012
`나는 가수다` 경연 15-2 `내게 특별한 사람의 추천곡`,2023.03.18,천년의 사랑 (박완규),5,이영현,2023.03.12,8,2012
LOVE CALL (With 다비치),2023.04.08,생각날거야,2,다비치,2023.04.02,7,2012
SE7EN NEW MINI ALBUM,2023.03.11,내가 노래를 못해도,6,세븐,2023.03.05,8,2012
Grown-Up,2023.04.01,지독하게,3,FTISLAND (FT 아일랜드),2023.03.26,7,2012
Heaven,2023.03.04,Heaven,7,에일리 (Ailee),2023.02.26,8,2012
해를 품은 달 OST Part 2,2023.03.25,시간을 거슬러,4,린 (LYn),2023.03.19,7,2012
겁이나서,2023.02.25,겁이나서 (With 백지영),8,나윤권,2023.02.19,8,2012
`나는 가수다` 경연 15-2 `내게 특별한 사람의 추천곡`,2023.03.18,천년의 사랑 (박완규),5,이영현,2023.03.12,7,2012
해를 품은 달 OST Part 4,2023.02.18,그림자,9,먼데이 키즈 (Monday Kiz),2023.02.12,8,2012
SE7EN NEW MINI ALBUM,2023.03.11,내가 노래를 못해도,6,세븐,2023.03.05,7,2012
Heaven,2023.03.04,Heaven,7,에일리 (Ailee),2023.02.26,7,2012
겁이나서,2023.02.25,겁이나서 (With 백지영),8,나윤권,2023.02.19,7,2012
해를 품은 달 OST Part 4,2023.02.18,그림자,9,먼데이 키즈 (Monday Kiz),2023.02.12,7,2012
SE7EN NEW MINI ALBUM,2023.04.15,내가 노래를 못해도,1,세븐,2023.04.09,5,2012
내가 싫다 (Digital Single),2023.04.08,내가 싫다,2,케이윌 (K.Will),2023.04.02,5,2012
이럴 줄 알았어,2023.04.01,이럴 줄 알았어,3,비스트 (Beast),2023.03.26,5,2012
Grown-Up,2023.03.25,지독하게,4,FTISLAND (FT 아일랜드),2023.03.19,5,2012
해를 품은 달 OST Part 2,2023.03.18,시간을 거슬러,5,린 (LYn),2023.03.12,5,2012
Funky Town,2023.03.11,Lovey-Dovey,6,티아라 (T-ara),2023.03.05,5,2012
사랑을 보다2 OST,2023.03.04,널 사랑하겠어,7,효린,2023.02.26,5,2012
MIRYO aka JOHONEY,2023.02.25,DIRTY,8,미료 (브라운아이드걸스),2023.02.19,5,2012
Global Project `Kiss The Rain`,2023.02.18,Kiss The Rain,9,"이루마 (Yiruma), 신용재, 美(미), BIGTONE",2023.02.12,5,2012
이럴 줄 알았어,2023.04.15,이럴 줄 알았어,1,비스트 (Beast),2023.04.09,4,2012
사랑을 보다2 OST,2023.04.08,널 사랑하겠어,2,효린,2023.04.02,4,2012
Funky Town,2023.04.01,Lovey-Dovey,3,티아라 (T-ara),2023.03.26,4,2012
해를 품은 달 OST Part 2,2023.03.25,시간을 거슬러,4,린 (LYn),2023.03.19,4,2012
윤일상 작곡가 21주년 기념 앨범 I`m 21,2023.03.18,애상,5,10cm,2023.03.12,4,2012
Dynamic Duo 6th Diglog 2/2,2023.03.11,거기서거기 (Without You),6,다이나믹 듀오 (Dynamic Duo),2023.03.05,4,2012
The Grasshoppers,2023.03.04,베짱이 찬가,7,써니힐 (SunnyHill),2023.02.26,4,2012
MBLAQ 4th Mini Album `100%Ver.`,2023.02.25,전쟁이야,8,엠블랙 (MBLAQ),2023.02.19,4,2012
VINTAGE,2023.02.18,너에게로 간다,9,원티드 (Wanted),2023.02.12,4,2012
Funky Town,2023.04.15,Lovey-Dovey,1,티아라 (T-ara),2023.04.09,3,2012
Dynamic Duo 6th Diglog 2/2,2023.04.08,거기서거기 (Without You),2,다이나믹 듀오 (Dynamic Duo),2023.04.02,3,2012
윤일상 작곡가 21주년 기념 앨범 I`m 21,2023.04.01,애상,3,10cm,2023.03.26,3,2012
The Grasshoppers,2023.03.25,베짱이 찬가,4,써니힐 (SunnyHill),2023.03.19,3,2012
무한도전 나름 가수다,2023.03.18,키 큰 노총각 이야기,5,정준하,2023.03.12,3,2012
MBLAQ 4th Mini Album `100%Ver.`,2023.03.11,전쟁이야,6,엠블랙 (MBLAQ),2023.03.05,3,2012
해를 품은 달 OST Part 2,2023.03.04,시간을 거슬러,7,린 (LYn),2023.02.26,3,2012
The DJ Is Mine,2023.02.25,The DJ Is Mine,8,원더걸스 (Wonder Girls),2023.02.19,3,2012
사랑을 보다2 OST,2023.02.18,널 사랑하겠어,9,효린,2023.02.12,3,2012
무한도전 나름 가수다,2023.04.15,키 큰 노총각 이야기,1,정준하,2023.04.09,2,2012
Funky Town,2023.04.08,Lovey-Dovey,2,티아라 (T-ara),2023.04.02,2,2012
Dynamic Duo 6th Diglog 2/2,2023.04.01,거기서거기 (Without You),3,다이나믹 듀오 (Dynamic Duo),2023.03.26,2,2012
윤일상 작곡가 21주년 기념 앨범 I`m 21,2023.03.25,애상,4,10cm,2023.03.19,2,2012
무한도전 나름 가수다,2023.03.18,더위 먹은 갈매기 (Feat. 송은이 & 김숙),5,유재석,2023.03.12,2,2012
무한도전 나름 가수다,2023.03.11,바보에게 바보가 (Feat. 스컬),6,하하,2023.03.05,2,2012
무한도전 나름 가수다,2023.03.04,삼바의 매력 (Feat. 개리 & 정인),7,길 (리쌍),2023.02.26,2,2012
무한도전 나름 가수다,2023.02.25,영계백숙 (Feat. 뮤지컬 & 앙상블 13인),8,정형돈,2023.02.19,2,2012
Like You (Feat. 아이유),2023.02.18,Like You (Feat. 아이유),9,원티드 (Wanted),2023.02.12,2,2012
Funky Town,2023.04.15,Lovey-Dovey,1,티아라 (T-ara),2023.04.09,1,2012
Dynamic Duo 6th Diglog 2/2,2023.04.08,거기서거기 (Without You),2,다이나믹 듀오 (Dynamic Duo),2023.04.02,1,2012
우리 사랑했잖아,2023.04.01,우리 사랑했잖아,3,"다비치, 티아라",2023.03.26,1,2012
Trouble Maker,2023.03.25,Trouble Maker,4,트러블메이커 (Trouble Maker),2023.03.19,1,2012
The Healing Echo,2023.03.18,너니까,5,이현 (에이트),2023.03.12,1,2012
속상해서,2023.03.11,속상해서 (술 한잔 해요 Part 2),6,지아 (Zia),2023.03.05,1,2012
Last Fantasy,2023.03.04,너랑 나,7,아이유 (IU),2023.02.26,1,2012
4th Mini Album,2023.02.25,낙서,8,엠블랙 (MBLAQ),2023.02.19,1,2012
윤일상 작곡가 21주년 기념 앨범 I`m 21,2023.02.18,애상,9,10cm,2023.02.12,1,2012
Trouble Maker,2023.04.15,Trouble Maker,1,트러블메이커 (Trouble Maker),2023.04.09,53,2011
Last Fantasy,2023.04.08,너랑 나,2,아이유 (IU),2023.04.02,53,2011
그 노래를 틀때마다,2023.04.01,그 노래를 틀때마다,3,"허각, LE(EXID)",2023.03.26,53,2011
Soul-Ri : 영혼이 있는 마을,2023.03.25,촌스럽게 굴지마 (Feat. 용준형),4,알리 (ALi),2023.03.19,53,2011
브레인 OST Part 5,2023.03.18,더 가까이,5,김연우,2023.03.12,53,2011
빠담빠담 OST Part 1,2023.03.11,살기 위해서,6,노을,2023.03.05,53,2011
Black Eyes,2023.03.04,Cry Cry,7,티아라 (T-ara),2023.02.26,53,2011
조영수 All Star (Digital Single),2023.02.25,Funny Hunny,8,오렌지 캬라멜 (Orange Caramel),2023.02.19,53,2011
우리 사랑했잖아,2023.02.18,우리 사랑했잖아,9,"다비치, 티아라",2023.02.12,53,2011
Last Fantasy,2023.04.15,너랑 나,1,아이유 (IU),2023.04.09,52,2011
Trouble Maker,2023.04.08,Trouble Maker,2,트러블메이커 (Trouble Maker),2023.04.02,52,2011
그 노래를 틀때마다,2023.04.01,그 노래를 틀때마다,3,"허각, LE(EXID)",2023.03.26,52,2011
Soul-Ri : 영혼이 있는 마을,2023.03.25,촌스럽게 굴지마 (Feat. 용준형),4,알리 (ALi),2023.03.19,52,2011
빠담빠담 OST Part 1,2023.03.18,살기 위해서,5,노을,2023.03.12,52,2011
The Ballad,2023.03.11,미행,6,먼데이 키즈 (Monday Kiz),2023.03.05,52,2011
