,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2021,48,2021.11.21,2021.11.27,1,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),쇼미더머니 10 Episode 3,,
1,2021,48,2021.11.21,2021.11.27,2,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,,
2,2021,48,2021.11.21,2021.11.27,3,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식(Basick),쇼미더머니 10 Episode 3,,
3,2021,48,2021.11.21,2021.11.27,4,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight) , unofficialboyy , BE′O (비오) , 지구인 , Mudd the student",쇼미더머니 10 Episode 1,,
4,2021,48,2021.11.21,2021.11.27,5,strawberry moon,아이유 (IU),strawberry moon,,
5,2021,48,2021.11.21,2021.11.27,6,Wake Up (Prod. 코드 쿤스트),"개코 , Ourealgoat (아우릴고트) , SINCE , 안병웅 , Tabber , 조광일",쇼미더머니 10 Episode 1,,
6,2021,48,2021.11.21,2021.11.27,7,Savage,aespa,Savage - The 1st Mini Album,,
7,2021,48,2021.11.21,2021.11.27,8,신호등,이무진,신호등,,
8,2021,48,2021.11.21,2021.11.27,9,Stay,"The Kid LAROI, Justin Bieber",Stay,,
9,2021,48,2021.11.21,2021.11.27,10,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),,
10,2021,48,2021.11.21,2021.11.27,11,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",쿤타 (Koonta),쇼미더머니 10 Episode 3,,
11,2021,48,2021.11.21,2021.11.27,12,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
12,2021,48,2021.11.21,2021.11.27,13,Next Level,aespa,Next Level,,
13,2021,48,2021.11.21,2021.11.27,14,너를 생각해,주시크 (Joosiq),너를 생각해,,
14,2021,48,2021.11.21,2021.11.27,15,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT,,
15,2021,48,2021.11.21,2021.11.27,16,My Universe,"Coldplay, 방탄소년단",My Universe,,
16,2021,48,2021.11.21,2021.11.27,17,"Reset (Feat. 개코, Kid Milli) (Prod. 코드 쿤스트)","SINCE, Tabber",쇼미더머니 10 Episode 3,,
17,2021,48,2021.11.21,2021.11.27,18,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,,
18,2021,48,2021.11.21,2021.11.27,19,너와 나의 Memories,"염따 (YumDDa), TOIL, 쿤타, 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영",쇼미더머니 10 Episode 1,,
19,2021,48,2021.11.21,2021.11.27,20,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,,
20,2021,48,2021.11.21,2021.11.27,21,문득,BE`O (비오),Bipolar,,
21,2021,48,2021.11.21,2021.11.27,22,Butter,방탄소년단,Butter,,
22,2021,48,2021.11.21,2021.11.27,23,Permission to Dance,방탄소년단,Butter / Permission to Dance,,
23,2021,48,2021.11.21,2021.11.27,24,TROUBLE (Prod. Slom),"Don Mills , Northfacegawd , sokodomo , Khakii (카키) , A-Chess (에이체스)",쇼미더머니 10 Episode 1,,
24,2021,48,2021.11.21,2021.11.27,25,Weekend,태연 (TAEYEON),Weekend,,
25,2021,48,2021.11.21,2021.11.27,26,Bad Habits,Ed Sheeran,Bad Habits,,
26,2021,48,2021.11.21,2021.11.27,27,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice,,
27,2021,48,2021.11.21,2021.11.27,28,헤픈 우연,헤이즈 (Heize),HAPPEN,,
28,2021,48,2021.11.21,2021.11.27,29,고백,멜로망스(Melomance),세 번째 `고백`,,
29,2021,48,2021.11.21,2021.11.27,30,Dynamite,방탄소년단,Dynamite,,
30,2021,48,2021.11.21,2021.11.27,31,"이끼 (Feat. MINO, BOBBY) (Prod. MINO)",Mudd the student,쇼미더머니 10 Episode 3,,
31,2021,48,2021.11.21,2021.11.27,32,Celebrity,아이유 (IU),Celebrity,,
32,2021,48,2021.11.21,2021.11.27,33,라일락,아이유 (IU),5th Album `LILAC`,,
33,2021,48,2021.11.21,2021.11.27,34,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌 (K.Will),시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST,,
34,2021,48,2021.11.21,2021.11.27,35,가시 (Prod. 코드 쿤스트),"조광일, 개코, 저스디스 (JUSTHIS)",쇼미더머니 10 Episode 2,,
