,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2021,51,2021.12.12,2021.12.18,1,Counting Stars (Feat. Beenzino),BE`O (비오),Counting Stars,,
1,2021,51,2021.12.12,2021.12.18,2,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,,
2,2021,51,2021.12.12,2021.12.18,3,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),쇼미더머니 10 Episode 3,,
3,2021,51,2021.12.12,2021.12.18,4,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식(Basick),쇼미더머니 10 Episode 3,,
4,2021,51,2021.12.12,2021.12.18,5,ELEVEN,IVE (아이브),ELEVEN,,
5,2021,51,2021.12.12,2021.12.18,6,불협화음 (Feat. AKMU) (Prod. GRAY),Mudd the student,쇼미더머니 10 Semi Final,,
6,2021,51,2021.12.12,2021.12.18,7,strawberry moon,아이유 (IU),strawberry moon,,
7,2021,51,2021.12.12,2021.12.18,8,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
8,2021,51,2021.12.12,2021.12.18,9,쉬어 (Feat. MINO) (Prod. GRAY),"아넌딜라이트(Anandelight) , unofficialboyy , BE′O (비오) , 지구인 , Mudd the student",쇼미더머니 10 Episode 1,,
9,2021,51,2021.12.12,2021.12.18,10,매일 크리스마스 (Everyday Christmas),다비치,매일 크리스마스 (Everyday Christmas),,
10,2021,51,2021.12.12,2021.12.18,11,네가 없는 밤 (Feat. ASH ISLAND) (Prod. GRAY),BE`O (비오),쇼미더머니 10 Final,,
11,2021,51,2021.12.12,2021.12.18,12,눈이 오잖아 (Feat.헤이즈),이무진,눈이 오잖아,,
12,2021,51,2021.12.12,2021.12.18,13,신호등,이무진,신호등,,
13,2021,51,2021.12.12,2021.12.18,14,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),,
14,2021,51,2021.12.12,2021.12.18,15,Wake Up (Prod. 코드 쿤스트),"개코 , Ourealgoat (아우릴고트) , SINCE , 안병웅 , Tabber , 조광일",쇼미더머니 10 Episode 1,,
15,2021,51,2021.12.12,2021.12.18,16,Santa Tell Me,Ariana Grande,Santa Tell Me,,
16,2021,51,2021.12.12,2021.12.18,17,All I Want For Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),,
17,2021,51,2021.12.12,2021.12.18,18,Savage,aespa,Savage - The 1st Mini Album,,
18,2021,51,2021.12.12,2021.12.18,19,Stay,"The Kid LAROI, Justin Bieber",Stay,,
19,2021,51,2021.12.12,2021.12.18,20,Next Level,aespa,Next Level,,
20,2021,51,2021.12.12,2021.12.18,21,MBTI (Feat. 쿠기 & 로꼬) (Prod. GRAY),BE`O (비오),쇼미더머니 10 Semi Final,,
21,2021,51,2021.12.12,2021.12.18,22,너를 생각해,주시크 (Joosiq),너를 생각해,,
22,2021,51,2021.12.12,2021.12.18,23,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,,
23,2021,51,2021.12.12,2021.12.18,24,문득,BE`O (비오),Bipolar,,
24,2021,51,2021.12.12,2021.12.18,25,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT,,
25,2021,51,2021.12.12,2021.12.18,26,흰눈,먼데이 키즈 (Monday Kiz),흰눈,,
26,2021,51,2021.12.12,2021.12.18,27,My Universe,"Coldplay, 방탄소년단",My Universe,,
27,2021,51,2021.12.12,2021.12.18,28,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,,
28,2021,51,2021.12.12,2021.12.18,29,Butter,방탄소년단,Butter,,
29,2021,51,2021.12.12,2021.12.18,30,Permission to Dance,방탄소년단,Butter / Permission to Dance,,
30,2021,51,2021.12.12,2021.12.18,31,미리 메리 크리스마스 (Feat. 천둥),아이유 (IU),Real,,
31,2021,51,2021.12.12,2021.12.18,32,"호우주의 (Feat. 개코, 넉살 (Nucksal)) (Prod. 코드 쿤스트)",조광일,쇼미더머니 10 Semi Final,,
32,2021,51,2021.12.12,2021.12.18,33,Snowman,Sia,Snowman,,
33,2021,51,2021.12.12,2021.12.18,34,"Peaches (Feat. Daniel Caesar, Giveon)",Justin Bieber,Justice,,
34,2021,51,2021.12.12,2021.12.18,35,헤픈 우연,헤이즈 (Heize),HAPPEN,,
35,2021,51,2021.12.12,2021.12.18,36,Bad Habits,Ed Sheeran,Bad Habits,,
36,2021,51,2021.12.12,2021.12.18,37,크리스마스니까,"성시경, 박효신, 이석훈, 서인국, 빅스 (VIXX)",Jelly Christmas 2012 Heart Project,,
37,2021,51,2021.12.12,2021.12.18,38,Weekend,태연 (TAEYEON),Weekend,,
38,2021,51,2021.12.12,2021.12.18,39,Celebrity,아이유 (IU),Celebrity,,
39,2021,51,2021.12.12,2021.12.18,40,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),,
40,2021,51,2021.12.12,2021.12.18,41,Dynamite,방탄소년단,Dynamite,,
41,2021,51,2021.12.12,2021.12.18,42,"깐부 (Feat. 염따, ASH ISLAND) (Prod. TOIL)",쿤타 (Koonta),쇼미더머니 10 Episode 3,,
42,2021,51,2021.12.12,2021.12.18,43,라일락,아이유 (IU),5th Album `LILAC`,,
43,2021,51,2021.12.12,2021.12.18,44,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,,
44,2021,51,2021.12.12,2021.12.18,45,고백,멜로망스(Melomance),세 번째 `고백`,,
45,2021,51,2021.12.12,2021.12.18,46,탕!♡,MINO (송민호),″TO INFINITY.″,,
46,2021,51,2021.12.12,2021.12.18,47,Last Christmas,Ariana Grande,Christmas Kisses,,
47,2021,51,2021.12.12,2021.12.18,48,그게 더 편할 것 같아 (N번째 연애 X 멜로망스),멜로망스(Melomance),그게 더 편할 것 같아 (N번째 연애 X 멜로망스) OST,,
48,2021,51,2021.12.12,2021.12.18,49,시간을 거슬러 (낮에 뜨는 달 X 케이윌),케이윌 (K.Will),시간을 거슬러 (낮에 뜨는 달 X 케이윌) OST,,
49,2021,51,2021.12.12,2021.12.18,50,밤새 서로 미루다,"존 박, 전미도",밤새 서로 미루다,,
50,2021,51,2021.12.12,2021.12.18,51,너와 나의 Memories,"염따 (YumDDa), TOIL, 쿤타, 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영",쇼미더머니 10 Episode 1,,
51,2021,51,2021.12.12,2021.12.18,52,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
52,2021,51,2021.12.12,2021.12.18,53,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),Red Moon : Beyond The Light,,
53,2021,51,2021.12.12,2021.12.18,54,SCIENTIST,TWICE,Formula of Love: O+T=<3,,
54,2021,51,2021.12.12,2021.12.18,55,"너의 밤,너의 별,너의 달(Prod.로코베리)","기리보이(Giriboy), 김유정","너의 밤,너의 별,너의 달",,
55,2021,51,2021.12.12,2021.12.18,56,"사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)",호미들,사이렌 Remix,,
56,2021,51,2021.12.12,2021.12.18,57,롤린 (Rollin`),브레이브걸스 (Brave Girls),Rollin`,,
57,2021,51,2021.12.12,2021.12.18,58,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,,
58,2021,51,2021.12.12,2021.12.18,59,비가 오는 날엔 (2021),헤이즈 (Heize),비가 오는 날엔 (2021),,
59,2021,51,2021.12.12,2021.12.18,60,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4,,
60,2021,51,2021.12.12,2021.12.18,61,DUMB DUMB,전소미,DUMB DUMB,,
61,2021,51,2021.12.12,2021.12.18,62,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,,
62,2021,51,2021.12.12,2021.12.18,63,추억은 만남보다 이별에 남아,정동하,추억은 만남보다 이별에 남아,,
