,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2022,41,2022.10.02,2022.10.08,1,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
1,2022,41,2022.10.02,2022.10.08,2,After LIKE,IVE (아이브),After LIKE,,
2,2022,41,2022.10.02,2022.10.08,3,Shut Down,BLACKPINK,BORN PINK,,
3,2022,41,2022.10.02,2022.10.08,4,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
4,2022,41,2022.10.02,2022.10.08,5,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
5,2022,41,2022.10.02,2022.10.08,6,Pink Venom,BLACKPINK,Pink Venom,,
6,2022,41,2022.10.02,2022.10.08,7,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour,,
7,2022,41,2022.10.02,2022.10.08,8,딱 10CM만,"10cm, BIG Naughty (서동현)",딱 10CM만,,
8,2022,41,2022.10.02,2022.10.08,9,LOVE DIVE,IVE (아이브),LOVE DIVE,,
9,2022,41,2022.10.02,2022.10.08,10,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,,
10,2022,41,2022.10.02,2022.10.08,11,FOREVER 1,소녀시대,FOREVER 1 - The 7th Album,,
11,2022,41,2022.10.02,2022.10.08,12,우린 그렇게 사랑해서,"강민경, 잔나비",우린 그렇게 사랑해서,,
12,2022,41,2022.10.02,2022.10.08,13,그라데이션,10cm,5.3,,
13,2022,41,2022.10.02,2022.10.08,14,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
14,2022,41,2022.10.02,2022.10.08,15,Monologue,테이 (Tei),Monologue,,
15,2022,41,2022.10.02,2022.10.08,16,LAW (Prod. Czaer),"윤미래, 비비(BIBI)",스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
16,2022,41,2022.10.02,2022.10.08,17,보고싶었어,WSG워너비 (4FIRE),WSG워너비 1집,,
17,2022,41,2022.10.02,2022.10.08,18,우리들의 블루스,임영웅,IM HERO,,
18,2022,41,2022.10.02,2022.10.08,19,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,,
19,2022,41,2022.10.02,2022.10.08,20,나의 X에게,경서,나의 X에게,,
20,2022,41,2022.10.02,2022.10.08,21,SNEAKERS,ITZY (있지),CHECKMATE,,
21,2022,41,2022.10.02,2022.10.08,22,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
22,2022,41,2022.10.02,2022.10.08,23,자격지심 (Feat. ZICO),BE`O (비오),FIVE SENSES,,
23,2022,41,2022.10.02,2022.10.08,24,다시 만날 수 있을까,임영웅,IM HERO,,
24,2022,41,2022.10.02,2022.10.08,25,TOMBOY,(여자)아이들,I NEVER DIE,,
25,2022,41,2022.10.02,2022.10.08,26,내가 아니라도,주호,내가 아니라도,,
26,2022,41,2022.10.02,2022.10.08,27,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
27,2022,41,2022.10.02,2022.10.08,28,That`s Hilarious,Charlie Puth,That`s Hilarious,,
28,2022,41,2022.10.02,2022.10.08,29,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
29,2022,41,2022.10.02,2022.10.08,30,해요 (2022),#안녕,해요 (2022),,
30,2022,41,2022.10.02,2022.10.08,31,ELEVEN,IVE (아이브),ELEVEN,,
31,2022,41,2022.10.02,2022.10.08,32,도깨비불 (Illusion),aespa,Girls - The 2nd Mini Album,,
32,2022,41,2022.10.02,2022.10.08,33,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9,,
33,2022,41,2022.10.02,2022.10.08,34,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,PROTOTYPE RESEARCH #0063,,
34,2022,41,2022.10.02,2022.10.08,35,나의 목소리로,김호중,나의 목소리로,,
35,2022,41,2022.10.02,2022.10.08,36,POP!,나연 (TWICE),IM NAYEON,,
36,2022,41,2022.10.02,2022.10.08,37,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
37,2022,41,2022.10.02,2022.10.08,38,취중고백,김민석,취중고백,,
38,2022,41,2022.10.02,2022.10.08,39,LOVE me,BE`O (비오),LOVE me,,
39,2022,41,2022.10.02,2022.10.08,40,무지개,임영웅,IM HERO,,
40,2022,41,2022.10.02,2022.10.08,41,Love story,볼빨간사춘기,Seoul,,
41,2022,41,2022.10.02,2022.10.08,42,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),,
42,2022,41,2022.10.02,2022.10.08,43,그중에 그대를 만나,김호중,삼남매가 용감하게 OST Part.1,,
43,2022,41,2022.10.02,2022.10.08,44,Stay,"The Kid LAROI, Justin Bieber",Stay,,
44,2022,41,2022.10.02,2022.10.08,45,Talk that Talk,TWICE,BETWEEN 1&2,,
45,2022,41,2022.10.02,2022.10.08,46,인생은 뷰티풀,김호중,인생은 뷰티풀: 비타돌체 OST,,
46,2022,41,2022.10.02,2022.10.08,47,사랑한다고 말해줘,탑현,사랑한다고 말해줘,,
47,2022,41,2022.10.02,2022.10.08,48,주저하는 연인들을 위해,잔나비,전설,,
48,2022,41,2022.10.02,2022.10.08,49,Girls,aespa,Girls - The 2nd Mini Album,,
49,2022,41,2022.10.02,2022.10.08,50,새벽에 걸려온 너의 전화는,한동근,미련을 말하는,,
50,2022,41,2022.10.02,2022.10.08,51,스티커 사진,21학번,스티커 사진,,
51,2022,41,2022.10.02,2022.10.08,52,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),,
52,2022,41,2022.10.02,2022.10.08,53,DICE,NMIXX,ENTWURF,,
53,2022,41,2022.10.02,2022.10.08,54,통화연결음,"보라미유, MJ (써니사이드)",통화연결음,,
54,2022,41,2022.10.02,2022.10.08,55,I Don`t Think That I Like Her,Charlie Puth,CHARLIE,,
55,2022,41,2022.10.02,2022.10.08,56,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
56,2022,41,2022.10.02,2022.10.08,57,드라마,아이유 (IU),조각집,,
57,2022,41,2022.10.02,2022.10.08,58,strawberry moon,아이유 (IU),strawberry moon,,
58,2022,41,2022.10.02,2022.10.08,59,Feel My Rhythm,레드벨벳(Red Velvet),`The ReVe Festival 2022 - Feel My Rhythm`,,
59,2022,41,2022.10.02,2022.10.08,60,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),,
60,2022,41,2022.10.02,2022.10.08,61,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Left and Right,,
61,2022,41,2022.10.02,2022.10.08,62,INVU,태연 (TAEYEON),INVU - The 3rd Album,,
62,2022,41,2022.10.02,2022.10.08,63,신호등,이무진,신호등,,
63,2022,41,2022.10.02,2022.10.08,64,Next Level,aespa,Next Level,,
64,2022,41,2022.10.02,2022.10.08,65,SMILEY (Feat. BIBI),YENA(최예나),SMiLEY,,
65,2022,41,2022.10.02,2022.10.08,66,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),LOVE & HATE,,
66,2022,41,2022.10.02,2022.10.08,67,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4,,
67,2022,41,2022.10.02,2022.10.08,68,GANADARA (Feat. 아이유),박재범,GANADARA,,
68,2022,41,2022.10.02,2022.10.08,69,바보에게 바보가 (웹툰 `연애의 발견` X 이석훈),이석훈,바보에게 바보가 (웹툰 `연애의 발견` X 이석훈) OST,,
69,2022,41,2022.10.02,2022.10.08,70,듣고 싶을까,MSG워너비(M.O.M),듣고 싶을까,,
70,2022,41,2022.10.02,2022.10.08,71,Weekend,태연 (TAEYEON),Weekend,,
