,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2022,42,2022.10.09,2022.10.15,1,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
1,2022,42,2022.10.09,2022.10.15,2,After LIKE,IVE (아이브),After LIKE,,
2,2022,42,2022.10.09,2022.10.15,3,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
3,2022,42,2022.10.09,2022.10.15,4,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour,,
4,2022,42,2022.10.09,2022.10.15,5,Shut Down,BLACKPINK,BORN PINK,,
5,2022,42,2022.10.09,2022.10.15,6,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
6,2022,42,2022.10.09,2022.10.15,7,Pink Venom,BLACKPINK,Pink Venom,,
7,2022,42,2022.10.09,2022.10.15,8,딱 10CM만,"10cm, BIG Naughty (서동현)",딱 10CM만,,
8,2022,42,2022.10.09,2022.10.15,9,LOVE DIVE,IVE (아이브),LOVE DIVE,,
9,2022,42,2022.10.09,2022.10.15,10,Monologue,테이 (Tei),Monologue,,
10,2022,42,2022.10.09,2022.10.15,11,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,,
11,2022,42,2022.10.09,2022.10.15,12,우린 그렇게 사랑해서,"강민경, 잔나비",우린 그렇게 사랑해서,,
12,2022,42,2022.10.09,2022.10.15,13,그라데이션,10cm,5.3,,
13,2022,42,2022.10.09,2022.10.15,14,자격지심 (Feat. ZICO),BE`O (비오),FIVE SENSES,,
14,2022,42,2022.10.09,2022.10.15,15,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
15,2022,42,2022.10.09,2022.10.15,16,FOREVER 1,소녀시대,FOREVER 1 - The 7th Album,,
16,2022,42,2022.10.09,2022.10.15,17,보고싶었어,WSG워너비 (4FIRE),WSG워너비 1집,,
17,2022,42,2022.10.09,2022.10.15,18,LAW (Prod. Czaer),"윤미래, 비비(BIBI)",스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
18,2022,42,2022.10.09,2022.10.15,19,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,,
19,2022,42,2022.10.09,2022.10.15,20,CASE 143,Stray Kids (스트레이 키즈),MAXIDENT,,
20,2022,42,2022.10.09,2022.10.15,21,나의 X에게,경서,나의 X에게,,
21,2022,42,2022.10.09,2022.10.15,22,우리들의 블루스,임영웅,IM HERO,,
22,2022,42,2022.10.09,2022.10.15,23,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
23,2022,42,2022.10.09,2022.10.15,24,내가 아니라도,주호,내가 아니라도,,
24,2022,42,2022.10.09,2022.10.15,25,That`s Hilarious,Charlie Puth,That`s Hilarious,,
25,2022,42,2022.10.09,2022.10.15,26,SNEAKERS,ITZY (있지),CHECKMATE,,
26,2022,42,2022.10.09,2022.10.15,27,TOMBOY,(여자)아이들,I NEVER DIE,,
27,2022,42,2022.10.09,2022.10.15,28,해요 (2022),#안녕,해요 (2022),,
28,2022,42,2022.10.09,2022.10.15,29,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
29,2022,42,2022.10.09,2022.10.15,30,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
30,2022,42,2022.10.09,2022.10.15,31,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
31,2022,42,2022.10.09,2022.10.15,32,다시 만날 수 있을까,임영웅,IM HERO,,
32,2022,42,2022.10.09,2022.10.15,33,ELEVEN,IVE (아이브),ELEVEN,,
33,2022,42,2022.10.09,2022.10.15,34,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9,,
34,2022,42,2022.10.09,2022.10.15,35,내 기쁨은 너가 벤틀리를 끄는 거야,김승민,PROTOTYPE RESEARCH #0063,,
35,2022,42,2022.10.09,2022.10.15,36,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
36,2022,42,2022.10.09,2022.10.15,37,도깨비불 (Illusion),aespa,Girls - The 2nd Mini Album,,
37,2022,42,2022.10.09,2022.10.15,38,취중고백,김민석,취중고백,,
38,2022,42,2022.10.09,2022.10.15,39,LOVE me,BE`O (비오),LOVE me,,
39,2022,42,2022.10.09,2022.10.15,40,POP!,나연 (TWICE),IM NAYEON,,
40,2022,42,2022.10.09,2022.10.15,41,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),,
41,2022,42,2022.10.09,2022.10.15,42,Love story,볼빨간사춘기,Seoul,,
42,2022,42,2022.10.09,2022.10.15,43,무지개,임영웅,IM HERO,,
43,2022,42,2022.10.09,2022.10.15,44,Stay,"The Kid LAROI, Justin Bieber",Stay,,
44,2022,42,2022.10.09,2022.10.15,45,그중에 그대를 만나,김호중,삼남매가 용감하게 OST Part.1,,
45,2022,42,2022.10.09,2022.10.15,46,사랑한다고 말해줘,탑현,사랑한다고 말해줘,,
46,2022,42,2022.10.09,2022.10.15,47,스티커 사진,21학번,스티커 사진,,
47,2022,42,2022.10.09,2022.10.15,48,새벽에 걸려온 너의 전화는,한동근,미련을 말하는,,
48,2022,42,2022.10.09,2022.10.15,49,I Don`t Think That I Like Her,Charlie Puth,CHARLIE,,
49,2022,42,2022.10.09,2022.10.15,50,주저하는 연인들을 위해,잔나비,전설,,
50,2022,42,2022.10.09,2022.10.15,51,Talk that Talk,TWICE,BETWEEN 1&2,,
51,2022,42,2022.10.09,2022.10.15,52,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
52,2022,42,2022.10.09,2022.10.15,53,Girls,aespa,Girls - The 2nd Mini Album,,
53,2022,42,2022.10.09,2022.10.15,54,DICE,NMIXX,ENTWURF,,
54,2022,42,2022.10.09,2022.10.15,55,나의 목소리로,김호중,나의 목소리로,,
55,2022,42,2022.10.09,2022.10.15,56,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),,
56,2022,42,2022.10.09,2022.10.15,57,통화연결음,"보라미유, MJ (써니사이드)",통화연결음,,
57,2022,42,2022.10.09,2022.10.15,58,인생은 뷰티풀,김호중,인생은 뷰티풀: 비타돌체 OST,,
58,2022,42,2022.10.09,2022.10.15,59,Feel My Rhythm,레드벨벳(Red Velvet),`The ReVe Festival 2022 - Feel My Rhythm`,,
59,2022,42,2022.10.09,2022.10.15,60,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),,
60,2022,42,2022.10.09,2022.10.15,61,드라마,아이유 (IU),조각집,,
61,2022,42,2022.10.09,2022.10.15,62,strawberry moon,아이유 (IU),strawberry moon,,
62,2022,42,2022.10.09,2022.10.15,63,Left and Right (Feat. Jung Kook of BTS),"Charlie Puth, 정국, 방탄소년단",Left and Right,,
63,2022,42,2022.10.09,2022.10.15,64,호랑이가 쫓아온다 (Uh-Heung),DKZ,7th Single Album `CHASE EPISODE 3. BEUM`,,
64,2022,42,2022.10.09,2022.10.15,65,INVU,태연 (TAEYEON),INVU - The 3rd Album,,
65,2022,42,2022.10.09,2022.10.15,66,신호등,이무진,신호등,,
66,2022,42,2022.10.09,2022.10.15,67,ILLELLA (일낼라),마마무(Mamamoo),MIC ON,,
67,2022,42,2022.10.09,2022.10.15,68,Next Level,aespa,Next Level,,
68,2022,42,2022.10.09,2022.10.15,69,SMILEY (Feat. BIBI),YENA(최예나),SMiLEY,,
69,2022,42,2022.10.09,2022.10.15,70,늦은 밤 헤어지긴 너무 아쉬워,케이시 (Kassy),LOVE & HATE,,
70,2022,42,2022.10.09,2022.10.15,71,Dynamite,방탄소년단,Dynamite,,
71,2022,42,2022.10.09,2022.10.15,72,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4,,
