,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2022,50,2022.12.04,2022.12.10,1,사건의 지평선,윤하,YOUNHA 6th Album Repackage `END THEORY : Final Edition`,,
1,2022,50,2022.12.04,2022.12.10,2,Hype boy,NewJeans,NewJeans 1st EP `New Jeans`,,
2,2022,50,2022.12.04,2022.12.10,3,마이웨이 (MY WAY) (Prod. R.Tee),"저스디스 (JUSTHIS), 던말릭 (Don Malik), 허성현 (Huh), KHAN, 맥대디 (Mckdaddy), Los",쇼미더머니 11 Episode 1,,
3,2022,50,2022.12.04,2022.12.10,4,ANTIFRAGILE,LE SSERAFIM (르세라핌),ANTIFRAGILE,,
4,2022,50,2022.12.04,2022.12.10,5,After LIKE,IVE (아이브),After LIKE,,
5,2022,50,2022.12.04,2022.12.10,6,Nxde,(여자)아이들,I love,,
6,2022,50,2022.12.04,2022.12.10,7,Dreamers (Feat. FIFA Sound),"정국, 방탄소년단",Dreamers [Music from the FIFA World Cup Qatar 2022 Official Soundtrack],,
7,2022,50,2022.12.04,2022.12.10,8,London Boy,임영웅,Polaroid,,
8,2022,50,2022.12.04,2022.12.10,9,새삥 (Prod. ZICO) (Feat. 호미들),지코 (ZICO),스트릿 맨 파이터(SMF) Original Vol.3 (계급미션),,
9,2022,50,2022.12.04,2022.12.10,10,Polaroid,임영웅,Polaroid,,
10,2022,50,2022.12.04,2022.12.10,11,Attention,NewJeans,NewJeans 1st EP `New Jeans`,,
11,2022,50,2022.12.04,2022.12.10,12,LOVE DIVE,IVE (아이브),LOVE DIVE,,
12,2022,50,2022.12.04,2022.12.10,13,WHEN I MOVE,카라 (KARA),MOVE AGAIN,,
13,2022,50,2022.12.04,2022.12.10,14,Monologue,테이 (Tei),Monologue,,
14,2022,50,2022.12.04,2022.12.10,15,위하여 (We Higher) (Prod. GroovyRoom),"그루비룸 (GroovyRoom), 릴보이 (lIlBOI), Blase (블라세), 노윤하, Polodared, Chillin Homie, Fleeky Bang",쇼미더머니 11 Episode 1,,
15,2022,50,2022.12.04,2022.12.10,16,Rush Hour (Feat. j-hope of BTS),크러쉬 (CRUSH),Rush Hour,,
16,2022,50,2022.12.04,2022.12.10,17,Shut Down,BLACKPINK,BORN PINK,,
17,2022,50,2022.12.04,2022.12.10,18,Pink Venom,BLACKPINK,Pink Venom,,
18,2022,50,2022.12.04,2022.12.10,19,WE (Feat. 박재범) (Prod. by Slom),"이영지, 토이고 (toigo), 제이켠 (J`Kyun), 잠비노 (Jambino), XINSAYNE",쇼미더머니 11 Episode 1,,
19,2022,50,2022.12.04,2022.12.10,20,All I Want For Christmas Is You,Mariah Carey,Merry Christmas (Deluxe Anniversary Edition),,
20,2022,50,2022.12.04,2022.12.10,21,Snowman,Sia,Snowman,,
21,2022,50,2022.12.04,2022.12.10,22,딱 10CM만,"10cm, BIG Naughty (서동현)",딱 10CM만,,
22,2022,50,2022.12.04,2022.12.10,23,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
23,2022,50,2022.12.04,2022.12.10,24,Santa Tell Me,Ariana Grande,Santa Tell Me,,
24,2022,50,2022.12.04,2022.12.10,25,해요 (2022),#안녕,해요 (2022),,
25,2022,50,2022.12.04,2022.12.10,26,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
26,2022,50,2022.12.04,2022.12.10,27,자격지심 (Feat. ZICO),BE`O (비오),FIVE SENSES,,
27,2022,50,2022.12.04,2022.12.10,28,그때 그 순간 그대로 (그그그),WSG워너비 (가야G),WSG워너비 1집,,
28,2022,50,2022.12.04,2022.12.10,29,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
29,2022,50,2022.12.04,2022.12.10,30,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
30,2022,50,2022.12.04,2022.12.10,31,그라데이션,10cm,5.3,,
31,2022,50,2022.12.04,2022.12.10,32,내가 아니라도,주호,내가 아니라도,,
32,2022,50,2022.12.04,2022.12.10,33,TOMBOY,(여자)아이들,I NEVER DIE,,
33,2022,50,2022.12.04,2022.12.10,34,나의 X에게,경서,나의 X에게,,
34,2022,50,2022.12.04,2022.12.10,35,Cookie,NewJeans,NewJeans 1st EP `New Jeans`,,
35,2022,50,2022.12.04,2022.12.10,36,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,,
