,year,week_num,start_date,end_date,rank,music,singer,album,production,distribution
0,2022,19,2022.05.01,2022.05.07,1,다시 만날 수 있을까,임영웅,IM HERO,,
1,2022,19,2022.05.01,2022.05.07,2,봄여름가을겨울 (Still Life),BIGBANG (빅뱅),봄여름가을겨울 (Still Life),,
2,2022,19,2022.05.01,2022.05.07,3,That That (prod. & feat. SUGA of BTS),싸이 (Psy),싸다9,,
3,2022,19,2022.05.01,2022.05.07,4,LOVE DIVE,IVE (아이브),LOVE DIVE,,
4,2022,19,2022.05.01,2022.05.07,5,TOMBOY,(여자)아이들,I NEVER DIE,,
5,2022,19,2022.05.01,2022.05.07,6,사랑인가 봐,멜로망스(Melomance),사랑인가 봐 (사내맞선 OST 스페셜 트랙),,
6,2022,19,2022.05.01,2022.05.07,7,Feel My Rhythm,레드벨벳(Red Velvet),`The ReVe Festival 2022 - Feel My Rhythm`,,
7,2022,19,2022.05.01,2022.05.07,8,우리들의 블루스,임영웅,IM HERO,,
8,2022,19,2022.05.01,2022.05.07,9,GANADARA (Feat. 아이유),박재범,GANADARA,,
9,2022,19,2022.05.01,2022.05.07,10,LOVE me,BE`O (비오),LOVE me,,
10,2022,19,2022.05.01,2022.05.07,11,취중고백,김민석,취중고백,,
11,2022,19,2022.05.01,2022.05.07,12,무지개,임영웅,IM HERO,,
12,2022,19,2022.05.01,2022.05.07,13,사랑은 늘 도망가,임영웅,신사와 아가씨 OST Part.2,,
13,2022,19,2022.05.01,2022.05.07,14,INVU,태연 (TAEYEON),INVU - The 3rd Album,,
14,2022,19,2022.05.01,2022.05.07,15,아버지,임영웅,IM HERO,,
15,2022,19,2022.05.01,2022.05.07,16,사랑해 진짜,임영웅,IM HERO,,
16,2022,19,2022.05.01,2022.05.07,17,정이라고 하자 (Feat. 10CM),BIG Naughty (서동현),정이라고 하자,,
17,2022,19,2022.05.01,2022.05.07,18,ZOOM,제시(Jessi),ZOOM,,
18,2022,19,2022.05.01,2022.05.07,19,손이 참 곱던 그대,임영웅,IM HERO,,
19,2022,19,2022.05.01,2022.05.07,20,듣고 싶을까,MSG워너비(M.O.M),듣고 싶을까,,
20,2022,19,2022.05.01,2022.05.07,21,A bientot,임영웅,IM HERO,,
21,2022,19,2022.05.01,2022.05.07,22,신호등,이무진,신호등,,
22,2022,19,2022.05.01,2022.05.07,23,연애편지,임영웅,IM HERO,,
23,2022,19,2022.05.01,2022.05.07,24,인생찬가,임영웅,IM HERO,,
24,2022,19,2022.05.01,2022.05.07,25,사랑역,임영웅,IM HERO,,
25,2022,19,2022.05.01,2022.05.07,26,사랑해요 그대를,임영웅,IM HERO,,
26,2022,19,2022.05.01,2022.05.07,27,ELEVEN,IVE (아이브),ELEVEN,,
27,2022,19,2022.05.01,2022.05.07,28,보금자리,임영웅,IM HERO,,
28,2022,19,2022.05.01,2022.05.07,29,나의 X에게,경서,나의 X에게,,
29,2022,19,2022.05.01,2022.05.07,30,다정히 내 이름을 부르면,"경서예지, 전건호",다정히 내 이름을 부르면 (경서예지 x 전건호),,
30,2022,19,2022.05.01,2022.05.07,31,Stay,"The Kid LAROI, Justin Bieber",Stay,,
31,2022,19,2022.05.01,2022.05.07,32,SMILEY (Feat. BIBI),YENA(최예나),SMiLEY,,
32,2022,19,2022.05.01,2022.05.07,33,Seoul,볼빨간사춘기,Seoul,,
33,2022,19,2022.05.01,2022.05.07,34,MY BAG,(여자)아이들,I NEVER DIE,,
34,2022,19,2022.05.01,2022.05.07,35,"회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)",sokodomo,쇼미더머니 10 Episode 2,,
35,2022,19,2022.05.01,2022.05.07,36,드라마,아이유 (IU),조각집,,
36,2022,19,2022.05.01,2022.05.07,37,Celeb,싸이 (Psy),싸다9,,
37,2022,19,2022.05.01,2022.05.07,38,RUN2U,STAYC(스테이씨),YOUNG-LUV.COM,,
38,2022,19,2022.05.01,2022.05.07,39,That`s Hilarious,Charlie Puth,That`s Hilarious,,
39,2022,19,2022.05.01,2022.05.07,40,Next Level,aespa,Next Level,,
40,2022,19,2022.05.01,2022.05.07,41,언제나 사랑해,케이시 (Kassy),조영수 리메이크 프로젝트 Part.2,,
41,2022,19,2022.05.01,2022.05.07,42,너를 생각해,주시크 (Joosiq),너를 생각해,,
42,2022,19,2022.05.01,2022.05.07,43,리무진 (Feat. MINO) (Prod. GRAY),BE`O (비오),쇼미더머니 10 Episode 3,,
43,2022,19,2022.05.01,2022.05.07,44,strawberry moon,아이유 (IU),strawberry moon,,
44,2022,19,2022.05.01,2022.05.07,45,Weekend,태연 (TAEYEON),Weekend,,
45,2022,19,2022.05.01,2022.05.07,46,With you,"지민, 하성운",우리들의 블루스 OST Part 4,,
46,2022,19,2022.05.01,2022.05.07,47,라일락,아이유 (IU),5th Album `LILAC`,,
47,2022,19,2022.05.01,2022.05.07,48,감동이야 (Feat. 성시경),싸이 (Psy),싸다9,,
48,2022,19,2022.05.01,2022.05.07,49,존재만으로,원슈타인 (Wonstein),스물다섯 스물하나 OST Part 4,,
49,2022,19,2022.05.01,2022.05.07,50,Dynamite,방탄소년단,Dynamite,,
50,2022,19,2022.05.01,2022.05.07,51,Step Back,GOT the beat,Step Back,,
51,2022,19,2022.05.01,2022.05.07,52,이제 나만 믿어요,임영웅,내일은 미스터트롯 우승자 특전곡,,
52,2022,19,2022.05.01,2022.05.07,53,눈이 오잖아 (Feat.헤이즈),이무진,눈이 오잖아,,
53,2022,19,2022.05.01,2022.05.07,54,호랑수월가,탑현,호랑수월가,,
54,2022,19,2022.05.01,2022.05.07,55,Butter,방탄소년단,Butter,,
55,2022,19,2022.05.01,2022.05.07,56,너의 모든 순간,성시경,별에서 온 그대 OST Part 7,,
56,2022,19,2022.05.01,2022.05.07,57,Counting Stars (Feat. Beenzino),BE`O (비오),Counting Stars,,
57,2022,19,2022.05.01,2022.05.07,58,Real Love,오마이걸 (OH MY GIRL),Real Love,,
58,2022,19,2022.05.01,2022.05.07,59,abcdefu,GAYLE,abcdefu,,
59,2022,19,2022.05.01,2022.05.07,60,바라만 본다,MSG워너비(M.O.M),MSG워너비 1집,,
60,2022,19,2022.05.01,2022.05.07,61,"스물다섯, 스물하나",자우림,"9집 Goodbye, Grief.",,
61,2022,19,2022.05.01,2022.05.07,62,아무래도 난,주시크 (Joosiq),아무래도 난,,
62,2022,19,2022.05.01,2022.05.07,63,Celebrity,아이유 (IU),Celebrity,,
63,2022,19,2022.05.01,2022.05.07,64,Permission to Dance,방탄소년단,Butter / Permission to Dance,,
64,2022,19,2022.05.01,2022.05.07,65,내 손을 잡아,아이유 (IU),최고의 사랑 OST Part 4,,
65,2022,19,2022.05.01,2022.05.07,66,Savage,aespa,Savage - The 1st Mini Album,,
66,2022,19,2022.05.01,2022.05.07,67,Bad Habits,Ed Sheeran,Bad Habits,,
67,2022,19,2022.05.01,2022.05.07,68,OHAYO MY NIGHT,"디핵 (D-Hack), PATEKO(파테코)",OHAYO MY NIGHT,,
68,2022,19,2022.05.01,2022.05.07,69,Blueming,아이유 (IU),Love poem,,
69,2022,19,2022.05.01,2022.05.07,70,Dreams Come True,aespa,Dreams Come True - SM STATION,,
70,2022,19,2022.05.01,2022.05.07,71,고백,멜로망스(Melomance),세 번째 `고백`,,
71,2022,19,2022.05.01,2022.05.07,72,밤하늘의 별을(2020),경서,밤하늘의 별을(2020),,
72,2022,19,2022.05.01,2022.05.07,73,"모든 날, 모든 순간 (Every day, Every Moment)",폴킴,`키스 먼저 할까요?` OST Part 3,,
73,2022,19,2022.05.01,2022.05.07,74,내가 아니라도,주호,내가 아니라도,,
74,2022,19,2022.05.01,2022.05.07,75,문득,BE`O (비오),Bipolar,,
75,2022,19,2022.05.01,2022.05.07,76,너의 번호를 누르고,김나영,너의 번호를 누르고,,
76,2022,19,2022.05.01,2022.05.07,77,어제처럼,폴킴,어제처럼,,
77,2022,19,2022.05.01,2022.05.07,78,"어떻게 이별까지 사랑하겠어, 널 사랑하는 거지",AKMU (악뮤),항해,,
78,2022,19,2022.05.01,2022.05.07,79,찰나가 영원이 될 때 (The Eternal Moment),마크툽 (Maktub),Red Moon : Beyond The Light,,
79,2022,19,2022.05.01,2022.05.07,80,만남은 쉽고 이별은 어려워 (Feat. Leellamarz) (Prod. TOIL),베이식(Basick),쇼미더머니 10 Episode 3,,
80,2022,19,2022.05.01,2022.05.07,81,사랑인걸,한동근,사랑인걸,,
81,2022,19,2022.05.01,2022.05.07,82,Dun Dun Dance,오마이걸 (OH MY GIRL),Dear OHMYGIRL,,
82,2022,19,2022.05.01,2022.05.07,83,헤픈 우연,헤이즈 (Heize),HAPPEN,,
83,2022,19,2022.05.01,2022.05.07,84,My Universe,"Coldplay, 방탄소년단",My Universe,,
84,2022,19,2022.05.01,2022.05.07,85,FEARLESS,LE SSERAFIM (르세라핌),FEARLESS,,
85,2022,19,2022.05.01,2022.05.07,86,롤린 (Rollin`),브레이브걸스 (Brave Girls),Rollin`,,
86,2022,19,2022.05.01,2022.05.07,87,낙하 (with 아이유),AKMU (악뮤),NEXT EPISODE,,
87,2022,19,2022.05.01,2022.05.07,88,"너, 너 (N번째 연애 X 휘인 (Whee In))",휘인 (Whee In),"너, 너 (N번째 연애 X 휘인 (Whee In)) OST",,
88,2022,19,2022.05.01,2022.05.07,89,Starlight,태일 (TAEIL),스물다섯 스물하나 OST Part 1,,
