Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,HOT,"

회전목마 (Feat. Zion.T, 원슈타인) (Prod. Slom)
sokodomo | 쇼미더머니 10 Episode 2","33,577,050","Stone Music Entertainment
지니뮤직",,
2,1,"

쉬어 (Feat. MINO) (Prod. GRAY)
아넌딜라이트(Anandelight) , unofficialboyy , BE′O (비오) , 지구인 , Mudd the student | 쇼미더머니 10 Episode 1","25,635,071","Stone Music Entertainment
지니뮤직",,
3,1,"

strawberry moon
아이유 (IU) | strawberry moon","22,538,428","EDAM엔터테인먼트
Kakao Entertainment",,
4,1,"

Wake Up (Prod. 코드 쿤스트)
개코 , Ourealgoat (아우릴고트) , SINCE , 안병웅 , Tabber , 조광일 | 쇼미더머니 10 Episode 1","22,070,502","Stone Music Entertainment
지니뮤직",,
5,1,"

Savage
aespa | Savage - The 1st Mini Album","18,623,662","SM Entertainment
Dreamus",,
6,-,"

신호등
이무진 | 신호등","16,841,680","쇼플레이
Kakao Entertainment",,
7,2,"

Stay
The Kid LAROI, Justin Bieber | Stay","16,783,520","Columbia
Sony Music",,
8,-,"

다정히 내 이름을 부르면
경서예지, 전건호 | 다정히 내 이름을 부르면 (경서예지 x 전건호)","15,286,518","에버그로우
Kakao Entertainment",,
9,2,"

사랑은 늘 도망가
임영웅 | 신사와 아가씨 OST Part.2","14,630,523","모스트콘텐츠
NHN벅스",,
10,-,"

Next Level
aespa | Next Level","14,348,591","SM Entertainment
Dreamus",,
11,4,"

TROUBLE (Prod. Slom)
Don Mills , Northfacegawd , sokodomo , Khakii (카키) , A-Chess (에이체스) | 쇼미더머니 10 Episode 1","13,472,206","Stone Music Entertainment
지니뮤직",,
12,3,"

너와 나의 Memories
염따 (YumDDa), TOIL, 쿤타, 베이식 (Basick), 365LIT, 황지상 (HWANG JI SANG), 송민영 | 쇼미더머니 10 Episode 1","13,043,228","Stone Music Entertainment
지니뮤직",,
13,-,"

너를 생각해
주시크 (Joosiq) | 너를 생각해","13,032,930","뮤직레시피
Warner Music",,
14,1,"

OHAYO MY NIGHT
디핵 (D-Hack), PATEKO(파테코) | OHAYO MY NIGHT","12,725,638","NEOKIDZ
YG PLUS",,
15,3,"

My Universe
Coldplay, 방탄소년단 | My Universe","12,618,458","Parlophone UK
Warner Music",,
16,2,"

낙하 (with 아이유)
AKMU (악뮤) | NEXT EPISODE","12,332,586","YG Entertainment
YG PLUS",,
17,1,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","11,595,508","유야호
지니뮤직, Stone Music Entertainment",,
18,1,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","10,978,543","BIGHIT MUSIC / HYBE
YG PLUS",,
19,1,"

Weekend
태연 (TAEYEON) | Weekend","10,722,955","SM Entertainment
Dreamus",,
20,1,"

Butter
방탄소년단 | Butter","10,627,871","BIGHIT MUSIC / HYBE
YG PLUS",,
21,1,"

Bad Habits
Ed Sheeran | Bad Habits","10,352,151","Atlantic Records UK
Warner Music",,
22,HOT,"

가시 (Prod. 코드 쿤스트)
조광일, 개코, 저스디스 (JUSTHIS) | 쇼미더머니 10 Episode 2","9,898,135","Stone Music Entertainment
지니뮤직",,
23,2,"

고백
멜로망스(Melomance) | 세 번째 `고백`","9,839,511","카카오엔터테인먼트, 민트페이퍼, 광합성
Kakao Entertainment",,
24,2,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","9,819,594","RBMG/Def Jam
Universal Music",,
25,2,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","9,709,121","피네이션
지니뮤직, Stone Music Entertainment",,
