Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,-,"

바라만 본다
MSG워너비(M.O.M) | MSG워너비 1집","41,917,379","유야호
지니뮤직, Stone Music Entertainment",,
2,1,"

Next Level
aespa | Next Level","31,060,579","SM Entertainment
Dreamus",,
3,1,"

나를 아는 사람
MSG워너비(정상동기) | MSG워너비 1집","27,512,538","유야호
지니뮤직, Stone Music Entertainment",,
4,-,"

Butter
방탄소년단 | Butter","26,160,837","BIGHIT MUSIC / HYBE
YG PLUS",,
5,-,"

치맛바람 (Chi Mat Ba Ram)
브레이브걸스 (Brave Girls) | Summer Queen","24,073,812","브레이브 엔터테인먼트
Kakao Entertainment",,
6,1,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","23,618,795","피네이션
지니뮤직, Stone Music Entertainment",,
7,5,"

신호등
이무진 | 신호등","22,045,645","쇼플레이
Kakao Entertainment",,
8,-,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","21,115,271","WM엔터테인먼트
Sony Music",,
9,new,"

Permission to Dance
방탄소년단 | Butter / Permission to Dance","20,055,184","BIGHIT MUSIC / HYBE
YG PLUS",,
10,new,"

Weekend
태연 (TAEYEON) | Weekend","19,714,637","SM Entertainment
Dreamus",,
11,2,"

Alcohol-Free
TWICE | Taste of Love","19,486,040","JYP Entertainment
Dreamus",,
12,2,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","19,372,431","RBMG/Def Jam
Universal Music",,
13,2,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","18,600,679","브레이브 엔터테인먼트
음악형제들",,
14,1,"

비와 당신
이무진 | 슬기로운 의사생활 시즌2 OST Part 1","17,176,865","스튜디오 마음C, 에그이즈커밍, Stone Music Entertainment
지니뮤직, Stone Music Entertainment",,
15,6,"

하루만 더
빅마마 (BigMama) | 하루만 더","16,659,803","Kakao Entertainment
Kakao Entertainment",,
16,3,"

라일락
아이유 (IU) | 5th Album `LILAC`","16,396,292","EDAM엔터테인먼트
Kakao Entertainment",,
17,3,"

ASAP
STAYC(스테이씨) | STAYDOM","15,933,178","하이업엔터테인먼트
Kakao Entertainment",,
18,2,"

안녕 (Hello)
조이 (JOY) | 안녕 (Hello) - Special Album","15,316,605","SM Entertainment
Dreamus",,
19,-,"

Dynamite
방탄소년단 | Dynamite","14,916,433","BIGHIT MUSIC / HYBE
YG PLUS",,
20,3,"

상상더하기
MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","14,814,493","유야호
지니뮤직, Stone Music Entertainment",,
21,3,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","14,413,843","브레이브 엔터테인먼트
Kakao Entertainment",,
22,2,"

Celebrity
아이유 (IU) | Celebrity","14,216,463","EDAM엔터테인먼트
Kakao Entertainment",,
23,7,"

비 오는 날 듣기 좋은 노래 (Feat. Colde)
에픽하이 (EPIK HIGH) | 비 오는 날 듣기 좋은 노래","14,094,282","아워즈
지니뮤직",,
24,2,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","12,488,722","글로벌에이치미디어
인터파크",,
25,new,"

러브 (Prod. 로코베리)
로꼬 (LOCO), 이성경 | Love (Prod. Rocoberry)","12,209,668","하얀달 엔터테인먼트, 딩고뮤직
Kakao Entertainment",,
26,3,"

Timeless
SG 워너비 | SG Wanna Be+","12,126,831","Stone Music Entertainment
지니뮤직",,
27,3,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","11,894,497","영앤리치 레코즈
Kakao Entertainment",,
28,3,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","10,781,094","더그루브엔터테인먼트
Kakao Entertainment",,
29,3,"

멜로디
ASH ISLAND | 멜로디","10,112,176","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
30,2,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","10,091,127","꿈의엔진
Kakao Entertainment",,
