Rank,,Title/Artist/Album,Score,Production/Distribution,Play,
1,3,"

Butter
방탄소년단 | Butter","41,875,515","BIGHIT MUSIC / HYBE
YG PLUS",,
2,20,"

헤픈 우연
헤이즈 (Heize) | HAPPEN","30,735,131","피네이션
지니뮤직, Stone Music Entertainment",,
3,2,"

Dun Dun Dance
오마이걸 (OH MY GIRL) | Dear OHMYGIRL","29,926,764","WM엔터테인먼트
Sony Music",,
4,5,"

Next Level
aespa | Next Level","26,245,081","SM Entertainment
Dreamus",,
5,3,"

Peaches (Feat. Daniel Caesar, Giveon)
Justin Bieber | Justice","25,268,407","RBMG/Def Jam
Universal Music",,
6,3,"

롤린 (Rollin`)
브레이브걸스 (Brave Girls) | Rollin`","25,105,123","브레이브 엔터테인먼트
케미컬레코드",,
7,HOT,"

상상더하기
MSG워너비 TOP 8 (별루지, 김정수, 강창모, 정기석, 이동휘, 이상이, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","24,326,169","유야호
지니뮤직, Stone Music Entertainment",,
8,3,"

라일락
아이유 (IU) | 5th Album `LILAC`","22,061,560","EDAM엔터테인먼트
Kakao Entertainment",,
9,3,"

운전만해 (We Ride)
브레이브걸스 (Brave Girls) | We Ride","19,794,799","브레이브 엔터테인먼트
Kakao Entertainment",,
10,3,"

Celebrity
아이유 (IU) | Celebrity","18,455,783","EDAM엔터테인먼트
Kakao Entertainment",,
11,1,"

상상더하기
라붐 (LABOUM) | Fresh Adventure","17,536,615","글로벌에이치미디어
인터파크",,
12,3,"

ASAP
STAYC(스테이씨) | STAYDOM","17,259,629","하이업엔터테인먼트
Kakao Entertainment",,
13,5,"

Timeless
SG 워너비 | SG Wanna Be+","17,015,622","Stone Music Entertainment
지니뮤직",,
14,1,"

Dynamite
방탄소년단 | Dynamite","16,837,467","BIGHIT MUSIC / HYBE
YG PLUS",,
15,4,"

마.피.아. In the morning
ITZY (있지) | GUESS WHO","15,797,908","JYP Entertainment
Dreamus",,
16,HOT,"

체념
정상동기 (김정수, 정기석, 이동휘, 이상이) | MSG워너비 TOP 8 경연곡","15,451,141","유야호
지니뮤직, Stone Music Entertainment",,
17,5,"

라라라
SG 워너비 | My Friend","14,424,275","Stone Music Entertainment
지니뮤직",,
18,2,"

내 손을 잡아
아이유 (IU) | 최고의 사랑 OST Part 4","12,857,563","더그루브엔터테인먼트
Kakao Entertainment",,
19,HOT,"

만약에
M.O.M (별루지, 강창모, 박재정, 원슈타인 (Wonstein)) | MSG워너비 TOP 8 경연곡","12,128,909","유야호
지니뮤직, Stone Music Entertainment",,
20,1,"

사이렌 Remix (Feat. UNEDUCATED KID, Paul Blanco)
호미들 | 사이렌 Remix","12,118,618","영앤리치 레코즈
Kakao Entertainment",,
21,5,"

멜로디
ASH ISLAND | 멜로디","11,878,359","앰비션뮤직
지니뮤직, Stone Music Entertainment",,
22,5,"

Coin
아이유 (IU) | 5th Album `LILAC`","11,809,698","EDAM엔터테인먼트
Kakao Entertainment",,
23,3,"

밝게 빛나는 별이 되어 비춰줄게
송이한 | 밝게 빛나는 별이 되어 비춰줄게","11,642,004","뮤직디자인
Kakao Entertainment",,
24,6,"

LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지)
양요섭, 정은지 | LOVE DAY (2021) (바른연애 길잡이 X 양요섭, 정은지) OST","11,498,750","TOON STUDIO, 느을
Kakao Entertainment",,
25,2,"

밤하늘의 별을(2020)
경서 | 밤하늘의 별을(2020)","11,253,307","꿈의엔진
Kakao Entertainment",,
26,2,"

On The Ground
로제 (ROSE) | R","10,781,406","YG Entertainment
YG PLUS",,
27,2,"

내사람
SG 워너비 | The Precious History","10,449,904","Stone Music Entertainment
지니뮤직",,
28,-,"

잠이 오질 않네요
장범준 | 잠이 오질 않네요","10,146,377","버스커버스커
Kakao Entertainment",,
29,11,"

Savage Love (Laxed - Siren Beat) (BTS Remix)
Jawsh 685, Jason Derulo, BTS | Savage Love (Laxed - Siren Beat) (BTS Remix)","10,117,518","Columbia
Sony Music",,
30,1,"

어푸 (Ah puh)
아이유 (IU) | 5th Album 'LILAC'","10,019,677","EDAM엔터테인먼트
Kakao Entertainment",,
31,84,"

I Love U
성시경 | 성시경 8th Album [ㅅ (시옷)]","9,977,137","에스케이재원
Kakao Entertainment",,
32,-,"

Lovesick Girls
BLACKPINK | THE ALBUM","9,958,515","YG Entertainment
YG PLUS",,
33,2,"

취기를 빌려 (취향저격 그녀 X 산들)
산들 | 취기를 빌려 (취향저격 그녀 X 산들) OST","9,707,128","TOON STUDIO
Kakao Entertainment",,
34,4,"

그냥 안아달란 말야
다비치 | 그냥 안아달란 말야","9,586,453","Stone Music Entertainment
지니뮤직",,
35,2,"

Blueming
아이유 (IU) | Love poem","9,547,416","Kakao Entertainment
Kakao Entertainment",,
36,1,"

에잇 (Prod.&Feat. SUGA of BTS)
아이유 (IU) | 에잇","9,323,173","EDAM엔터테인먼트
Kakao Entertainment",,
37,1,"

Dolphin
오마이걸 (OH MY GIRL) | NONSTOP","9,230,771","WM엔터테인먼트
Sony Music",,
38,63,"

처음처럼 (Feat. 개리)
헤이즈 (Heize) | HAPPEN","9,135,500","피네이션
지니뮤직, Stone Music Entertainment",,
